choice,id,alt,pf,cl,loc,wk,tod,seas,chid
False,3,3,0,5,1,0,0,1,35
False,3,4,9,5,0,1,0,0,35
False,3,1,0,0,0,0,1,0,36
False,3,2,0,1,0,1,0,1,36
True,3,3,7,5,0,0,0,0,36
False,3,4,9,0,0,0,0,0,36
False,4,1,9,0,0,0,0,0,37
True,4,2,0,0,0,1,0,1,37
False,4,3,0,1,1,0,1,0,37
False,4,4,7,5,0,1,0,0,37
False,4,1,0,0,0,0,1,0,38
False,4,2,7,5,0,0,0,0,38
True,4,3,0,0,1,0,0,1,38
False,4,4,9,1,0,1,0,0,38
True,4,1,0,1,0,0,1,0,39
False,4,2,9,5,0,1,0,0,39
False,4,3,0,5,0,1,0,1,39
False,4,4,7,0,0,0,0,0,39
False,4,1,9,0,1,0,0,0,40
False,4,2,7,5,0,0,0,0,40
True,4,3,0,1,0,1,0,1,40
False,4,4,0,1,0,0,1,0,40
False,4,1,0,0,1,0,1,0,41
False,4,2,7,1,0,0,0,0,41
False,4,3,9,5,0,1,0,0,41
True,4,4,0,5,0,1,0,1,41
False,4,1,9,5,0,1,0,0,42
False,4,2,0,0,0,0,0,1,42
False,4,3,7,1,0,0,0,0,42
True,4,4,0,0,1,0,1,0,42
True,4,1,7,0,0,0,0,0,43
False,4,2,0,0,0,1,1,0,43
False,4,3,0,5,0,1,0,1,43
False,4,4,9,1,0,0,0,0,43
False,4,1,7,5,1,0,0,0,44
False,4,2,0,1,0,0,0,1,44
False,4,3,0,5,0,0,1,0,44
True,4,4,9,0,0,1,0,0,44
True,4,1,0,0,0,1,0,1,45
False,4,2,0,1,0,0,1,0,45
False,4,3,9,0,0,1,0,0,45
False,4,4,7,5,1,0,0,0,45
False,4,1,0,5,0,0,0,1,46
False,4,2,0,1,0,0,1,0,46
False,4,3,9,5,1,0,0,0,46
True,4,4,7,0,0,1,0,0,46
False,4,1,9,5,0,1,0,0,47
False,4,2,0,0,0,1,1,0,47
False,4,3,0,5,1,0,0,1,47
True,4,4,7,1,0,0,0,0,47
False,4,1,9,1,0,1,0,0,48
True,4,2,7,0,1,0,0,0,48
False,4,3,0,5,0,1,1,0,48
False,4,4,0,0,0,0,0,1,48
True,5,1,7,5,0,1,0,0,49
False,5,2,9,1,1,0,0,0,49
False,5,3,0,0,0,0,0,1,49
False,5,4,0,5,0,1,1,0,49
True,5,1,7,0,0,1,0,0,50
False,5,2,9,5,0,1,0,0,50
False,5,3,0,1,1,0,1,0,50
False,5,4,0,5,0,0,0,1,50
False,5,1,9,5,0,0,0,0,51
True,5,2,7,1,0,1,0,0,51
False,5,3,0,0,0,1,1,0,51
False,5,4,0,0,1,0,0,1,51
False,5,1,0,1,0,1,0,1,52
False,5,2,9,1,0,0,0,0,52
True,5,3,7,0,1,0,0,0,52
False,5,4,0,5,0,1,1,0,52
False,5,1,0,0,1,0,1,0,53
False,5,2,9,1,0,1,0,0,53
False,5,3,0,0,0,0,0,1,53
True,5,4,7,5,0,1,0,0,53
False,5,1,0,0,0,0,0,1,54
False,5,2,9,0,0,0,0,0,54
False,5,3,0,1,1,0,1,0,54
True,5,4,7,5,0,1,0,0,54
False,5,1,0,5,0,1,0,1,55
False,5,2,9,0,0,0,0,0,55
False,5,3,0,1,0,0,1,0,55
True,5,4,7,5,1,0,0,0,55
False,5,1,9,0,0,1,0,0,56
True,5,2,7,1,0,0,0,0,56
False,5,3,0,1,1,0,0,1,56
False,5,4,0,5,0,0,1,0,56
False,5,1,0,5,0,1,0,1,57
False,5,2,0,5,0,0,1,0,57
False,5,3,9,0,0,1,0,0,57
True,5,4,7,1,0,0,0,0,57
False,5,1,0,1,0,1,0,1,58
False,5,2,0,5,1,0,1,0,58
True,5,3,7,0,0,0,0,0,58
False,5,4,9,0,0,1,0,0,58
False,5,1,9,5,0,1,0,0,59
False,5,2,0,0,0,1,1,0,59
False,5,3,0,5,1,0,0,1,59
True,5,4,7,1,0,0,0,0,59
False,5,1,0,1,0,1,1,0,60
True,5,2,7,5,0,0,0,0,60
False,5,3,9,5,1,0,0,0,60
False,5,4,0,0,0,1,0,1,60
True,6,1,7,5,1,0,0,0,61
False,6,2,0,1,0,1,0,1,61
False,6,3,0,0,0,0,1,0,61
False,6,4,9,0,0,0,0,0,61
False,6,1,0,5,0,1,1,0,62
False,6,2,0,5,0,0,0,1,62
True,6,3,9,1,1,0,0,0,62
False,6,4,7,0,0,1,0,0,62
False,6,1,0,1,0,0,0,1,63
False,6,2,7,0,0,0,0,0,63
True,6,3,9,0,1,0,0,0,63
False,6,4,0,5,0,1,1,0,63
True,6,1,9,1,1,0,0,0,64
False,6,2,7,1,0,1,0,0,64
False,6,3,0,0,0,1,1,0,64
False,6,4,0,5,0,0,0,1,64
False,6,1,0,5,0,0,1,0,65
True,6,2,7,0,1,0,0,0,65
False,6,3,0,1,0,1,0,1,65
False,6,4,9,0,0,0,0,0,65
False,6,1,0,5,1,0,0,1,66
True,6,2,7,1,0,1,0,0,66
False,6,3,0,0,0,0,1,0,66
False,6,4,9,1,0,0,0,0,66
False,6,1,7,1,0,0,0,0,67
True,6,2,9,0,0,1,0,0,67
False,6,3,0,5,0,0,1,0,67
False,6,4,0,1,1,0,0,1,67
True,6,1,9,0,0,1,0,0,68
False,6,2,7,0,0,0,0,0,68
False,6,3,0,1,0,1,0,1,68
False,6,4,0,5,1,0,1,0,68
False,6,1,0,0,1,0,0,1,69
False,6,2,0,1,0,0,1,0,69
False,6,3,9,1,0,0,0,0,69
True,6,4,9,5,0,1,0,0,69
True,6,1,9,0,0,1,0,0,70
False,6,2,7,5,0,0,0,0,70
False,6,3,0,1,1,0,0,1,70
False,6,4,0,0,0,0,1,0,70
False,6,1,0,1,0,1,0,1,71
False,6,2,9,0,0,1,0,0,71
False,6,3,0,0,0,0,1,0,71
True,6,4,7,5,1,0,0,0,71
False,6,1,0,5,0,1,0,1,72
True,6,2,9,0,0,1,0,0,72
False,6,3,7,1,0,0,0,0,72
False,6,4,0,0,0,0,1,0,72
False,7,1,9,5,0,0,0,0,73
False,7,2,0,0,0,1,0,1,73
False,7,3,0,1,1,0,1,0,73
True,7,4,7,5,0,1,0,0,73
False,7,1,0,0,0,1,0,1,74
False,7,2,0,5,0,0,1,0,74
False,7,3,9,5,0,0,0,0,74
True,7,4,7,1,0,1,0,0,74
False,7,1,0,1,0,1,1,0,75
False,7,2,9,5,1,0,0,0,75
True,7,3,0,5,0,1,0,1,75
False,7,4,7,0,0,0,0,0,75
False,7,1,9,0,0,1,0,0,76
False,7,2,0,1,0,0,0,1,76
True,7,3,0,1,0,1,1,0,76
False,7,4,7,5,0,0,0,0,76
False,7,1,0,5,0,0,0,1,77
False,7,2,0,0,0,0,1,0,77
False,7,3,9,1,0,1,0,0,77
True,7,4,7,1,0,1,0,0,77
False,7,1,7,5,0,0,0,0,78
True,7,2,0,1,0,1,1,0,78
False,7,3,0,0,0,1,0,1,78
False,7,4,9,1,0,0,0,0,78
False,7,1,9,5,0,0,0,0,79
False,7,2,0,1,0,0,1,0,79
True,7,3,7,5,0,1,0,0,79
False,7,4,0,0,1,0,0,1,79
False,7,1,9,5,0,0,0,0,80
False,7,2,7,0,0,0,0,0,80
False,7,3,0,0,0,1,1,0,80
True,7,4,0,1,0,1,0,1,80
False,7,1,0,0,0,1,0,1,81
False,7,2,9,1,1,0,0,0,81
False,7,3,7,5,0,0,0,0,81
True,7,4,0,5,0,1,1,0,81
False,7,1,7,0,0,1,0,0,82
True,7,2,0,5,0,1,1,0,82
False,7,3,9,1,1,0,0,0,82
False,7,4,0,1,0,0,0,1,82
False,7,1,0,5,1,0,1,0,83
True,7,2,9,1,0,1,0,0,83
False,7,3,7,0,0,0,0,0,83
False,7,4,0,0,0,1,0,1,83
False,7,1,0,1,0,1,1,0,84
True,7,2,9,5,0,1,0,0,84
False,7,3,7,0,1,0,0,0,84
False,7,4,0,1,0,1,0,1,84
False,8,1,9,0,0,0,0,0,85
True,8,2,0,0,0,1,0,1,85
False,8,3,0,1,1,0,1,0,85
False,8,4,7,5,0,1,0,0,85
False,8,1,0,0,0,0,1,0,86
True,8,2,7,5,0,0,0,0,86
False,8,3,0,0,1,0,0,1,86
False,8,4,9,1,0,1,0,0,86
False,8,1,0,1,0,0,1,0,87
True,8,2,9,5,0,1,0,0,87
False,8,3,0,5,0,1,0,1,87
False,8,4,7,0,0,0,0,0,87
False,8,1,9,0,1,0,0,0,88
True,8,2,7,5,0,0,0,0,88
False,8,3,0,1,0,1,0,1,88
False,8,4,0,1,0,0,1,0,88
False,8,1,0,0,1,0,1,0,89
True,8,2,7,1,0,0,0,0,89
False,8,3,9,5,0,1,0,0,89
False,8,4,0,5,0,1,0,1,89
False,8,1,9,5,0,1,0,0,90
False,8,2,0,0,0,0,0,1,90
True,8,3,7,1,0,0,0,0,90
False,8,4,0,0,1,0,1,0,90
True,8,1,7,0,0,0,0,0,91
False,8,2,0,0,0,1,1,0,91
False,8,3,0,5,0,1,0,1,91
False,8,4,9,1,0,0,0,0,91
True,8,1,7,5,1,0,0,0,92
False,8,2,0,1,0,0,0,1,92
False,8,3,0,5,0,0,1,0,92
False,8,4,9,0,0,1,0,0,92
False,8,1,0,0,0,1,0,1,93
False,8,2,0,1,0,0,1,0,93
False,8,3,9,0,0,1,0,0,93
True,8,4,7,5,1,0,0,0,93
False,8,1,0,5,0,0,0,1,94
False,8,2,0,1,0,0,1,0,94
False,8,3,9,5,1,0,0,0,94
True,8,4,7,0,0,1,0,0,94
False,8,1,9,5,0,1,0,0,95
False,8,2,0,0,0,1,1,0,95
False,8,3,0,5,1,0,0,1,95
True,8,4,7,1,0,0,0,0,95
False,8,1,9,1,0,1,0,0,96
True,8,2,7,0,1,0,0,0,96
False,8,3,0,5,0,1,1,0,96
False,8,4,0,0,0,0,0,1,96
False,9,1,0,5,0,1,1,0,97
False,9,2,9,0,1,0,0,0,97
True,9,3,0,1,0,1,0,1,97
False,9,4,7,5,0,0,0,0,97
True,9,1,0,5,1,0,0,1,98
False,9,2,7,1,0,0,0,0,98
False,9,3,0,0,0,0,1,0,98
False,9,4,9,1,0,0,0,0,98
False,9,1,0,1,0,0,1,0,99
True,9,2,7,5,0,1,0,0,99
False,9,3,0,0,0,0,1,0,99
False,9,4,0,1,0,0,0,1,99
False,9,1,9,0,0,1,0,0,100
False,9,2,7,0,0,0,0,0,100
False,9,3,0,1,0,1,0,1,100
True,9,4,0,5,1,0,1,0,100
True,9,1,7,5,1,0,0,0,101
False,9,2,0,1,0,1,0,1,101
False,9,3,0,0,0,0,1,0,101
False,9,4,9,0,0,0,0,0,101
False,9,1,0,5,0,1,1,0,102
True,9,2,0,5,0,0,0,1,102
False,9,3,9,1,1,0,0,0,102
False,9,4,7,0,0,1,0,0,102
False,9,1,0,1,0,0,0,1,103
False,9,2,7,0,0,0,0,0,103
False,9,3,9,0,1,0,0,0,103
True,9,4,0,5,0,1,1,0,103
False,9,1,9,1,1,0,0,0,104
False,9,2,7,1,0,1,0,0,104
False,9,3,0,0,0,1,1,0,104
True,9,4,0,5,0,0,0,1,104
True,9,1,0,5,0,0,1,0,105
False,9,2,7,0,1,0,0,0,105
False,9,3,0,1,0,1,0,1,105
False,9,4,9,0,0,0,0,0,105
True,9,1,0,5,1,0,0,1,106
False,9,2,7,1,0,1,0,0,106
False,9,3,0,0,0,0,1,0,106
False,9,4,9,1,0,0,0,0,106
True,9,1,7,1,0,0,0,0,107
False,9,2,9,0,0,1,0,0,107
False,9,3,0,5,0,0,1,0,107
False,9,4,0,1,1,0,0,1,107
False,9,1,9,0,0,1,0,0,108
False,9,2,7,0,0,0,0,0,108
True,9,3,0,1,0,1,0,1,108
False,9,4,0,5,1,0,1,0,108
False,10,1,0,0,1,0,0,1,109
False,10,2,7,5,0,1,0,0,109
False,10,3,0,1,0,0,1,0,109
True,10,4,9,1,0,1,0,0,109
False,10,1,7,5,0,0,0,0,110
True,10,2,0,1,0,1,1,0,110
False,10,3,0,0,0,1,0,1,110
False,10,4,9,5,1,0,0,0,110
False,10,1,9,1,0,0,0,0,111
False,10,2,0,1,0,0,1,0,111
False,10,3,7,5,0,1,0,0,111
True,10,4,0,0,1,0,0,1,111
False,10,1,7,5,0,1,0,0,112
False,10,2,9,1,0,0,0,0,112
False,10,3,0,0,0,1,1,0,112
True,10,4,0,1,1,0,0,1,112
False,10,1,7,5,0,1,0,0,113
False,10,2,9,1,1,0,0,0,113
True,10,3,0,0,0,0,0,1,113
False,10,4,0,5,0,1,1,0,113
True,10,1,7,0,0,1,0,0,114
False,10,2,9,5,0,1,0,0,114
False,10,3,0,1,1,0,1,0,114
False,10,4,0,5,0,0,0,1,114
False,10,1,9,5,0,0,0,0,115
False,10,2,7,1,0,1,0,0,115
False,10,3,0,0,0,1,1,0,115
True,10,4,0,0,1,0,0,1,115
True,10,1,0,1,0,1,0,1,116
False,10,2,9,1,0,0,0,0,116
False,10,3,7,0,1,0,0,0,116
False,10,4,0,5,0,1,1,0,116
False,10,1,0,0,1,0,1,0,117
False,10,2,9,1,0,1,0,0,117
True,10,3,0,0,0,0,0,1,117
False,10,4,7,5,0,1,0,0,117
True,10,1,0,0,0,0,0,1,118
False,10,2,9,0,0,0,0,0,118
False,10,3,0,1,1,0,1,0,118
False,10,4,7,5,0,1,0,0,118
False,10,1,0,5,0,1,0,1,119
True,10,2,9,0,0,0,0,0,119
False,10,3,0,1,0,0,1,0,119
False,10,4,7,5,1,0,0,0,119
False,10,1,9,0,0,1,0,0,120
True,10,2,7,1,0,0,0,0,120
False,10,3,0,1,1,0,0,1,120
False,10,4,0,5,0,0,1,0,120
True,11,1,9,0,0,0,0,0,121
False,11,2,0,0,0,1,0,1,121
False,11,3,0,1,1,0,1,0,121
False,11,4,7,5,0,1,0,0,121
False,11,1,0,0,0,0,1,0,122
False,11,2,7,5,0,0,0,0,122
False,11,3,0,0,1,0,0,1,122
True,11,4,9,1,0,1,0,0,122
False,11,1,0,1,0,0,1,0,123
False,11,2,9,5,0,1,0,0,123
False,11,3,0,5,0,1,0,1,123
True,11,4,7,0,0,0,0,0,123
True,11,1,9,0,1,0,0,0,124
False,11,2,7,5,0,0,0,0,124
False,11,3,0,1,0,1,0,1,124
False,11,4,0,1,0,0,1,0,124
True,11,1,0,0,1,0,1,0,125
False,11,2,7,1,0,0,0,0,125
False,11,3,9,5,0,1,0,0,125
False,11,4,0,5,0,1,0,1,125
False,11,1,9,5,0,1,0,0,126
False,11,2,0,0,0,0,0,1,126
False,11,3,7,1,0,0,0,0,126
True,11,4,0,0,1,0,1,0,126
False,11,1,7,0,0,0,0,0,127
True,11,2,0,0,0,1,1,0,127
False,11,3,0,5,0,1,0,1,127
False,11,4,9,1,0,0,0,0,127
False,11,1,7,5,1,0,0,0,128
False,11,2,0,1,0,0,0,1,128
False,11,3,0,5,0,0,1,0,128
True,11,4,9,0,0,1,0,0,128
False,11,1,0,0,0,1,0,1,129
False,11,2,0,1,0,0,1,0,129
True,11,3,9,0,0,1,0,0,129
False,11,4,7,5,1,0,0,0,129
False,11,1,0,5,0,0,0,1,130
False,11,2,0,1,0,0,1,0,130
False,11,3,9,5,1,0,0,0,130
True,11,4,7,0,0,1,0,0,130
False,11,1,9,5,0,1,0,0,131
True,11,2,0,0,0,1,1,0,131
False,11,3,0,5,1,0,0,1,131
False,11,4,7,1,0,0,0,0,131
False,11,1,9,1,0,1,0,0,132
True,11,2,7,0,1,0,0,0,132
False,11,3,0,5,0,1,1,0,132
False,11,4,0,0,0,0,0,1,132
True,12,1,7,5,1,0,0,0,133
False,12,2,0,1,0,1,0,1,133
False,12,3,0,0,0,0,1,0,133
False,12,4,9,0,0,0,0,0,133
False,12,1,0,5,0,1,1,0,134
False,12,2,0,5,0,0,0,1,134
False,12,3,9,1,1,0,0,0,134
True,12,4,7,0,0,1,0,0,134
False,12,1,0,1,0,0,0,1,135
False,12,2,7,0,0,0,0,0,135
False,12,3,9,0,1,0,0,0,135
True,12,4,0,5,0,1,1,0,135
False,12,1,9,1,1,0,0,0,136
True,12,2,7,1,0,1,0,0,136
False,12,3,0,0,0,1,1,0,136
False,12,4,0,5,0,0,0,1,136
False,12,1,0,5,0,0,1,0,137
False,12,2,7,0,1,0,0,0,137
True,12,3,0,1,0,1,0,1,137
False,12,4,9,0,0,0,0,0,137
False,12,1,0,5,1,0,0,1,138
True,12,2,7,1,0,1,0,0,138
False,12,3,0,0,0,0,1,0,138
False,12,4,9,1,0,0,0,0,138
False,12,1,7,1,0,0,0,0,139
True,12,2,9,0,0,1,0,0,139
False,12,3,0,5,0,0,1,0,139
False,12,4,0,1,1,0,0,1,139
False,12,1,9,0,0,1,0,0,140
False,12,2,7,0,0,0,0,0,140
True,12,3,0,1,0,1,0,1,140
False,12,4,0,5,1,0,1,0,140
False,12,1,0,0,1,0,0,1,141
False,12,2,0,1,0,0,1,0,141
False,12,3,9,1,0,0,0,0,141
True,12,4,9,5,0,1,0,0,141
False,12,1,9,0,0,1,0,0,142
False,12,2,7,5,0,0,0,0,142
True,12,3,0,1,1,0,0,1,142
False,12,4,0,0,0,0,1,0,142
False,12,1,0,1,0,1,0,1,143
True,12,2,9,0,0,1,0,0,143
False,12,3,0,0,0,0,1,0,143
False,12,4,7,5,1,0,0,0,143
True,12,1,0,5,0,1,0,1,144
False,12,2,9,0,0,1,0,0,144
False,12,3,7,1,0,0,0,0,144
False,12,4,0,0,0,0,1,0,144
True,13,1,0,5,0,1,1,0,145
False,13,2,9,0,1,0,0,0,145
False,13,3,0,1,0,1,0,1,145
False,13,4,7,5,0,0,0,0,145
True,13,1,0,5,1,0,0,1,146
False,13,2,7,1,0,0,0,0,146
False,13,3,0,0,0,0,1,0,146
False,13,4,9,1,0,0,0,0,146
False,13,1,0,1,0,0,1,0,147
True,13,2,7,5,0,1,0,0,147
False,13,3,0,0,0,0,1,0,147
False,13,4,0,1,0,0,0,1,147
False,13,1,9,0,0,1,0,0,148
False,13,2,7,0,0,0,0,0,148
True,13,3,0,1,0,1,0,1,148
False,13,4,0,5,1,0,1,0,148
True,13,1,7,5,1,0,0,0,149
False,13,2,0,1,0,1,0,1,149
False,13,3,0,0,0,0,1,0,149
False,13,4,9,0,0,0,0,0,149
False,13,1,0,5,0,1,1,0,150
False,13,2,0,5,0,0,0,1,150
False,13,3,9,1,1,0,0,0,150
True,13,4,7,0,0,1,0,0,150
False,13,1,9,1,1,0,0,0,151
True,13,2,7,1,0,1,0,0,151
False,13,3,0,0,0,1,1,0,151
False,13,4,0,5,0,0,0,1,151
False,13,1,0,5,0,0,1,0,152
True,13,2,7,0,1,0,0,0,152
False,13,3,0,1,0,1,0,1,152
False,13,4,9,0,0,0,0,0,152
False,13,1,0,5,1,0,0,1,153
True,13,2,7,1,0,1,0,0,153
False,13,3,0,0,0,0,1,0,153
False,13,4,9,1,0,0,0,0,153
True,13,1,7,1,0,0,0,0,154
False,13,2,9,0,0,1,0,0,154
False,13,3,0,5,0,0,1,0,154
False,13,4,0,1,1,0,0,1,154
False,13,1,9,0,0,1,0,0,155
True,13,2,7,0,0,0,0,0,155
False,13,3,0,1,0,1,0,1,155
False,13,4,0,5,1,0,1,0,155
False,14,1,7,5,1,0,0,0,156
True,14,2,0,1,0,1,0,1,156
False,14,3,0,0,0,0,1,0,156
False,14,4,9,0,0,0,0,0,156
False,14,1,0,5,0,1,1,0,157
False,14,2,0,5,0,0,0,1,157
False,14,3,9,1,1,0,0,0,157
True,14,4,7,0,0,1,0,0,157
False,14,1,0,1,0,0,0,1,158
False,14,2,7,0,0,0,0,0,158
True,14,3,9,0,1,0,0,0,158
False,14,4,0,5,0,1,1,0,158
False,14,1,9,1,1,0,0,0,159
True,14,2,7,1,0,1,0,0,159
False,14,3,0,0,0,1,1,0,159
False,14,4,0,5,0,0,0,1,159
False,14,1,0,5,0,0,1,0,160
False,14,2,7,0,1,0,0,0,160
True,14,3,0,1,0,1,0,1,160
False,14,4,9,0,0,0,0,0,160
True,14,1,0,5,1,0,0,1,161
False,14,2,7,1,0,1,0,0,161
False,14,3,0,0,0,0,1,0,161
False,14,4,9,1,0,0,0,0,161
False,14,1,7,1,0,0,0,0,162
False,14,2,9,0,0,1,0,0,162
False,14,3,0,5,0,0,1,0,162
True,14,4,0,1,1,0,0,1,162
False,14,1,9,0,0,1,0,0,163
False,14,2,7,0,0,0,0,0,163
True,14,3,0,1,0,1,0,1,163
False,14,4,0,5,1,0,1,0,163
True,14,1,0,0,1,0,0,1,164
False,14,2,0,1,0,0,1,0,164
False,14,3,9,1,0,0,0,0,164
False,14,4,9,5,0,1,0,0,164
False,14,1,9,0,0,1,0,0,165
False,14,2,7,5,0,0,0,0,165
True,14,3,0,1,1,0,0,1,165
False,14,4,0,0,0,0,1,0,165
True,14,1,0,1,0,1,0,1,166
False,14,2,9,0,0,1,0,0,166
False,14,3,0,0,0,0,1,0,166
False,14,4,7,5,1,0,0,0,166
False,14,1,0,5,0,1,0,1,167
False,14,2,9,0,0,1,0,0,167
True,14,3,7,1,0,0,0,0,167
False,14,4,0,0,0,0,1,0,167
False,15,1,7,5,1,0,0,0,168
True,15,2,0,1,0,1,0,1,168
False,15,3,0,0,0,0,1,0,168
False,15,4,9,0,0,0,0,0,168
False,15,1,0,5,0,1,1,0,169
False,15,2,0,5,0,0,0,1,169
False,15,3,9,1,1,0,0,0,169
True,15,4,7,0,0,1,0,0,169
False,15,1,0,1,0,0,0,1,170
True,15,2,7,0,0,0,0,0,170
False,15,3,9,0,1,0,0,0,170
False,15,4,0,5,0,1,1,0,170
False,15,1,9,1,1,0,0,0,171
True,15,2,7,1,0,1,0,0,171
False,15,3,0,0,0,1,1,0,171
False,15,4,0,5,0,0,0,1,171
False,15,1,0,5,0,0,1,0,172
True,15,2,7,0,1,0,0,0,172
False,15,3,0,1,0,1,0,1,172
False,15,4,9,0,0,0,0,0,172
False,15,1,0,5,1,0,0,1,173
True,15,2,7,1,0,1,0,0,173
False,15,3,0,0,0,0,1,0,173
False,15,4,9,1,0,0,0,0,173
True,15,1,7,1,0,0,0,0,174
False,15,2,9,0,0,1,0,0,174
False,15,3,0,5,0,0,1,0,174
False,15,4,0,1,1,0,0,1,174
False,15,1,9,0,0,1,0,0,175
