custom_id,alt,FIRST,PURPOSE,LUGGAGE,DEST,CHOICE,MALE,GROUP,SURVEY,TICKET,AGE,ID,SP,GA,WHO,INCOME,ORIGIN,TIME,COST,HEADWAY,SEATS,AV
13,TRAIN,0,1,1,17,FALSE,1,2,0,1,2,5,1,0,1,3,21,320,52,60,0,1
14,CAR,0,1,1,17,FALSE,1,2,0,1,2,5,1,0,1,3,21,0,0,0,0,0
14,SM,0,1,1,17,TRUE,1,2,0,1,2,5,1,0,1,3,21,213,62,10,0,1
14,TRAIN,0,1,1,17,FALSE,1,2,0,1,2,5,1,0,1,3,21,269,52,120,0,1
15,CAR,0,1,1,17,FALSE,1,2,0,1,2,5,1,0,1,3,21,0,0,0,0,0
15,SM,0,1,1,17,TRUE,1,2,0,1,2,5,1,0,1,3,21,220,74,10,0,1
15,TRAIN,0,1,1,17,FALSE,1,2,0,1,2,5,1,0,1,3,21,243,70,120,0,1
16,CAR,0,1,1,17,FALSE,1,2,0,1,2,5,1,0,1,3,21,0,0,0,0,0
16,SM,0,1,1,17,TRUE,1,2,0,1,2,5,1,0,1,3,21,220,57,30,0,1
16,TRAIN,0,1,1,17,FALSE,1,2,0,1,2,5,1,0,1,3,21,243,52,30,0,1
17,CAR,0,1,1,17,FALSE,1,2,0,1,2,5,1,0,1,3,21,0,0,0,0,0
17,SM,0,1,1,17,TRUE,1,2,0,1,2,5,1,0,1,3,21,213,64,10,0,1
17,TRAIN,0,1,1,17,FALSE,1,2,0,1,2,5,1,0,1,3,21,320,58,60,0,1
18,CAR,0,1,1,17,FALSE,0,2,0,1,3,6,1,0,1,3,9,70,35,0,0,1
18,SM,0,1,1,17,TRUE,0,2,0,1,3,6,1,0,1,3,9,46,38,30,1,1
18,TRAIN,0,1,1,17,FALSE,0,2,0,1,3,6,1,0,1,3,9,116,35,120,0,1
19,CAR,0,1,1,17,FALSE,0,2,0,1,3,6,1,0,1,3,9,91,28,0,0,1
19,SM,0,1,1,17,TRUE,0,2,0,1,3,6,1,0,1,3,9,49,29,30,0,1
19,TRAIN,0,1,1,17,FALSE,0,2,0,1,3,6,1,0,1,3,9,95,26,120,0,1
20,CAR,0,1,1,17,FALSE,0,2,0,1,3,6,1,0,1,3,9,56,28,0,0,1
20,SM,0,1,1,17,TRUE,0,2,0,1,3,6,1,0,1,3,9,53,32,20,1,1
20,TRAIN,0,1,1,17,FALSE,0,2,0,1,3,6,1,0,1,3,9,116,26,120,0,1
21,CAR,0,1,1,17,FALSE,0,2,0,1,3,6,1,0,1,3,9,91,45,0,0,1
21,SM,0,1,1,17,TRUE,0,2,0,1,3,6,1,0,1,3,9,53,32,10,0,1
21,TRAIN,0,1,1,17,FALSE,0,2,0,1,3,6,1,0,1,3,9,102,26,60,0,1
22,CAR,0,1,1,17,FALSE,0,2,0,1,3,6,1,0,1,3,9,56,45,0,0,1
22,SM,0,1,1,17,TRUE,0,2,0,1,3,6,1,0,1,3,9,53,32,30,0,1
22,TRAIN,0,1,1,17,FALSE,0,2,0,1,3,6,1,0,1,3,9,102,29,120,0,1
23,CAR,0,1,1,17,FALSE,0,2,0,1,3,6,1,0,1,3,9,91,35,0,0,1
23,SM,0,1,1,17,TRUE,0,2,0,1,3,6,1,0,1,3,9,53,32,20,1,1
23,TRAIN,0,1,1,17,FALSE,0,2,0,1,3,6,1,0,1,3,9,95,29,60,0,1
24,CAR,0,1,1,17,FALSE,0,2,0,1,3,6,1,0,1,3,9,70,28,0,0,1
24,SM,0,1,1,17,TRUE,0,2,0,1,3,6,1,0,1,3,9,49,40,10,1,1
24,TRAIN,0,1,1,17,FALSE,0,2,0,1,3,6,1,0,1,3,9,95,35,60,0,1
25,CAR,0,1,1,17,FALSE,0,2,0,1,3,6,1,0,1,3,9,70,45,0,0,1
25,SM,0,1,1,17,TRUE,0,2,0,1,3,6,1,0,1,3,9,46,35,20,0,1
25,TRAIN,0,1,1,17,FALSE,0,2,0,1,3,6,1,0,1,3,9,95,29,120,0,1
26,CAR,0,1,1,17,FALSE,0,2,0,1,3,6,1,0,1,3,9,70,45,0,0,1
26,SM,0,1,1,17,TRUE,0,2,0,1,3,6,1,0,1,3,9,53,46,20,1,1
26,TRAIN,0,1,1,17,FALSE,0,2,0,1,3,6,1,0,1,3,9,102,35,30,0,1
27,CAR,0,1,1,17,FALSE,1,2,0,1,4,8,1,0,1,3,1,130,30,0,0,1
27,SM,0,1,1,17,TRUE,1,2,0,1,4,8,1,0,1,3,1,56,34,20,0,1
27,TRAIN,0,1,1,17,FALSE,1,2,0,1,4,8,1,0,1,3,1,109,26,120,0,1
28,CAR,0,1,1,17,FALSE,1,2,0,1,4,8,1,0,1,3,1,130,39,0,0,1
28,SM,0,1,1,17,TRUE,1,2,0,1,4,8,1,0,1,3,1,53,32,10,0,1
28,TRAIN,0,1,1,17,FALSE,1,2,0,1,4,8,1,0,1,3,1,100,26,30,0,1
29,CAR,0,1,1,17,FALSE,1,2,0,1,4,8,1,0,1,3,1,130,24,0,0,1
29,SM,0,1,1,17,TRUE,1,2,0,1,4,8,1,0,1,3,1,60,40,30,0,1
29,TRAIN,0,1,1,17,FALSE,1,2,0,1,4,8,1,0,1,3,1,126,26,60,0,1
30,CAR,0,1,1,17,TRUE,1,2,0,1,4,8,1,0,1,3,1,80,24,0,0,1
30,SM,0,1,1,17,FALSE,1,2,0,1,4,8,1,0,1,3,1,56,35,20,0,1
30,TRAIN,0,1,1,17,FALSE,1,2,0,1,4,8,1,0,1,3,1,100,22,30,0,1
31,CAR,0,1,1,17,FALSE,1,2,0,1,4,8,1,0,1,3,1,100,39,0,0,1
31,SM,0,1,1,17,TRUE,1,2,0,1,4,8,1,0,1,3,1,56,24,20,0,1
31,TRAIN,0,1,1,17,FALSE,1,2,0,1,4,8,1,0,1,3,1,126,20,60,0,1
32,CAR,0,1,1,17,TRUE,1,2,0,1,4,8,1,0,1,3,1,100,24,0,0,1
32,SM,0,1,1,17,FALSE,1,2,0,1,4,8,1,0,1,3,1,53,32,10,0,1
32,TRAIN,0,1,1,17,FALSE,1,2,0,1,4,8,1,0,1,3,1,109,20,120,0,1
33,CAR,0,1,1,17,TRUE,1,2,0,1,4,8,1,0,1,3,1,80,30,0,0,1
33,SM,0,1,1,17,FALSE,1,2,0,1,4,8,1,0,1,3,1,60,40,10,0,1
33,TRAIN,0,1,1,17,FALSE,1,2,0,1,4,8,1,0,1,3,1,100,26,120,0,1
34,CAR,0,1,1,17,FALSE,1,2,0,1,4,8,1,0,1,3,1,100,30,0,0,1
34,SM,0,1,1,17,TRUE,1,2,0,1,4,8,1,0,1,3,1,60,26,30,0,1
34,TRAIN,0,1,1,17,FALSE,1,2,0,1,4,8,1,0,1,3,1,100,20,30,0,1
35,CAR,0,1,1,17,FALSE,1,2,0,1,4,8,1,0,1,3,1,80,30,0,0,1
35,SM,0,1,1,17,TRUE,1,2,0,1,4,8,1,0,1,3,1,53,28,10,0,1
35,TRAIN,0,1,1,17,FALSE,1,2,0,1,4,8,1,0,1,3,1,126,22,60,0,1
36,CAR,0,1,1,1,FALSE,1,2,0,1,2,9,1,0,1,2,17,60,32,0,0,1
36,SM,0,1,1,1,TRUE,1,2,0,1,2,9,1,0,1,2,17,53,28,10,0,1
36,TRAIN,0,1,1,1,FALSE,1,2,0,1,2,9,1,0,1,2,17,116,24,30,0,1
37,CAR,0,1,1,1,FALSE,1,2,0,1,2,9,1,0,1,2,17,78,40,0,0,1
37,SM,0,1,1,1,TRUE,1,2,0,1,2,9,1,0,1,2,17,46,32,20,0,1
37,TRAIN,0,1,1,1,FALSE,1,2,0,1,2,9,1,0,1,2,17,116,22,30,0,1
38,CAR,0,1,1,1,FALSE,1,2,0,1,2,9,1,0,1,2,17,78,52,0,0,1
38,SM,0,1,1,1,TRUE,1,2,0,1,2,9,1,0,1,2,17,49,36,10,1,1
38,TRAIN,0,1,1,1,FALSE,1,2,0,1,2,9,1,0,1,2,17,116,24,120,0,1
39,CAR,0,1,1,1,FALSE,1,2,0,1,2,9,1,0,1,2,17,48,52,0,0,1
39,SM,0,1,1,1,TRUE,1,2,0,1,2,9,1,0,1,2,17,46,32,30,1,1
39,TRAIN,0,1,1,1,FALSE,1,2,0,1,2,9,1,0,1,2,17,95,22,60,0,1
40,CAR,0,1,1,1,FALSE,1,2,0,1,2,9,1,0,1,2,17,78,32,0,0,1
40,SM,0,1,1,1,TRUE,1,2,0,1,2,9,1,0,1,2,17,46,29,30,1,1
40,TRAIN,0,1,1,1,FALSE,1,2,0,1,2,9,1,0,1,2,17,102,24,30,0,1
41,CAR,0,1,1,1,FALSE,1,2,0,1,2,9,1,0,1,2,17,48,32,0,0,1
41,SM,0,1,1,1,TRUE,1,2,0,1,2,9,1,0,1,2,17,46,32,20,0,1
41,TRAIN,0,1,1,1,FALSE,1,2,0,1,2,9,1,0,1,2,17,102,29,60,0,1
42,CAR,0,1,1,1,FALSE,1,2,0,1,2,9,1,0,1,2,17,48,40,0,0,1
42,SM,0,1,1,1,TRUE,1,2,0,1,2,9,1,0,1,2,17,49,25,10,1,1
42,TRAIN,0,1,1,1,FALSE,1,2,0,1,2,9,1,0,1,2,17,102,22,30,0,1
43,CAR,0,1,1,1,FALSE,1,2,0,1,2,9,1,0,1,2,17,60,40,0,0,1
43,SM,0,1,1,1,TRUE,1,2,0,1,2,9,1,0,1,2,17,49,36,30,0,1
43,TRAIN,0,1,1,1,FALSE,1,2,0,1,2,9,1,0,1,2,17,102,24,60,0,1
44,CAR,0,1,1,1,FALSE,1,2,0,1,2,9,1,0,1,2,17,48,52,0,0,1
44,SM,0,1,1,1,TRUE,1,2,0,1,2,9,1,0,1,2,17,49,35,30,0,1
44,TRAIN,0,1,1,1,FALSE,1,2,0,1,2,9,1,0,1,2,17,116,29,30,0,1
45,CAR,0,1,1,1,FALSE,0,2,0,1,2,10,1,0,3,1,2,0,0,0,0,0
45,SM,0,1,1,1,TRUE,0,2,0,1,2,10,1,0,3,1,2,59,46,30,1,1
45,TRAIN,0,1,1,1,FALSE,0,2,0,1,2,10,1,0,3,1,2,131,42,120,0,1
46,CAR,0,1,1,1,FALSE,0,2,0,1,2,10,1,0,3,1,2,0,0,0,0,0
46,SM,0,1,1,1,FALSE,0,2,0,1,2,10,1,0,3,1,2,62,38,30,0,1
46,TRAIN,0,1,1,1,TRUE,0,2,0,1,2,10,1,0,3,1,2,110,31,120,0,1
47,CAR,0,1,1,1,FALSE,0,2,0,1,2,10,1,0,3,1,2,0,0,0,0,0
47,SM,0,1,1,1,TRUE,0,2,0,1,2,10,1,0,3,1,2,66,40,20,1,1
47,TRAIN,0,1,1,1,FALSE,0,2,0,1,2,10,1,0,3,1,2,131,31,120,0,1
48,CAR,0,1,1,1,FALSE,0,2,0,1,2,10,1,0,3,1,2,0,0,0,0,0
48,SM,0,1,1,1,TRUE,0,2,0,1,2,10,1,0,3,1,2,66,40,10,0,1
48,TRAIN,0,1,1,1,FALSE,0,2,0,1,2,10,1,0,3,1,2,117,31,60,0,1
49,CAR,0,1,1,1,FALSE,0,2,0,1,2,10,1,0,3,1,2,0,0,0,0,0
49,SM,0,1,1,1,TRUE,0,2,0,1,2,10,1,0,3,1,2,66,42,30,0,1
49,TRAIN,0,1,1,1,FALSE,0,2,0,1,2,10,1,0,3,1,2,117,35,120,0,1
50,CAR,0,1,1,1,FALSE,0,2,0,1,2,10,1,0,3,1,2,0,0,0,0,0
50,SM,0,1,1,1,TRUE,0,2,0,1,2,10,1,0,3,1,2,66,42,20,1,1
50,TRAIN,0,1,1,1,FALSE,0,2,0,1,2,10,1,0,3,1,2,110,35,60,0,1
51,CAR,0,1,1,1,FALSE,0,2,0,1,2,10,1,0,3,1,2,0,0,0,0,0
51,SM,0,1,1,1,TRUE,0,2,0,1,2,10,1,0,3,1,2,62,49,10,1,1
51,TRAIN,0,1,1,1,FALSE,0,2,0,1,2,10,1,0,3,1,2,110,42,60,0,1
52,CAR,0,1,1,1,FALSE,0,2,0,1,2,10,1,0,3,1,2,0,0,0,0,0
52,SM,0,1,1,1,TRUE,0,2,0,1,2,10,1,0,3,1,2,59,43,20,0,1
52,TRAIN,0,1,1,1,FALSE,0,2,0,1,2,10,1,0,3,1,2,110,35,120,0,1
53,CAR,0,1,1,1,FALSE,0,2,0,1,2,10,1,0,3,1,2,0,0,0,0,0
53,SM,0,1,1,1,FALSE,0,2,0,1,2,10,1,0,3,1,2,66,56,20,1,1
53,TRAIN,0,1,1,1,TRUE,0,2,0,1,2,10,1,0,3,1,2,117,42,30,0,1
54,CAR,0,1,1,2,FALSE,0,2,0,1,3,12,1,0,3,2,1,0,0,0,0,0
54,SM,0,1,1,2,TRUE,0,2,0,1,3,12,1,0,3,2,1,66,42,10,0,1
54,TRAIN,0,1,1,2,FALSE,0,2,0,1,3,12,1,0,3,2,1,131,36,30,0,1
55,CAR,0,1,1,2,FALSE,0,2,0,1,3,12,1,0,3,2,1,0,0,0,0,0
55,SM,0,1,1,2,TRUE,0,2,0,1,3,12,1,0,3,2,1,62,50,10,1,1
55,TRAIN,0,1,1,2,FALSE,0,2,0,1,3,12,1,0,3,2,1,131,36,120,0,1
56,CAR,0,1,1,2,FALSE,0,2,0,1,3,12,1,0,3,2,1,0,0,0,0,0
56,SM,0,1,1,2,TRUE,0,2,0,1,3,12,1,0,3,2,1,59,48,20,0,1
56,TRAIN,0,1,1,2,FALSE,0,2,0,1,3,12,1,0,3,2,1,131,32,30,0,1
57,CAR,0,1,1,2,FALSE,0,2,0,1,3,12,1,0,3,2,1,0,0,0,0,0
57,SM,0,1,1,2,TRUE,0,2,0,1,3,12,1,0,3,2,1,59,48,30,1,1
57,TRAIN,0,1,1,2,FALSE,0,2,0,1,3,12,1,0,3,2,1,110,32,60,0,1
58,CAR,0,1,1,2,FALSE,0,2,0,1,3,12,1,0,3,2,1,0,0,0,0,0
58,SM,0,1,1,2,TRUE,0,2,0,1,3,12,1,0,3,2,1,59,45,30,1,1
58,TRAIN,0,1,1,2,FALSE,0,2,0,1,3,12,1,0,3,2,1,117,36,30,0,1
59,CAR,0,1,1,2,FALSE,0,2,0,1,3,12,1,0,3,2,1,0,0,0,0,0
59,SM,0,1,1,2,TRUE,0,2,0,1,3,12,1,0,3,2,1,62,38,10,1,1
59,TRAIN,0,1,1,2,FALSE,0,2,0,1,3,12,1,0,3,2,1,117,32,30,0,1
60,CAR,0,1,1,2,FALSE,0,2,0,1,3,12,1,0,3,2,1,0,0,0,0,0
60,SM,0,1,1,2,TRUE,0,2,0,1,3,12,1,0,3,2,1,59,48,20,0,1
60,TRAIN,0,1,1,2,FALSE,0,2,0,1,3,12,1,0,3,2,1,117,43,60,0,1
61,CAR,0,1,1,2,FALSE,0,2,0,1,3,12,1,0,3,2,1,0,0,0,0,0
61,SM,0,1,1,2,TRUE,0,2,0,1,3,12,1,0,3,2,1,62,49,30,0,1
61,TRAIN,0,1,1,2,FALSE,0,2,0,1,3,12,1,0,3,2,1,131,43,30,0,1
62,CAR,0,1,1,2,FALSE,0,2,0,1,3,12,1,0,3,2,1,0,0,0,0,0
62,SM,0,1,1,2,TRUE,0,2,0,1,3,12,1,0,3,2,1,62,50,30,0,1
62,TRAIN,0,1,1,2,FALSE,0,2,0,1,3,12,1,0,3,2,1,117,36,60,0,1
63,CAR,0,1,1,17,FALSE,1,2,0,1,3,13,1,0,3,1,1,0,0,0,0,0
63,SM,0,1,1,17,TRUE,1,2,0,1,3,13,1,0,3,1,1,86,40,30,1,1
63,TRAIN,0,1,1,17,FALSE,1,2,0,1,3,13,1,0,3,1,1,168,37,120,0,1
64,CAR,0,1,1,17,FALSE,1,2,0,1,3,13,1,0,3,1,1,0,0,0,0,0
64,SM,0,1,1,17,TRUE,1,2,0,1,3,13,1,0,3,1,1,89,32,30,0,1
64,TRAIN,0,1,1,17,FALSE,1,2,0,1,3,13,1,0,3,1,1,129,28,120,0,1
65,CAR,0,1,1,17,FALSE,1,2,0,1,3,13,1,0,3,1,1,0,0,0,0,0
65,SM,0,1,1,17,TRUE,1,2,0,1,3,13,1,0,3,1,1,93,32,20,1,1
65,TRAIN,0,1,1,17,FALSE,1,2,0,1,3,13,1,0,3,1,1,168,28,120,0,1
66,CAR,0,1,1,17,FALSE,1,2,0,1,3,13,1,0,3,1,1,0,0,0,0,0
66,SM,0,1,1,17,TRUE,1,2,0,1,3,13,1,0,3,1,1,93,32,10,0,1
66,TRAIN,0,1,1,17,FALSE,1,2,0,1,3,13,1,0,3,1,1,142,28,60,0,1
67,CAR,0,1,1,17,FALSE,1,2,0,1,3,13,1,0,3,1,1,0,0,0,0,0
67,SM,0,1,1,17,TRUE,1,2,0,1,3,13,1,0,3,1,1,93,34,30,0,1
67,TRAIN,0,1,1,17,FALSE,1,2,0,1,3,13,1,0,3,1,1,142,31,120,0,1
68,CAR,0,1,1,17,FALSE,1,2,0,1,3,13,1,0,3,1,1,0,0,0,0,0
68,SM,0,1,1,17,FALSE,1,2,0,1,3,13,1,0,3,1,1,93,34,20,1,1
68,TRAIN,0,1,1,17,TRUE,1,2,0,1,3,13,1,0,3,1,1,129,31,60,0,1
69,CAR,0,1,1,17,FALSE,1,2,0,1,3,13,1,0,3,1,1,0,0,0,0,0
69,SM,0,1,1,17,FALSE,1,2,0,1,3,13,1,0,3,1,1,89,42,10,1,1
69,TRAIN,0,1,1,17,TRUE,1,2,0,1,3,13,1,0,3,1,1,129,37,60,0,1
70,CAR,0,1,1,17,FALSE,1,2,0,1,3,13,1,0,3,1,1,0,0,0,0,0
70,SM,0,1,1,17,TRUE,1,2,0,1,3,13,1,0,3,1,1,86,36,20,0,1
70,TRAIN,0,1,1,17,FALSE,1,2,0,1,3,13,1,0,3,1,1,129,31,120,0,1
71,CAR,0,1,1,17,FALSE,1,2,0,1,3,13,1,0,3,1,1,0,0,0,0,0
71,SM,0,1,1,17,TRUE,1,2,0,1,3,13,1,0,3,1,1,93,46,20,1,1
71,TRAIN,0,1,1,17,FALSE,1,2,0,1,3,13,1,0,3,1,1,142,37,30,0,1
72,CAR,0,1,1,17,FALSE,1,2,0,1,3,14,1,0,3,2,1,91,100,0,0,1
72,SM,0,1,1,17,TRUE,1,2,0,1,3,14,1,0,3,2,1,77,38,20,0,1
72,TRAIN,0,1,1,17,FALSE,1,2,0,1,3,14,1,0,3,2,1,130,31,120,0,1
73,CAR,0,1,1,17,FALSE,1,2,0,1,3,14,1,0,3,2,1,91,130,0,0,1
73,SM,0,1,1,17,TRUE,1,2,0,1,3,14,1,0,3,2,1,74,36,10,0,1
73,TRAIN,0,1,1,17,FALSE,1,2,0,1,3,14,1,0,3,2,1,118,31,30,0,1
74,CAR,0,1,1,17,FALSE,1,2,0,1,3,14,1,0,3,2,1,91,80,0,0,1
74,SM,0,1,1,17,TRUE,1,2,0,1,3,14,1,0,3,2,1,81,43,30,0,1
74,TRAIN,0,1,1,17,FALSE,1,2,0,1,3,14,1,0,3,2,1,153,31,60,0,1
75,CAR,0,1,1,17,FALSE,1,2,0,1,3,14,1,0,3,2,1,56,80,0,0,1
75,SM,0,1,1,17,FALSE,1,2,0,1,3,14,1,0,3,2,1,77,38,20,0,1
75,TRAIN,0,1,1,17,TRUE,1,2,0,1,3,14,1,0,3,2,1,118,26,30,0,1
76,CAR,0,1,1,17,FALSE,1,2,0,1,3,14,1,0,3,2,1,70,130,0,0,1
76,SM,0,1,1,17,TRUE,1,2,0,1,3,14,1,0,3,2,1,77,28,20,0,1
76,TRAIN,0,1,1,17,FALSE,1,2,0,1,3,14,1,0,3,2,1,153,23,60,0,1
77,CAR,0,1,1,17,FALSE,1,2,0,1,3,14,1,0,3,2,1,70,80,0,0,1
77,SM,0,1,1,17,TRUE,1,2,0,1,3,14,1,0,3,2,1,74,35,10,0,1
77,TRAIN,0,1,1,17,FALSE,1,2,0,1,3,14,1,0,3,2,1,130,23,120,0,1
78,CAR,0,1,1,17,FALSE,1,2,0,1,3,14,1,0,3,2,1,56,100,0,0,1
78,SM,0,1,1,17,TRUE,1,2,0,1,3,14,1,0,3,2,1,81,43,10,0,1
78,TRAIN,0,1,1,17,FALSE,1,2,0,1,3,14,1,0,3,2,1,118,31,120,0,1
79,CAR,0,1,1,17,FALSE,1,2,0,1,3,14,1,0,3,2,1,70,100,0,0,1
79,SM,0,1,1,17,FALSE,1,2,0,1,3,14,1,0,3,2,1,81,29,30,0,1
79,TRAIN,0,1,1,17,TRUE,1,2,0,1,3,14,1,0,3,2,1,118,23,30,0,1
80,CAR,0,1,1,17,FALSE,1,2,0,1,3,14,1,0,3,2,1,56,100,0,0,1
80,SM,0,1,1,17,TRUE,1,2,0,1,3,14,1,0,3,2,1,74,32,10,0,1
80,TRAIN,0,1,1,17,FALSE,1,2,0,1,3,14,1,0,3,2,1,153,26,60,0,1
81,CAR,0,1,1,1,FALSE,1,2,0,1,3,15,1,0,3,2,17,0,0,0,0,0
81,SM,0,1,1,1,TRUE,1,2,0,1,3,15,1,0,3,2,17,41,31,30,1,1
81,TRAIN,0,1,1,1,FALSE,1,2,0,1,3,15,1,0,3,2,17,111,26,120,0,1
82,CAR,0,1,1,1,FALSE,1,2,0,1,3,15,1,0,3,2,17,0,0,0,0,0
82,SM,0,1,1,1,TRUE,1,2,0,1,3,15,1,0,3,2,17,48,26,20,1,1
82,TRAIN,0,1,1,1,FALSE,1,2,0,1,3,15,1,0,3,2,17,111,20,120,0,1
83,CAR,0,1,1,1,FALSE,1,2,0,1,3,15,1,0,3,2,17,0,0,0,0,0
83,SM,0,1,1,1,TRUE,1,2,0,1,3,15,1,0,3,2,17,44,24,30,0,1
83,TRAIN,0,1,1,1,FALSE,1,2,0,1,3,15,1,0,3,2,17,90,20,120,0,1
84,CAR,0,1,1,1,FALSE,1,2,0,1,3,15,1,0,3,2,17,0,0,0,0,0
84,SM,0,1,1,1,TRUE,1,2,0,1,3,15,1,0,3,2,17,48,26,10,0,1
84,TRAIN,0,1,1,1,FALSE,1,2,0,1,3,15,1,0,3,2,17,97,20,60,0,1
85,CAR,0,1,1,1,FALSE,1,2,0,1,3,15,1,0,3,2,17,0,0,0,0,0
85,SM,0,1,1,1,TRUE,1,2,0,1,3,15,1,0,3,2,17,48,26,30,0,1
85,TRAIN,0,1,1,1,FALSE,1,2,0,1,3,15,1,0,3,2,17,97,22,120,0,1
86,CAR,0,1,1,1,FALSE,1,2,0,1,3,15,1,0,3,2,17,0,0,0,0,0
86,SM,0,1,1,1,TRUE,1,2,0,1,3,15,1,0,3,2,17,48,26,20,1,1
86,TRAIN,0,1,1,1,FALSE,1,2,0,1,3,15,1,0,3,2,17,90,22,60,0,1
87,CAR,0,1,1,1,FALSE,1,2,0,1,3,15,1,0,3,2,17,0,0,0,0,0
87,SM,0,1,1,1,TRUE,1,2,0,1,3,15,1,0,3,2,17,44,32,10,1,1
87,TRAIN,0,1,1,1,FALSE,1,2,0,1,3,15,1,0,3,2,17,90,26,60,0,1
88,CAR,0,1,1,1,FALSE,1,2,0,1,3,15,1,0,3,2,17,0,0,0,0,0
88,SM,0,1,1,1,TRUE,1,2,0,1,3,15,1,0,3,2,17,41,28,20,0,1
88,TRAIN,0,1,1,1,FALSE,1,2,0,1,3,15,1,0,3,2,17,90,22,120,0,1
89,CAR,0,1,1,1,FALSE,1,2,0,1,3,15,1,0,3,2,17,0,0,0,0,0
