"choice","id","alt","pf","cl","loc","wk","tod","seas","chid"
TRUE,3,4,7,0,0,1,0,0,30
FALSE,3,1,9,5,0,1,0,0,31
FALSE,3,2,0,0,0,1,1,0,31
FALSE,3,3,0,5,1,0,0,1,31
TRUE,3,4,7,1,0,0,0,0,31
TRUE,3,1,9,1,0,1,0,0,32
FALSE,3,2,7,0,1,0,0,0,32
FALSE,3,3,0,5,0,1,1,0,32
FALSE,3,4,0,0,0,0,0,1,32
FALSE,3,1,0,0,0,0,1,0,33
TRUE,3,2,9,1,0,0,0,0,33
FALSE,3,3,0,5,0,0,0,1,33
FALSE,3,4,0,5,0,1,0,1,33
FALSE,3,1,9,5,0,1,0,0,34
FALSE,3,2,0,5,0,0,0,1,34
TRUE,3,3,7,1,0,0,0,0,34
FALSE,3,4,0,0,0,0,1,0,34
TRUE,3,1,7,1,0,0,0,0,35
FALSE,3,2,0,0,0,0,1,0,35
FALSE,3,3,0,5,1,0,0,1,35
FALSE,3,4,9,5,0,1,0,0,35
FALSE,3,1,0,0,0,0,1,0,36
FALSE,3,2,0,1,0,1,0,1,36
TRUE,3,3,7,5,0,0,0,0,36
FALSE,3,4,9,0,0,0,0,0,36
FALSE,4,1,9,0,0,0,0,0,37
TRUE,4,2,0,0,0,1,0,1,37
FALSE,4,3,0,1,1,0,1,0,37
FALSE,4,4,7,5,0,1,0,0,37
FALSE,4,1,0,0,0,0,1,0,38
FALSE,4,2,7,5,0,0,0,0,38
TRUE,4,3,0,0,1,0,0,1,38
FALSE,4,4,9,1,0,1,0,0,38
TRUE,4,1,0,1,0,0,1,0,39
FALSE,4,2,9,5,0,1,0,0,39
FALSE,4,3,0,5,0,1,0,1,39
FALSE,4,4,7,0,0,0,0,0,39
FALSE,4,1,9,0,1,0,0,0,40
FALSE,4,2,7,5,0,0,0,0,40
TRUE,4,3,0,1,0,1,0,1,40
FALSE,4,4,0,1,0,0,1,0,40
FALSE,4,1,0,0,1,0,1,0,41
FALSE,4,2,7,1,0,0,0,0,41
FALSE,4,3,9,5,0,1,0,0,41
TRUE,4,4,0,5,0,1,0,1,41
FALSE,4,1,9,5,0,1,0,0,42
FALSE,4,2,0,0,0,0,0,1,42
FALSE,4,3,7,1,0,0,0,0,42
TRUE,4,4,0,0,1,0,1,0,42
TRUE,4,1,7,0,0,0,0,0,43
FALSE,4,2,0,0,0,1,1,0,43
FALSE,4,3,0,5,0,1,0,1,43
FALSE,4,4,9,1,0,0,0,0,43
FALSE,4,1,7,5,1,0,0,0,44
FALSE,4,2,0,1,0,0,0,1,44
FALSE,4,3,0,5,0,0,1,0,44
TRUE,4,4,9,0,0,1,0,0,44
TRUE,4,1,0,0,0,1,0,1,45
FALSE,4,2,0,1,0,0,1,0,45
FALSE,4,3,9,0,0,1,0,0,45
FALSE,4,4,7,5,1,0,0,0,45
FALSE,4,1,0,5,0,0,0,1,46
FALSE,4,2,0,1,0,0,1,0,46
FALSE,4,3,9,5,1,0,0,0,46
TRUE,4,4,7,0,0,1,0,0,46
FALSE,4,1,9,5,0,1,0,0,47
FALSE,4,2,0,0,0,1,1,0,47
FALSE,4,3,0,5,1,0,0,1,47
TRUE,4,4,7,1,0,0,0,0,47
FALSE,4,1,9,1,0,1,0,0,48
TRUE,4,2,7,0,1,0,0,0,48
FALSE,4,3,0,5,0,1,1,0,48
FALSE,4,4,0,0,0,0,0,1,48
TRUE,5,1,7,5,0,1,0,0,49
FALSE,5,2,9,1,1,0,0,0,49
FALSE,5,3,0,0,0,0,0,1,49
FALSE,5,4,0,5,0,1,1,0,49
TRUE,5,1,7,0,0,1,0,0,50
FALSE,5,2,9,5,0,1,0,0,50
FALSE,5,3,0,1,1,0,1,0,50
FALSE,5,4,0,5,0,0,0,1,50
FALSE,5,1,9,5,0,0,0,0,51
TRUE,5,2,7,1,0,1,0,0,51
FALSE,5,3,0,0,0,1,1,0,51
FALSE,5,4,0,0,1,0,0,1,51
FALSE,5,1,0,1,0,1,0,1,52
FALSE,5,2,9,1,0,0,0,0,52
TRUE,5,3,7,0,1,0,0,0,52
FALSE,5,4,0,5,0,1,1,0,52
FALSE,5,1,0,0,1,0,1,0,53
FALSE,5,2,9,1,0,1,0,0,53
FALSE,5,3,0,0,0,0,0,1,53
TRUE,5,4,7,5,0,1,0,0,53
FALSE,5,1,0,0,0,0,0,1,54
FALSE,5,2,9,0,0,0,0,0,54
FALSE,5,3,0,1,1,0,1,0,54
TRUE,5,4,7,5,0,1,0,0,54
FALSE,5,1,0,5,0,1,0,1,55
FALSE,5,2,9,0,0,0,0,0,55
FALSE,5,3,0,1,0,0,1,0,55
TRUE,5,4,7,5,1,0,0,0,55
FALSE,5,1,9,0,0,1,0,0,56
TRUE,5,2,7,1,0,0,0,0,56
FALSE,5,3,0,1,1,0,0,1,56
FALSE,5,4,0,5,0,0,1,0,56
FALSE,5,1,0,5,0,1,0,1,57
FALSE,5,2,0,5,0,0,1,0,57
FALSE,5,3,9,0,0,1,0,0,57
TRUE,5,4,7,1,0,0,0,0,57
FALSE,5,1,0,1,0,1,0,1,58
FALSE,5,2,0,5,1,0,1,0,58
TRUE,5,3,7,0,0,0,0,0,58
FALSE,5,4,9,0,0,1,0,0,58
FALSE,5,1,9,5,0,1,0,0,59
FALSE,5,2,0,0,0,1,1,0,59
FALSE,5,3,0,5,1,0,0,1,59
TRUE,5,4,7,1,0,0,0,0,59
FALSE,5,1,0,1,0,1,1,0,60
TRUE,5,2,7,5,0,0,0,0,60
FALSE,5,3,9,5,1,0,0,0,60
FALSE,5,4,0,0,0,1,0,1,60
TRUE,6,1,7,5,1,0,0,0,61
FALSE,6,2,0,1,0,1,0,1,61
FALSE,6,3,0,0,0,0,1,0,61
FALSE,6,4,9,0,0,0,0,0,61
FALSE,6,1,0,5,0,1,1,0,62
FALSE,6,2,0,5,0,0,0,1,62
TRUE,6,3,9,1,1,0,0,0,62
FALSE,6,4,7,0,0,1,0,0,62
FALSE,6,1,0,1,0,0,0,1,63
FALSE,6,2,7,0,0,0,0,0,63
TRUE,6,3,9,0,1,0,0,0,63
FALSE,6,4,0,5,0,1,1,0,63
TRUE,6,1,9,1,1,0,0,0,64
FALSE,6,2,7,1,0,1,0,0,64
FALSE,6,3,0,0,0,1,1,0,64
FALSE,6,4,0,5,0,0,0,1,64
FALSE,6,1,0,5,0,0,1,0,65
TRUE,6,2,7,0,1,0,0,0,65
FALSE,6,3,0,1,0,1,0,1,65
FALSE,6,4,9,0,0,0,0,0,65
FALSE,6,1,0,5,1,0,0,1,66
TRUE,6,2,7,1,0,1,0,0,66
FALSE,6,3,0,0,0,0,1,0,66
FALSE,6,4,9,1,0,0,0,0,66
FALSE,6,1,7,1,0,0,0,0,67
TRUE,6,2,9,0,0,1,0,0,67
FALSE,6,3,0,5,0,0,1,0,67
FALSE,6,4,0,1,1,0,0,1,67
TRUE,6,1,9,0,0,1,0,0,68
FALSE,6,2,7,0,0,0,0,0,68
FALSE,6,3,0,1,0,1,0,1,68
FALSE,6,4,0,5,1,0,1,0,68
FALSE,6,1,0,0,1,0,0,1,69
FALSE,6,2,0,1,0,0,1,0,69
FALSE,6,3,9,1,0,0,0,0,69
TRUE,6,4,9,5,0,1,0,0,69
TRUE,6,1,9,0,0,1,0,0,70
FALSE,6,2,7,5,0,0,0,0,70
FALSE,6,3,0,1,1,0,0,1,70
FALSE,6,4,0,0,0,0,1,0,70
FALSE,6,1,0,1,0,1,0,1,71
FALSE,6,2,9,0,0,1,0,0,71
FALSE,6,3,0,0,0,0,1,0,71
TRUE,6,4,7,5,1,0,0,0,71
FALSE,6,1,0,5,0,1,0,1,72
TRUE,6,2,9,0,0,1,0,0,72
FALSE,6,3,7,1,0,0,0,0,72
FALSE,6,4,0,0,0,0,1,0,72
FALSE,7,1,9,5,0,0,0,0,73
FALSE,7,2,0,0,0,1,0,1,73
FALSE,7,3,0,1,1,0,1,0,73
TRUE,7,4,7,5,0,1,0,0,73
FALSE,7,1,0,0,0,1,0,1,74
FALSE,7,2,0,5,0,0,1,0,74
FALSE,7,3,9,5,0,0,0,0,74
TRUE,7,4,7,1,0,1,0,0,74
FALSE,7,1,0,1,0,1,1,0,75
FALSE,7,2,9,5,1,0,0,0,75
TRUE,7,3,0,5,0,1,0,1,75
FALSE,7,4,7,0,0,0,0,0,75
FALSE,7,1,9,0,0,1,0,0,76
FALSE,7,2,0,1,0,0,0,1,76
TRUE,7,3,0,1,0,1,1,0,76
FALSE,7,4,7,5,0,0,0,0,76
FALSE,7,1,0,5,0,0,0,1,77
FALSE,7,2,0,0,0,0,1,0,77
FALSE,7,3,9,1,0,1,0,0,77
TRUE,7,4,7,1,0,1,0,0,77
FALSE,7,1,7,5,0,0,0,0,78
TRUE,7,2,0,1,0,1,1,0,78
FALSE,7,3,0,0,0,1,0,1,78
FALSE,7,4,9,1,0,0,0,0,78
FALSE,7,1,9,5,0,0,0,0,79
FALSE,7,2,0,1,0,0,1,0,79
TRUE,7,3,7,5,0,1,0,0,79
FALSE,7,4,0,0,1,0,0,1,79
FALSE,7,1,9,5,0,0,0,0,80
FALSE,7,2,7,0,0,0,0,0,80
FALSE,7,3,0,0,0,1,1,0,80
TRUE,7,4,0,1,0,1,0,1,80
FALSE,7,1,0,0,0,1,0,1,81
FALSE,7,2,9,1,1,0,0,0,81
FALSE,7,3,7,5,0,0,0,0,81
TRUE,7,4,0,5,0,1,1,0,81
FALSE,7,1,7,0,0,1,0,0,82
TRUE,7,2,0,5,0,1,1,0,82
FALSE,7,3,9,1,1,0,0,0,82
FALSE,7,4,0,1,0,0,0,1,82
FALSE,7,1,0,5,1,0,1,0,83
TRUE,7,2,9,1,0,1,0,0,83
FALSE,7,3,7,0,0,0,0,0,83
FALSE,7,4,0,0,0,1,0,1,83
FALSE,7,1,0,1,0,1,1,0,84
TRUE,7,2,9,5,0,1,0,0,84
FALSE,7,3,7,0,1,0,0,0,84
FALSE,7,4,0,1,0,1,0,1,84
FALSE,8,1,9,0,0,0,0,0,85
TRUE,8,2,0,0,0,1,0,1,85
FALSE,8,3,0,1,1,0,1,0,85
FALSE,8,4,7,5,0,1,0,0,85
FALSE,8,1,0,0,0,0,1,0,86
TRUE,8,2,7,5,0,0,0,0,86
FALSE,8,3,0,0,1,0,0,1,86
FALSE,8,4,9,1,0,1,0,0,86
FALSE,8,1,0,1,0,0,1,0,87
TRUE,8,2,9,5,0,1,0,0,87
FALSE,8,3,0,5,0,1,0,1,87
FALSE,8,4,7,0,0,0,0,0,87
FALSE,8,1,9,0,1,0,0,0,88
TRUE,8,2,7,5,0,0,0,0,88
FALSE,8,3,0,1,0,1,0,1,88
FALSE,8,4,0,1,0,0,1,0,88
FALSE,8,1,0,0,1,0,1,0,89
TRUE,8,2,7,1,0,0,0,0,89
FALSE,8,3,9,5,0,1,0,0,89
FALSE,8,4,0,5,0,1,0,1,89
FALSE,8,1,9,5,0,1,0,0,90
FALSE,8,2,0,0,0,0,0,1,90
TRUE,8,3,7,1,0,0,0,0,90
FALSE,8,4,0,0,1,0,1,0,90
TRUE,8,1,7,0,0,0,0,0,91
FALSE,8,2,0,0,0,1,1,0,91
FALSE,8,3,0,5,0,1,0,1,91
FALSE,8,4,9,1,0,0,0,0,91
TRUE,8,1,7,5,1,0,0,0,92
FALSE,8,2,0,1,0,0,0,1,92
FALSE,8,3,0,5,0,0,1,0,92
FALSE,8,4,9,0,0,1,0,0,92
FALSE,8,1,0,0,0,1,0,1,93
FALSE,8,2,0,1,0,0,1,0,93
FALSE,8,3,9,0,0,1,0,0,93
TRUE,8,4,7,5,1,0,0,0,93
FALSE,8,1,0,5,0,0,0,1,94
FALSE,8,2,0,1,0,0,1,0,94
FALSE,8,3,9,5,1,0,0,0,94
TRUE,8,4,7,0,0,1,0,0,94
FALSE,8,1,9,5,0,1,0,0,95
FALSE,8,2,0,0,0,1,1,0,95
FALSE,8,3,0,5,1,0,0,1,95
TRUE,8,4,7,1,0,0,0,0,95
FALSE,8,1,9,1,0,1,0,0,96
TRUE,8,2,7,0,1,0,0,0,96
FALSE,8,3,0,5,0,1,1,0,96
FALSE,8,4,0,0,0,0,0,1,96
FALSE,9,1,0,5,0,1,1,0,97
FALSE,9,2,9,0,1,0,0,0,97
TRUE,9,3,0,1,0,1,0,1,97
FALSE,9,4,7,5,0,0,0,0,97
TRUE,9,1,0,5,1,0,0,1,98
FALSE,9,2,7,1,0,0,0,0,98
FALSE,9,3,0,0,0,0,1,0,98
FALSE,9,4,9,1,0,0,0,0,98
FALSE,9,1,0,1,0,0,1,0,99
TRUE,9,2,7,5,0,1,0,0,99
FALSE,9,3,0,0,0,0,1,0,99
FALSE,9,4,0,1,0,0,0,1,99
FALSE,9,1,9,0,0,1,0,0,100
FALSE,9,2,7,0,0,0,0,0,100
FALSE,9,3,0,1,0,1,0,1,100
TRUE,9,4,0,5,1,0,1,0,100
TRUE,9,1,7,5,1,0,0,0,101
FALSE,9,2,0,1,0,1,0,1,101
FALSE,9,3,0,0,0,0,1,0,101
FALSE,9,4,9,0,0,0,0,0,101
FALSE,9,1,0,5,0,1,1,0,102
TRUE,9,2,0,5,0,0,0,1,102
FALSE,9,3,9,1,1,0,0,0,102
FALSE,9,4,7,0,0,1,0,0,102
FALSE,9,1,0,1,0,0,0,1,103
FALSE,9,2,7,0,0,0,0,0,103
FALSE,9,3,9,0,1,0,0,0,103
TRUE,9,4,0,5,0,1,1,0,103
FALSE,9,1,9,1,1,0,0,0,104
FALSE,9,2,7,1,0,1,0,0,104
FALSE,9,3,0,0,0,1,1,0,104
TRUE,9,4,0,5,0,0,0,1,104
TRUE,9,1,0,5,0,0,1,0,105
FALSE,9,2,7,0,1,0,0,0,105
FALSE,9,3,0,1,0,1,0,1,105
FALSE,9,4,9,0,0,0,0,0,105
TRUE,9,1,0,5,1,0,0,1,106
FALSE,9,2,7,1,0,1,0,0,106
FALSE,9,3,0,0,0,0,1,0,106
FALSE,9,4,9,1,0,0,0,0,106
TRUE,9,1,7,1,0,0,0,0,107
FALSE,9,2,9,0,0,1,0,0,107
FALSE,9,3,0,5,0,0,1,0,107
FALSE,9,4,0,1,1,0,0,1,107
FALSE,9,1,9,0,0,1,0,0,108
FALSE,9,2,7,0,0,0,0,0,108
TRUE,9,3,0,1,0,1,0,1,108
FALSE,9,4,0,5,1,0,1,0,108
FALSE,10,1,0,0,1,0,0,1,109
FALSE,10,2,7,5,0,1,0,0,109
FALSE,10,3,0,1,0,0,1,0,109
TRUE,10,4,9,1,0,1,0,0,109
FALSE,10,1,7,5,0,0,0,0,110
TRUE,10,2,0,1,0,1,1,0,110
FALSE,10,3,0,0,0,1,0,1,110
FALSE,10,4,9,5,1,0,0,0,110
FALSE,10,1,9,1,0,0,0,0,111
FALSE,10,2,0,1,0,0,1,0,111
FALSE,10,3,7,5,0,1,0,0,111
TRUE,10,4,0,0,1,0,0,1,111
FALSE,10,1,7,5,0,1,0,0,112
FALSE,10,2,9,1,0,0,0,0,112
FALSE,10,3,0,0,0,1,1,0,112
TRUE,10,4,0,1,1,0,0,1,112
FALSE,10,1,7,5,0,1,0,0,113
FALSE,10,2,9,1,1,0,0,0,113
TRUE,10,3,0,0,0,0,0,1,113
FALSE,10,4,0,5,0,1,1,0,113
TRUE,10,1,7,0,0,1,0,0,114
FALSE,10,2,9,5,0,1,0,0,114
FALSE,10,3,0,1,1,0,1,0,114
FALSE,10,4,0,5,0,0,0,1,114
FALSE,10,1,9,5,0,0,0,0,115
FALSE,10,2,7,1,0,1,0,0,115
FALSE,10,3,0,0,0,1,1,0,115
TRUE,10,4,0,0,1,0,0,1,115
TRUE,10,1,0,1,0,1,0,1,116
FALSE,10,2,9,1,0,0,0,0,116
FALSE,10,3,7,0,1,0,0,0,116
FALSE,10,4,0,5,0,1,1,0,116
FALSE,10,1,0,0,1,0,1,0,117
FALSE,10,2,9,1,0,1,0,0,117
TRUE,10,3,0,0,0,0,0,1,117
FALSE,10,4,7,5,0,1,0,0,117
TRUE,10,1,0,0,0,0,0,1,118
FALSE,10,2,9,0,0,0,0,0,118
FALSE,10,3,0,1,1,0,1,0,118
FALSE,10,4,7,5,0,1,0,0,118
FALSE,10,1,0,5,0,1,0,1,119
TRUE,10,2,9,0,0,0,0,0,119
FALSE,10,3,0,1,0,0,1,0,119
FALSE,10,4,7,5,1,0,0,0,119
FALSE,10,1,9,0,0,1,0,0,120
TRUE,10,2,7,1,0,0,0,0,120
FALSE,10,3,0,1,1,0,0,1,120
FALSE,10,4,0,5,0,0,1,0,120
TRUE,11,1,9,0,0,0,0,0,121
FALSE,11,2,0,0,0,1,0,1,121
FALSE,11,3,0,1,1,0,1,0,121
FALSE,11,4,7,5,0,1,0,0,121
FALSE,11,1,0,0,0,0,1,0,122
FALSE,11,2,7,5,0,0,0,0,122
FALSE,11,3,0,0,1,0,0,1,122
TRUE,11,4,9,1,0,1,0,0,122
FALSE,11,1,0,1,0,0,1,0,123
FALSE,11,2,9,5,0,1,0,0,123
FALSE,11,3,0,5,0,1,0,1,123
TRUE,11,4,7,0,0,0,0,0,123
TRUE,11,1,9,0,1,0,0,0,124
FALSE,11,2,7,5,0,0,0,0,124
FALSE,11,3,0,1,0,1,0,1,124
FALSE,11,4,0,1,0,0,1,0,124
TRUE,11,1,0,0,1,0,1,0,125
FALSE,11,2,7,1,0,0,0,0,125
FALSE,11,3,9,5,0,1,0,0,125
FALSE,11,4,0,5,0,1,0,1,125
FALSE,11,1,9,5,0,1,0,0,126
FALSE,11,2,0,0,0,0,0,1,126
FALSE,11,3,7,1,0,0,0,0,126
TRUE,11,4,0,0,1,0,1,0,126
FALSE,11,1,7,0,0,0,0,0,127
TRUE,11,2,0,0,0,1,1,0,127
FALSE,11,3,0,5,0,1,0,1,127
FALSE,11,4,9,1,0,0,0,0,127
FALSE,11,1,7,5,1,0,0,0,128
FALSE,11,2,0,1,0,0,0,1,128
FALSE,11,3,0,5,0,0,1,0,128
TRUE,11,4,9,0,0,1,0,0,128
FALSE,11,1,0,0,0,1,0,1,129
FALSE,11,2,0,1,0,0,1,0,129
TRUE,11,3,9,0,0,1,0,0,129
FALSE,11,4,7,5,1,0,0,0,129
FALSE,11,1,0,5,0,0,0,1,130
FALSE,11,2,0,1,0,0,1,0,130
FALSE,11,3,9,5,1,0,0,0,130
TRUE,11,4,7,0,0,1,0,0,130
FALSE,11,1,9,5,0,1,0,0,131
TRUE,11,2,0,0,0,1,1,0,131
FALSE,11,3,0,5,1,0,0,1,131
FALSE,11,4,7,1,0,0,0,0,131
FALSE,11,1,9,1,0,1,0,0,132
TRUE,11,2,7,0,1,0,0,0,132
FALSE,11,3,0,5,0,1,1,0,132
FALSE,11,4,0,0,0,0,0,1,132
TRUE,12,1,7,5,1,0,0,0,133
FALSE,12,2,0,1,0,1,0,1,133
FALSE,12,3,0,0,0,0,1,0,133
FALSE,12,4,9,0,0,0,0,0,133
FALSE,12,1,0,5,0,1,1,0,134
FALSE,12,2,0,5,0,0,0,1,134
FALSE,12,3,9,1,1,0,0,0,134
TRUE,12,4,7,0,0,1,0,0,134
FALSE,12,1,0,1,0,0,0,1,135
FALSE,12,2,7,0,0,0,0,0,135
FALSE,12,3,9,0,1,0,0,0,135
TRUE,12,4,0,5,0,1,1,0,135
FALSE,12,1,9,1,1,0,0,0,136
TRUE,12,2,7,1,0,1,0,0,136
FALSE,12,3,0,0,0,1,1,0,136
FALSE,12,4,0,5,0,0,0,1,136
FALSE,12,1,0,5,0,0,1,0,137
FALSE,12,2,7,0,1,0,0,0,137
TRUE,12,3,0,1,0,1,0,1,137
FALSE,12,4,9,0,0,0,0,0,137
FALSE,12,1,0,5,1,0,0,1,138
TRUE,12,2,7,1,0,1,0,0,138
FALSE,12,3,0,0,0,0,1,0,138
FALSE,12,4,9,1,0,0,0,0,138
FALSE,12,1,7,1,0,0,0,0,139
TRUE,12,2,9,0,0,1,0,0,139
FALSE,12,3,0,5,0,0,1,0,139
FALSE,12,4,0,1,1,0,0,1,139
FALSE,12,1,9,0,0,1,0,0,140
FALSE,12,2,7,0,0,0,0,0,140
TRUE,12,3,0,1,0,1,0,1,140
FALSE,12,4,0,5,1,0,1,0,140
FALSE,12,1,0,0,1,0,0,1,141
FALSE,12,2,0,1,0,0,1,0,141
FALSE,12,3,9,1,0,0,0,0,141
TRUE,12,4,9,5,0,1,0,0,141
FALSE,12,1,9,0,0,1,0,0,142
FALSE,12,2,7,5,0,0,0,0,142
TRUE,12,3,0,1,1,0,0,1,142
FALSE,12,4,0,0,0,0,1,0,142
FALSE,12,1,0,1,0,1,0,1,143
TRUE,12,2,9,0,0,1,0,0,143
FALSE,12,3,0,0,0,0,1,0,143
FALSE,12,4,7,5,1,0,0,0,143
TRUE,12,1,0,5,0,1,0,1,144
FALSE,12,2,9,0,0,1,0,0,144
FALSE,12,3,7,1,0,0,0,0,144
FALSE,12,4,0,0,0,0,1,0,144
TRUE,13,1,0,5,0,1,1,0,145
FALSE,13,2,9,0,1,0,0,0,145
FALSE,13,3,0,1,0,1,0,1,145
FALSE,13,4,7,5,0,0,0,0,145
TRUE,13,1,0,5,1,0,0,1,146
FALSE,13,2,7,1,0,0,0,0,146
FALSE,13,3,0,0,0,0,1,0,146
FALSE,13,4,9,1,0,0,0,0,146
FALSE,13,1,0,1,0,0,1,0,147
TRUE,13,2,7,5,0,1,0,0,147
FALSE,13,3,0,0,0,0,1,0,147
FALSE,13,4,0,1,0,0,0,1,147
FALSE,13,1,9,0,0,1,0,0,148
FALSE,13,2,7,0,0,0,0,0,148
TRUE,13,3,0,1,0,1,0,1,148
FALSE,13,4,0,5,1,0,1,0,148
TRUE,13,1,7,5,1,0,0,0,149
FALSE,13,2,0,1,0,1,0,1,149
FALSE,13,3,0,0,0,0,1,0,149
FALSE,13,4,9,0,0,0,0,0,149
FALSE,13,1,0,5,0,1,1,0,150
FALSE,13,2,0,5,0,0,0,1,150
FALSE,13,3,9,1,1,0,0,0,150
TRUE,13,4,7,0,0,1,0,0,150
FALSE,13,1,9,1,1,0,0,0,151
TRUE,13,2,7,1,0,1,0,0,151
FALSE,13,3,0,0,0,1,1,0,151
FALSE,13,4,0,5,0,0,0,1,151
FALSE,13,1,0,5,0,0,1,0,152
TRUE,13,2,7,0,1,0,0,0,152
