custom_id,mode_id,CHOICE,GROUP,SURVEY,SP,ID,PURPOSE,FIRST,TICKET,WHO,LUGGAGE,AGE,MALE,INCOME,GA,ORIGIN,DEST,seat_configuration,travel_time,headway,travel_cost,travel_time_hrs,headway_hrs,free_ticket,travel_cost_hundreth,single_luggage_piece,multiple_luggage_pieces,regular_class,train_survey
23,1,0,2,0,1,3,1,0,1,1,1,2,1,2,0,10,25,0.0,51,30.0,32,0.85,0.5,0,0.32,1,0,1,1
23,2,1,2,0,1,3,1,0,1,1,1,2,1,2,0,10,25,1.0,25,30.0,36,0.416666666667,0.5,0,0.36,1,0,1,1
23,3,0,2,0,1,3,1,0,1,1,1,2,1,2,0,10,25,0.0,136,0.0,40,2.26666666667,0.0,0,0.4,1,0,1,1
24,1,0,2,0,1,3,1,0,1,1,1,2,1,2,0,10,25,0.0,51,60.0,38,0.85,1.0,0,0.38,1,0,1,1
24,2,1,2,0,1,3,1,0,1,1,1,2,1,2,0,10,25,0.0,25,20.0,42,0.416666666667,0.333333333333,0,0.42,1,0,1,1
24,3,0,2,0,1,3,1,0,1,1,1,2,1,2,0,10,25,0.0,84,0.0,40,1.4,0.0,0,0.4,1,0,1,1
25,1,0,2,0,1,3,1,0,1,1,1,2,1,2,0,10,25,0.0,51,30.0,29,0.85,0.5,0,0.29,1,0,1,1
25,2,1,2,0,1,3,1,0,1,1,1,2,1,2,0,10,25,1.0,27,10.0,32,0.45,0.166666666667,0,0.32,1,0,1,1
25,3,0,2,0,1,3,1,0,1,1,1,2,1,2,0,10,25,0.0,84,0.0,50,1.4,0.0,0,0.5,1,0,1,1
26,1,0,2,0,1,3,1,0,1,1,1,2,1,2,0,10,25,0.0,51,60.0,32,0.85,1.0,0,0.32,1,0,1,1
26,2,1,2,0,1,3,1,0,1,1,1,2,1,2,0,10,25,0.0,27,30.0,40,0.45,0.5,0,0.4,1,0,1,1
26,3,0,2,0,1,3,1,0,1,1,1,2,1,2,0,10,25,0.0,105,0.0,50,1.75,0.0,0,0.5,1,0,1,1
27,1,0,2,0,1,3,1,0,1,1,1,2,1,2,0,10,25,0.0,58,30.0,38,0.966666666667,0.5,0,0.38,1,0,1,1
27,2,1,2,0,1,3,1,0,1,1,1,2,1,2,0,10,25,0.0,27,30.0,42,0.45,0.5,0,0.42,1,0,1,1
27,3,0,2,0,1,3,1,0,1,1,1,2,1,2,0,10,25,0.0,84,0.0,65,1.4,0.0,0,0.65,1,0,1,1
28,1,0,2,0,1,4,1,0,1,1,1,2,1,3,0,19,2,0.0,138,30.0,40,2.3,0.5,0,0.4,1,0,1,1
28,2,1,2,0,1,4,1,0,1,1,1,2,1,3,0,19,2,0.0,65,10.0,45,1.08333333333,0.166666666667,0,0.45,1,0,1,1
28,3,0,2,0,1,4,1,0,1,1,1,2,1,3,0,19,2,0.0,135,0.0,80,2.25,0.0,0,0.8,1,0,1,1
29,1,0,2,0,1,4,1,0,1,1,1,2,1,3,0,19,2,0.0,138,120.0,40,2.3,2.0,0,0.4,1,0,1,1
29,2,1,2,0,1,4,1,0,1,1,1,2,1,3,0,19,2,1.0,61,10.0,52,1.01666666667,0.166666666667,0,0.52,1,0,1,1
29,3,0,2,0,1,4,1,0,1,1,1,2,1,3,0,19,2,0.0,175,0.0,130,2.91666666667,0.0,0,1.3,1,0,1,1
30,1,0,2,0,1,4,1,0,1,1,1,2,1,3,0,19,2,0.0,138,30.0,36,2.3,0.5,0,0.36,1,0,1,1
30,2,1,2,0,1,4,1,0,1,1,1,2,1,3,0,19,2,0.0,58,20.0,49,0.966666666667,0.333333333333,0,0.49,1,0,1,1
30,3,0,2,0,1,4,1,0,1,1,1,2,1,3,0,19,2,0.0,175,0.0,100,2.91666666667,0.0,0,1.0,1,0,1,1
31,1,0,2,0,1,4,1,0,1,1,1,2,1,3,0,19,2,0.0,105,60.0,36,1.75,1.0,0,0.36,1,0,1,1
31,2,1,2,0,1,4,1,0,1,1,1,2,1,3,0,19,2,1.0,58,30.0,49,0.966666666667,0.5,0,0.49,1,0,1,1
31,3,0,2,0,1,4,1,0,1,1,1,2,1,3,0,19,2,0.0,108,0.0,130,1.8,0.0,0,1.3,1,0,1,1
32,1,0,2,0,1,4,1,0,1,1,1,2,1,3,0,19,2,0.0,116,30.0,40,1.93333333333,0.5,0,0.4,1,0,1,1
32,2,1,2,0,1,4,1,0,1,1,1,2,1,3,0,19,2,1.0,58,30.0,46,0.966666666667,0.5,0,0.46,1,0,1,1
32,3,0,2,0,1,4,1,0,1,1,1,2,1,3,0,19,2,0.0,175,0.0,80,2.91666666667,0.0,0,0.8,1,0,1,1
33,1,0,2,0,1,4,1,0,1,1,1,2,1,3,0,19,2,0.0,116,30.0,36,1.93333333333,0.5,0,0.36,1,0,1,1
33,2,1,2,0,1,4,1,0,1,1,1,2,1,3,0,19,2,1.0,61,10.0,42,1.01666666667,0.166666666667,0,0.42,1,0,1,1
33,3,0,2,0,1,4,1,0,1,1,1,2,1,3,0,19,2,0.0,108,0.0,100,1.8,0.0,0,1.0,1,0,1,1
34,1,0,2,0,1,4,1,0,1,1,1,2,1,3,0,19,2,0.0,116,60.0,48,1.93333333333,1.0,0,0.48,1,0,1,1
34,2,1,2,0,1,4,1,0,1,1,1,2,1,3,0,19,2,0.0,58,20.0,50,0.966666666667,0.333333333333,0,0.5,1,0,1,1
34,3,0,2,0,1,4,1,0,1,1,1,2,1,3,0,19,2,0.0,108,0.0,80,1.8,0.0,0,0.8,1,0,1,1
35,1,0,2,0,1,4,1,0,1,1,1,2,1,3,0,19,2,0.0,138,30.0,48,2.3,0.5,0,0.48,1,0,1,1
35,2,1,2,0,1,4,1,0,1,1,1,2,1,3,0,19,2,0.0,61,30.0,52,1.01666666667,0.5,0,0.52,1,0,1,1
35,3,0,2,0,1,4,1,0,1,1,1,2,1,3,0,19,2,0.0,108,0.0,130,1.8,0.0,0,1.3,1,0,1,1
36,1,0,2,0,1,4,1,0,1,1,1,2,1,3,0,19,2,0.0,116,60.0,40,1.93333333333,1.0,0,0.4,1,0,1,1
36,2,1,2,0,1,4,1,0,1,1,1,2,1,3,0,19,2,0.0,61,30.0,52,1.01666666667,0.5,0,0.52,1,0,1,1
36,3,0,2,0,1,4,1,0,1,1,1,2,1,3,0,19,2,0.0,135,0.0,100,2.25,0.0,0,1.0,1,0,1,1
37,1,0,2,0,1,5,1,0,1,1,1,2,1,3,0,21,17,0.0,269,120.0,70,4.48333333333,2.0,0,0.7,1,0,1,1
37,2,1,2,0,1,5,1,0,1,1,1,2,1,3,0,21,17,0.0,216,20.0,72,3.6,0.333333333333,0,0.72,1,0,1,1
38,1,0,2,0,1,5,1,0,1,1,1,2,1,3,0,21,17,0.0,243,30.0,70,4.05,0.5,0,0.7,1,0,1,1
38,2,1,2,0,1,5,1,0,1,1,1,2,1,3,0,21,17,0.0,213,10.0,70,3.55,0.166666666667,0,0.7,1,0,1,1
39,1,0,2,0,1,5,1,0,1,1,1,2,1,3,0,21,17,0.0,320,60.0,70,5.33333333333,1.0,0,0.7,1,0,1,1
39,2,1,2,0,1,5,1,0,1,1,1,2,1,3,0,21,17,0.0,220,30.0,74,3.66666666667,0.5,0,0.74,1,0,1,1
40,1,0,2,0,1,5,1,0,1,1,1,2,1,3,0,21,17,0.0,243,30.0,58,4.05,0.5,0,0.58,1,0,1,1
40,2,1,2,0,1,5,1,0,1,1,1,2,1,3,0,21,17,0.0,216,20.0,66,3.6,0.333333333333,0,0.66,1,0,1,1
41,1,0,2,0,1,5,1,0,1,1,1,2,1,3,0,21,17,0.0,320,60.0,52,5.33333333333,1.0,0,0.52,1,0,1,1
41,2,1,2,0,1,5,1,0,1,1,1,2,1,3,0,21,17,0.0,216,20.0,57,3.6,0.333333333333,0,0.57,1,0,1,1
42,1,0,2,0,1,5,1,0,1,1,1,2,1,3,0,21,17,0.0,269,120.0,52,4.48333333333,2.0,0,0.52,1,0,1,1
42,2,1,2,0,1,5,1,0,1,1,1,2,1,3,0,21,17,0.0,213,10.0,62,3.55,0.166666666667,0,0.62,1,0,1,1
43,1,0,2,0,1,5,1,0,1,1,1,2,1,3,0,21,17,0.0,243,120.0,70,4.05,2.0,0,0.7,1,0,1,1
43,2,1,2,0,1,5,1,0,1,1,1,2,1,3,0,21,17,0.0,220,10.0,74,3.66666666667,0.166666666667,0,0.74,1,0,1,1
44,1,0,2,0,1,5,1,0,1,1,1,2,1,3,0,21,17,0.0,243,30.0,52,4.05,0.5,0,0.52,1,0,1,1
44,2,1,2,0,1,5,1,0,1,1,1,2,1,3,0,21,17,0.0,220,30.0,57,3.66666666667,0.5,0,0.57,1,0,1,1
45,1,0,2,0,1,5,1,0,1,1,1,2,1,3,0,21,17,0.0,320,60.0,58,5.33333333333,1.0,0,0.58,1,0,1,1
45,2,1,2,0,1,5,1,0,1,1,1,2,1,3,0,21,17,0.0,213,10.0,64,3.55,0.166666666667,0,0.64,1,0,1,1
46,1,0,2,0,1,6,1,0,1,1,1,3,0,3,0,9,17,0.0,116,120.0,35,1.93333333333,2.0,0,0.35,1,0,1,1
46,2,1,2,0,1,6,1,0,1,1,1,3,0,3,0,9,17,1.0,46,30.0,38,0.766666666667,0.5,0,0.38,1,0,1,1
46,3,0,2,0,1,6,1,0,1,1,1,3,0,3,0,9,17,0.0,70,0.0,35,1.16666666667,0.0,0,0.35,1,0,1,1
47,1,0,2,0,1,6,1,0,1,1,1,3,0,3,0,9,17,0.0,95,120.0,26,1.58333333333,2.0,0,0.26,1,0,1,1
47,2,1,2,0,1,6,1,0,1,1,1,3,0,3,0,9,17,0.0,49,30.0,29,0.816666666667,0.5,0,0.29,1,0,1,1
47,3,0,2,0,1,6,1,0,1,1,1,3,0,3,0,9,17,0.0,91,0.0,28,1.51666666667,0.0,0,0.28,1,0,1,1
48,1,0,2,0,1,6,1,0,1,1,1,3,0,3,0,9,17,0.0,116,120.0,26,1.93333333333,2.0,0,0.26,1,0,1,1
48,2,1,2,0,1,6,1,0,1,1,1,3,0,3,0,9,17,1.0,53,20.0,32,0.883333333333,0.333333333333,0,0.32,1,0,1,1
48,3,0,2,0,1,6,1,0,1,1,1,3,0,3,0,9,17,0.0,56,0.0,28,0.933333333333,0.0,0,0.28,1,0,1,1
49,1,0,2,0,1,6,1,0,1,1,1,3,0,3,0,9,17,0.0,102,60.0,26,1.7,1.0,0,0.26,1,0,1,1
49,2,1,2,0,1,6,1,0,1,1,1,3,0,3,0,9,17,0.0,53,10.0,32,0.883333333333,0.166666666667,0,0.32,1,0,1,1
49,3,0,2,0,1,6,1,0,1,1,1,3,0,3,0,9,17,0.0,91,0.0,45,1.51666666667,0.0,0,0.45,1,0,1,1
50,1,0,2,0,1,6,1,0,1,1,1,3,0,3,0,9,17,0.0,102,120.0,29,1.7,2.0,0,0.29,1,0,1,1
50,2,1,2,0,1,6,1,0,1,1,1,3,0,3,0,9,17,0.0,53,30.0,32,0.883333333333,0.5,0,0.32,1,0,1,1
50,3,0,2,0,1,6,1,0,1,1,1,3,0,3,0,9,17,0.0,56,0.0,45,0.933333333333,0.0,0,0.45,1,0,1,1
51,1,0,2,0,1,6,1,0,1,1,1,3,0,3,0,9,17,0.0,95,60.0,29,1.58333333333,1.0,0,0.29,1,0,1,1
51,2,1,2,0,1,6,1,0,1,1,1,3,0,3,0,9,17,1.0,53,20.0,32,0.883333333333,0.333333333333,0,0.32,1,0,1,1
51,3,0,2,0,1,6,1,0,1,1,1,3,0,3,0,9,17,0.0,91,0.0,35,1.51666666667,0.0,0,0.35,1,0,1,1
52,1,0,2,0,1,6,1,0,1,1,1,3,0,3,0,9,17,0.0,95,60.0,35,1.58333333333,1.0,0,0.35,1,0,1,1
52,2,1,2,0,1,6,1,0,1,1,1,3,0,3,0,9,17,1.0,49,10.0,40,0.816666666667,0.166666666667,0,0.4,1,0,1,1
52,3,0,2,0,1,6,1,0,1,1,1,3,0,3,0,9,17,0.0,70,0.0,28,1.16666666667,0.0,0,0.28,1,0,1,1
53,1,0,2,0,1,6,1,0,1,1,1,3,0,3,0,9,17,0.0,95,120.0,29,1.58333333333,2.0,0,0.29,1,0,1,1
53,2,1,2,0,1,6,1,0,1,1,1,3,0,3,0,9,17,0.0,46,20.0,35,0.766666666667,0.333333333333,0,0.35,1,0,1,1
53,3,0,2,0,1,6,1,0,1,1,1,3,0,3,0,9,17,0.0,70,0.0,45,1.16666666667,0.0,0,0.45,1,0,1,1
54,1,0,2,0,1,6,1,0,1,1,1,3,0,3,0,9,17,0.0,102,30.0,35,1.7,0.5,0,0.35,1,0,1,1
54,2,1,2,0,1,6,1,0,1,1,1,3,0,3,0,9,17,1.0,53,20.0,46,0.883333333333,0.333333333333,0,0.46,1,0,1,1
54,3,0,2,0,1,6,1,0,1,1,1,3,0,3,0,9,17,0.0,70,0.0,45,1.16666666667,0.0,0,0.45,1,0,1,1
55,1,0,2,0,1,7,1,0,1,1,1,3,1,1,0,1,2,0.0,87,120.0,42,1.45,2.0,0,0.42,1,0,1,1
55,2,1,2,0,1,7,1,0,1,1,1,3,1,1,0,1,2,0.0,32,20.0,49,0.533333333333,0.333333333333,0,0.49,1,0,1,1
55,3,0,2,0,1,7,1,0,1,1,1,3,1,1,0,1,2,0.0,117,0.0,140,1.95,0.0,0,1.4,1,0,1,1
56,1,0,2,0,1,7,1,0,1,1,1,3,1,1,0,1,2,0.0,80,30.0,42,1.33333333333,0.5,0,0.42,1,0,1,1
56,2,1,2,0,1,7,1,0,1,1,1,3,1,1,0,1,2,0.0,29,10.0,46,0.483333333333,0.166666666667,0,0.46,1,0,1,1
56,3,0,2,0,1,7,1,0,1,1,1,3,1,1,0,1,2,0.0,117,0.0,182,1.95,0.0,0,1.82,1,0,1,1
57,1,0,2,0,1,7,1,0,1,1,1,3,1,1,0,1,2,0.0,101,60.0,42,1.68333333333,1.0,0,0.42,1,0,1,1
57,2,1,2,0,1,7,1,0,1,1,1,3,1,1,0,1,2,0.0,36,30.0,56,0.6,0.5,0,0.56,1,0,1,1
57,3,0,2,0,1,7,1,0,1,1,1,3,1,1,0,1,2,0.0,117,0.0,112,1.95,0.0,0,1.12,1,0,1,1
58,1,0,2,0,1,7,1,0,1,1,1,3,1,1,0,1,2,0.0,80,30.0,35,1.33333333333,0.5,0,0.35,1,0,1,1
58,2,1,2,0,1,7,1,0,1,1,1,3,1,1,0,1,2,0.0,32,20.0,49,0.533333333333,0.333333333333,0,0.49,1,0,1,1
58,3,0,2,0,1,7,1,0,1,1,1,3,1,1,0,1,2,0.0,72,0.0,112,1.2,0.0,0,1.12,1,0,1,1
59,1,0,2,0,1,7,1,0,1,1,1,3,1,1,0,1,2,0.0,101,60.0,31,1.68333333333,1.0,0,0.31,1,0,1,1
59,2,1,2,0,1,7,1,0,1,1,1,3,1,1,0,1,2,0.0,32,20.0,38,0.533333333333,0.333333333333,0,0.38,1,0,1,1
59,3,0,2,0,1,7,1,0,1,1,1,3,1,1,0,1,2,0.0,90,0.0,182,1.5,0.0,0,1.82,1,0,1,1
60,1,0,2,0,1,7,1,0,1,1,1,3,1,1,0,1,2,0.0,87,120.0,31,1.45,2.0,0,0.31,1,0,1,1
60,2,1,2,0,1,7,1,0,1,1,1,3,1,1,0,1,2,0.0,29,10.0,46,0.483333333333,0.166666666667,0,0.46,1,0,1,1
60,3,0,2,0,1,7,1,0,1,1,1,3,1,1,0,1,2,0.0,90,0.0,112,1.5,0.0,0,1.12,1,0,1,1
61,1,1,2,0,1,7,1,0,1,1,1,3,1,1,0,1,2,0.0,80,120.0,42,1.33333333333,2.0,0,0.42,1,0,1,1
61,2,0,2,0,1,7,1,0,1,1,1,3,1,1,0,1,2,0.0,36,10.0,56,0.6,0.166666666667,0,0.56,1,0,1,1
61,3,0,2,0,1,7,1,0,1,1,1,3,1,1,0,1,2,0.0,72,0.0,140,1.2,0.0,0,1.4,1,0,1,1
62,1,0,2,0,1,7,1,0,1,1,1,3,1,1,0,1,2,0.0,80,30.0,31,1.33333333333,0.5,0,0.31,1,0,1,1
62,2,1,2,0,1,7,1,0,1,1,1,3,1,1,0,1,2,0.0,36,30.0,40,0.6,0.5,0,0.4,1,0,1,1
62,3,0,2,0,1,7,1,0,1,1,1,3,1,1,0,1,2,0.0,90,0.0,140,1.5,0.0,0,1.4,1,0,1,1
63,1,0,2,0,1,7,1,0,1,1,1,3,1,1,0,1,2,0.0,101,60.0,35,1.68333333333,1.0,0,0.35,1,0,1,1
63,2,1,2,0,1,7,1,0,1,1,1,3,1,1,0,1,2,0.0,29,10.0,43,0.483333333333,0.166666666667,0,0.43,1,0,1,1
63,3,0,2,0,1,7,1,0,1,1,1,3,1,1,0,1,2,0.0,72,0.0,140,1.2,0.0,0,1.4,1,0,1,1
64,1,0,2,0,1,8,1,0,1,1,1,4,1,3,0,1,17,0.0,109,120.0,26,1.81666666667,2.0,0,0.26,1,0,1,1
64,2,1,2,0,1,8,1,0,1,1,1,4,1,3,0,1,17,0.0,56,20.0,34,0.933333333333,0.333333333333,0,0.34,1,0,1,1
64,3,0,2,0,1,8,1,0,1,1,1,4,1,3,0,1,17,0.0,130,0.0,30,2.16666666667,0.0,0,0.3,1,0,1,1
65,1,0,2,0,1,8,1,0,1,1,1,4,1,3,0,1,17,0.0,100,30.0,26,1.66666666667,0.5,0,0.26,1,0,1,1
65,2,1,2,0,1,8,1,0,1,1,1,4,1,3,0,1,17,0.0,53,10.0,32,0.883333333333,0.166666666667,0,0.32,1,0,1,1
65,3,0,2,0,1,8,1,0,1,1,1,4,1,3,0,1,17,0.0,130,0.0,39,2.16666666667,0.0,0,0.39,1,0,1,1
66,1,0,2,0,1,8,1,0,1,1,1,4,1,3,0,1,17,0.0,126,60.0,26,2.1,1.0,0,0.26,1,0,1,1
66,2,1,2,0,1,8,1,0,1,1,1,4,1,3,0,1,17,0.0,60,30.0,40,1.0,0.5,0,0.4,1,0,1,1
66,3,0,2,0,1,8,1,0,1,1,1,4,1,3,0,1,17,0.0,130,0.0,24,2.16666666667,0.0,0,0.24,1,0,1,1
67,1,0,2,0,1,8,1,0,1,1,1,4,1,3,0,1,17,0.0,100,30.0,22,1.66666666667,0.5,0,0.22,1,0,1,1
67,2,0,2,0,1,8,1,0,1,1,1,4,1,3,0,1,17,0.0,56,20.0,35,0.933333333333,0.333333333333,0,0.35,1,0,1,1
67,3,1,2,0,1,8,1,0,1,1,1,4,1,3,0,1,17,0.0,80,0.0,24,1.33333333333,0.0,0,0.24,1,0,1,1
68,1,0,2,0,1,8,1,0,1,1,1,4,1,3,0,1,17,0.0,126,60.0,20,2.1,1.0,0,0.2,1,0,1,1
68,2,1,2,0,1,8,1,0,1,1,1,4,1,3,0,1,17,0.0,56,20.0,24,0.933333333333,0.333333333333,0,0.24,1,0,1,1
68,3,0,2,0,1,8,1,0,1,1,1,4,1,3,0,1,17,0.0,100,0.0,39,1.66666666667,0.0,0,0.39,1,0,1,1
69,1,0,2,0,1,8,1,0,1,1,1,4,1,3,0,1,17,0.0,109,120.0,20,1.81666666667,2.0,0,0.2,1,0,1,1
69,2,0,2,0,1,8,1,0,1,1,1,4,1,3,0,1,17,0.0,53,10.0,32,0.883333333333,0.166666666667,0,0.32,1,0,1,1
