,Unnamed: 0.1,CHID,ALT,AV,TT,CO,HE,SEATS,Unnamed: 0,GROUP,SURVEY,SP,ID,PURPOSE,FIRST,TICKET,WHO,LUGGAGE,AGE,MALE,INCOME,GA,ORIGIN,DEST,CHOICE,TT_SCALED,CO_SCALED
51,51,17,CAR,0,0,0,0.0,0.0,17,2,0,1,2,1,0,1,1,1,2,0,1,0,22,1,False,0.0,0.0
52,52,17,SM,1,70,62,10.0,0.0,17,2,0,1,2,1,0,1,1,1,2,0,1,0,22,1,True,0.7,0.62
53,53,17,TRAIN,1,213,52,60.0,0.0,17,2,0,1,2,1,0,1,1,1,2,0,1,0,22,1,False,2.13,0.52
54,54,18,CAR,1,105,40,0.0,0.0,18,2,0,1,3,1,0,1,1,1,2,1,2,0,10,25,False,1.05,0.4
55,55,18,SM,1,29,35,10.0,0.0,18,2,0,1,3,1,0,1,1,1,2,1,2,0,10,25,True,0.29,0.35
56,56,18,TRAIN,1,58,32,30.0,0.0,18,2,0,1,3,1,0,1,1,1,2,1,2,0,10,25,False,0.58,0.32
57,57,19,CAR,1,136,50,0.0,0.0,19,2,0,1,3,1,0,1,1,1,2,1,2,0,10,25,False,1.36,0.5
58,58,19,SM,1,25,38,20.0,0.0,19,2,0,1,3,1,0,1,1,1,2,1,2,0,10,25,True,0.25,0.38
59,59,19,TRAIN,1,58,29,30.0,0.0,19,2,0,1,3,1,0,1,1,1,2,1,2,0,10,25,False,0.58,0.29
60,60,20,CAR,1,136,65,0.0,0.0,20,2,0,1,3,1,0,1,1,1,2,1,2,0,10,25,False,1.36,0.65
61,61,20,SM,1,27,40,10.0,1.0,20,2,0,1,3,1,0,1,1,1,2,1,2,0,10,25,True,0.27,0.4
62,62,20,TRAIN,1,58,32,120.0,0.0,20,2,0,1,3,1,0,1,1,1,2,1,2,0,10,25,False,0.58,0.32
63,63,21,CAR,1,84,65,0.0,0.0,21,2,0,1,3,1,0,1,1,1,2,1,2,0,10,25,False,0.84,0.65
64,64,21,SM,1,25,38,30.0,1.0,21,2,0,1,3,1,0,1,1,1,2,1,2,0,10,25,True,0.25,0.38
65,65,21,TRAIN,1,47,29,60.0,0.0,21,2,0,1,3,1,0,1,1,1,2,1,2,0,10,25,False,0.47,0.29
66,66,22,CAR,1,136,40,0.0,0.0,22,2,0,1,3,1,0,1,1,1,2,1,2,0,10,25,False,1.36,0.4
67,67,22,SM,1,25,36,30.0,1.0,22,2,0,1,3,1,0,1,1,1,2,1,2,0,10,25,True,0.25,0.36
68,68,22,TRAIN,1,51,32,30.0,0.0,22,2,0,1,3,1,0,1,1,1,2,1,2,0,10,25,False,0.51,0.32
69,69,23,CAR,1,84,40,0.0,0.0,23,2,0,1,3,1,0,1,1,1,2,1,2,0,10,25,False,0.84,0.4
70,70,23,SM,1,25,42,20.0,0.0,23,2,0,1,3,1,0,1,1,1,2,1,2,0,10,25,True,0.25,0.42
71,71,23,TRAIN,1,51,38,60.0,0.0,23,2,0,1,3,1,0,1,1,1,2,1,2,0,10,25,False,0.51,0.38
72,72,24,CAR,1,84,50,0.0,0.0,24,2,0,1,3,1,0,1,1,1,2,1,2,0,10,25,False,0.84,0.5
73,73,24,SM,1,27,32,10.0,1.0,24,2,0,1,3,1,0,1,1,1,2,1,2,0,10,25,True,0.27,0.32
74,74,24,TRAIN,1,51,29,30.0,0.0,24,2,0,1,3,1,0,1,1,1,2,1,2,0,10,25,False,0.51,0.29
75,75,25,CAR,1,105,50,0.0,0.0,25,2,0,1,3,1,0,1,1,1,2,1,2,0,10,25,False,1.05,0.5
76,76,25,SM,1,27,40,30.0,0.0,25,2,0,1,3,1,0,1,1,1,2,1,2,0,10,25,True,0.27,0.4
77,77,25,TRAIN,1,51,32,60.0,0.0,25,2,0,1,3,1,0,1,1,1,2,1,2,0,10,25,False,0.51,0.32
78,78,26,CAR,1,84,65,0.0,0.0,26,2,0,1,3,1,0,1,1,1,2,1,2,0,10,25,False,0.84,0.65
79,79,26,SM,1,27,42,30.0,0.0,26,2,0,1,3,1,0,1,1,1,2,1,2,0,10,25,True,0.27,0.42
80,80,26,TRAIN,1,58,38,30.0,0.0,26,2,0,1,3,1,0,1,1,1,2,1,2,0,10,25,False,0.58,0.38
81,81,27,CAR,1,135,80,0.0,0.0,27,2,0,1,4,1,0,1,1,1,2,1,3,0,19,2,False,1.35,0.8
82,82,27,SM,1,65,45,10.0,0.0,27,2,0,1,4,1,0,1,1,1,2,1,3,0,19,2,True,0.65,0.45
83,83,27,TRAIN,1,138,40,30.0,0.0,27,2,0,1,4,1,0,1,1,1,2,1,3,0,19,2,False,1.38,0.4
84,84,28,CAR,1,175,130,0.0,0.0,28,2,0,1,4,1,0,1,1,1,2,1,3,0,19,2,False,1.75,1.3
85,85,28,SM,1,61,52,10.0,1.0,28,2,0,1,4,1,0,1,1,1,2,1,3,0,19,2,True,0.61,0.52
86,86,28,TRAIN,1,138,40,120.0,0.0,28,2,0,1,4,1,0,1,1,1,2,1,3,0,19,2,False,1.38,0.4
87,87,29,CAR,1,175,100,0.0,0.0,29,2,0,1,4,1,0,1,1,1,2,1,3,0,19,2,False,1.75,1.0
88,88,29,SM,1,58,49,20.0,0.0,29,2,0,1,4,1,0,1,1,1,2,1,3,0,19,2,True,0.58,0.49
89,89,29,TRAIN,1,138,36,30.0,0.0,29,2,0,1,4,1,0,1,1,1,2,1,3,0,19,2,False,1.38,0.36
90,90,30,CAR,1,108,130,0.0,0.0,30,2,0,1,4,1,0,1,1,1,2,1,3,0,19,2,False,1.08,1.3
91,91,30,SM,1,58,49,30.0,1.0,30,2,0,1,4,1,0,1,1,1,2,1,3,0,19,2,True,0.58,0.49
92,92,30,TRAIN,1,105,36,60.0,0.0,30,2,0,1,4,1,0,1,1,1,2,1,3,0,19,2,False,1.05,0.36
93,93,31,CAR,1,175,80,0.0,0.0,31,2,0,1,4,1,0,1,1,1,2,1,3,0,19,2,False,1.75,0.8
94,94,31,SM,1,58,46,30.0,1.0,31,2,0,1,4,1,0,1,1,1,2,1,3,0,19,2,True,0.58,0.46
95,95,31,TRAIN,1,116,40,30.0,0.0,31,2,0,1,4,1,0,1,1,1,2,1,3,0,19,2,False,1.16,0.4
96,96,32,CAR,1,108,100,0.0,0.0,32,2,0,1,4,1,0,1,1,1,2,1,3,0,19,2,False,1.08,1.0
97,97,32,SM,1,61,42,10.0,1.0,32,2,0,1,4,1,0,1,1,1,2,1,3,0,19,2,True,0.61,0.42
98,98,32,TRAIN,1,116,36,30.0,0.0,32,2,0,1,4,1,0,1,1,1,2,1,3,0,19,2,False,1.16,0.36
99,99,33,CAR,1,108,80,0.0,0.0,33,2,0,1,4,1,0,1,1,1,2,1,3,0,19,2,False,1.08,0.8
100,100,33,SM,1,58,50,20.0,0.0,33,2,0,1,4,1,0,1,1,1,2,1,3,0,19,2,True,0.58,0.5
101,101,33,TRAIN,1,116,48,60.0,0.0,33,2,0,1,4,1,0,1,1,1,2,1,3,0,19,2,False,1.16,0.48
102,102,34,CAR,1,108,130,0.0,0.0,34,2,0,1,4,1,0,1,1,1,2,1,3,0,19,2,False,1.08,1.3
103,103,34,SM,1,61,52,30.0,0.0,34,2,0,1,4,1,0,1,1,1,2,1,3,0,19,2,True,0.61,0.52
104,104,34,TRAIN,1,138,48,30.0,0.0,34,2,0,1,4,1,0,1,1,1,2,1,3,0,19,2,False,1.38,0.48
105,105,35,CAR,1,135,100,0.0,0.0,35,2,0,1,4,1,0,1,1,1,2,1,3,0,19,2,False,1.35,1.0
106,106,35,SM,1,61,52,30.0,0.0,35,2,0,1,4,1,0,1,1,1,2,1,3,0,19,2,True,0.61,0.52
107,107,35,TRAIN,1,116,40,60.0,0.0,35,2,0,1,4,1,0,1,1,1,2,1,3,0,19,2,False,1.16,0.4
108,108,36,CAR,0,0,0,0.0,0.0,36,2,0,1,5,1,0,1,1,1,2,1,3,0,21,17,False,0.0,0.0
109,109,36,SM,1,216,72,20.0,0.0,36,2,0,1,5,1,0,1,1,1,2,1,3,0,21,17,True,2.16,0.72
110,110,36,TRAIN,1,269,70,120.0,0.0,36,2,0,1,5,1,0,1,1,1,2,1,3,0,21,17,False,2.69,0.7
111,111,37,CAR,0,0,0,0.0,0.0,37,2,0,1,5,1,0,1,1,1,2,1,3,0,21,17,False,0.0,0.0
112,112,37,SM,1,213,70,10.0,0.0,37,2,0,1,5,1,0,1,1,1,2,1,3,0,21,17,True,2.13,0.7
113,113,37,TRAIN,1,243,70,30.0,0.0,37,2,0,1,5,1,0,1,1,1,2,1,3,0,21,17,False,2.43,0.7
114,114,38,CAR,0,0,0,0.0,0.0,38,2,0,1,5,1,0,1,1,1,2,1,3,0,21,17,False,0.0,0.0
115,115,38,SM,1,220,74,30.0,0.0,38,2,0,1,5,1,0,1,1,1,2,1,3,0,21,17,True,2.2,0.74
116,116,38,TRAIN,1,320,70,60.0,0.0,38,2,0,1,5,1,0,1,1,1,2,1,3,0,21,17,False,3.2,0.7
117,117,39,CAR,0,0,0,0.0,0.0,39,2,0,1,5,1,0,1,1,1,2,1,3,0,21,17,False,0.0,0.0
118,118,39,SM,1,216,66,20.0,0.0,39,2,0,1,5,1,0,1,1,1,2,1,3,0,21,17,True,2.16,0.66
119,119,39,TRAIN,1,243,58,30.0,0.0,39,2,0,1,5,1,0,1,1,1,2,1,3,0,21,17,False,2.43,0.58
120,120,40,CAR,0,0,0,0.0,0.0,40,2,0,1,5,1,0,1,1,1,2,1,3,0,21,17,False,0.0,0.0
121,121,40,SM,1,216,57,20.0,0.0,40,2,0,1,5,1,0,1,1,1,2,1,3,0,21,17,True,2.16,0.57
122,122,40,TRAIN,1,320,52,60.0,0.0,40,2,0,1,5,1,0,1,1,1,2,1,3,0,21,17,False,3.2,0.52
123,123,41,CAR,0,0,0,0.0,0.0,41,2,0,1,5,1,0,1,1,1,2,1,3,0,21,17,False,0.0,0.0
124,124,41,SM,1,213,62,10.0,0.0,41,2,0,1,5,1,0,1,1,1,2,1,3,0,21,17,True,2.13,0.62
125,125,41,TRAIN,1,269,52,120.0,0.0,41,2,0,1,5,1,0,1,1,1,2,1,3,0,21,17,False,2.69,0.52
126,126,42,CAR,0,0,0,0.0,0.0,42,2,0,1,5,1,0,1,1,1,2,1,3,0,21,17,False,0.0,0.0
127,127,42,SM,1,220,74,10.0,0.0,42,2,0,1,5,1,0,1,1,1,2,1,3,0,21,17,True,2.2,0.74
128,128,42,TRAIN,1,243,70,120.0,0.0,42,2,0,1,5,1,0,1,1,1,2,1,3,0,21,17,False,2.43,0.7
129,129,43,CAR,0,0,0,0.0,0.0,43,2,0,1,5,1,0,1,1,1,2,1,3,0,21,17,False,0.0,0.0
130,130,43,SM,1,220,57,30.0,0.0,43,2,0,1,5,1,0,1,1,1,2,1,3,0,21,17,True,2.2,0.57
131,131,43,TRAIN,1,243,52,30.0,0.0,43,2,0,1,5,1,0,1,1,1,2,1,3,0,21,17,False,2.43,0.52
132,132,44,CAR,0,0,0,0.0,0.0,44,2,0,1,5,1,0,1,1,1,2,1,3,0,21,17,False,0.0,0.0
133,133,44,SM,1,213,64,10.0,0.0,44,2,0,1,5,1,0,1,1,1,2,1,3,0,21,17,True,2.13,0.64
134,134,44,TRAIN,1,320,58,60.0,0.0,44,2,0,1,5,1,0,1,1,1,2,1,3,0,21,17,False,3.2,0.58
135,135,45,CAR,1,70,35,0.0,0.0,45,2,0,1,6,1,0,1,1,1,3,0,3,0,9,17,False,0.7,0.35
136,136,45,SM,1,46,38,30.0,1.0,45,2,0,1,6,1,0,1,1,1,3,0,3,0,9,17,True,0.46,0.38
137,137,45,TRAIN,1,116,35,120.0,0.0,45,2,0,1,6,1,0,1,1,1,3,0,3,0,9,17,False,1.16,0.35
138,138,46,CAR,1,91,28,0.0,0.0,46,2,0,1,6,1,0,1,1,1,3,0,3,0,9,17,False,0.91,0.28
139,139,46,SM,1,49,29,30.0,0.0,46,2,0,1,6,1,0,1,1,1,3,0,3,0,9,17,True,0.49,0.29
140,140,46,TRAIN,1,95,26,120.0,0.0,46,2,0,1,6,1,0,1,1,1,3,0,3,0,9,17,False,0.95,0.26
141,141,47,CAR,1,56,28,0.0,0.0,47,2,0,1,6,1,0,1,1,1,3,0,3,0,9,17,False,0.56,0.28
142,142,47,SM,1,53,32,20.0,1.0,47,2,0,1,6,1,0,1,1,1,3,0,3,0,9,17,True,0.53,0.32
143,143,47,TRAIN,1,116,26,120.0,0.0,47,2,0,1,6,1,0,1,1,1,3,0,3,0,9,17,False,1.16,0.26
144,144,48,CAR,1,91,45,0.0,0.0,48,2,0,1,6,1,0,1,1,1,3,0,3,0,9,17,False,0.91,0.45
145,145,48,SM,1,53,32,10.0,0.0,48,2,0,1,6,1,0,1,1,1,3,0,3,0,9,17,True,0.53,0.32
146,146,48,TRAIN,1,102,26,60.0,0.0,48,2,0,1,6,1,0,1,1,1,3,0,3,0,9,17,False,1.02,0.26
147,147,49,CAR,1,56,45,0.0,0.0,49,2,0,1,6,1,0,1,1,1,3,0,3,0,9,17,False,0.56,0.45
148,148,49,SM,1,53,32,30.0,0.0,49,2,0,1,6,1,0,1,1,1,3,0,3,0,9,17,True,0.53,0.32
149,149,49,TRAIN,1,102,29,120.0,0.0,49,2,0,1,6,1,0,1,1,1,3,0,3,0,9,17,False,1.02,0.29
150,150,50,CAR,1,91,35,0.0,0.0,50,2,0,1,6,1,0,1,1,1,3,0,3,0,9,17,False,0.91,0.35
151,151,50,SM,1,53,32,20.0,1.0,50,2,0,1,6,1,0,1,1,1,3,0,3,0,9,17,True,0.53,0.32
152,152,50,TRAIN,1,95,29,60.0,0.0,50,2,0,1,6,1,0,1,1,1,3,0,3,0,9,17,False,0.95,0.29
153,153,51,CAR,1,70,28,0.0,0.0,51,2,0,1,6,1,0,1,1,1,3,0,3,0,9,17,False,0.7,0.28
154,154,51,SM,1,49,40,10.0,1.0,51,2,0,1,6,1,0,1,1,1,3,0,3,0,9,17,True,0.49,0.4
155,155,51,TRAIN,1,95,35,60.0,0.0,51,2,0,1,6,1,0,1,1,1,3,0,3,0,9,17,False,0.95,0.35
156,156,52,CAR,1,70,45,0.0,0.0,52,2,0,1,6,1,0,1,1,1,3,0,3,0,9,17,False,0.7,0.45
157,157,52,SM,1,46,35,20.0,0.0,52,2,0,1,6,1,0,1,1,1,3,0,3,0,9,17,True,0.46,0.35
158,158,52,TRAIN,1,95,29,120.0,0.0,52,2,0,1,6,1,0,1,1,1,3,0,3,0,9,17,False,0.95,0.29
159,159,53,CAR,1,70,45,0.0,0.0,53,2,0,1,6,1,0,1,1,1,3,0,3,0,9,17,False,0.7,0.45
160,160,53,SM,1,53,46,20.0,1.0,53,2,0,1,6,1,0,1,1,1,3,0,3,0,9,17,True,0.53,0.46
161,161,53,TRAIN,1,102,35,30.0,0.0,53,2,0,1,6,1,0,1,1,1,3,0,3,0,9,17,False,1.02,0.35
162,162,54,CAR,1,117,140,0.0,0.0,54,2,0,1,7,1,0,1,1,1,3,1,1,0,1,2,False,1.17,1.4
163,163,54,SM,1,32,49,20.0,0.0,54,2,0,1,7,1,0,1,1,1,3,1,1,0,1,2,True,0.32,0.49
164,164,54,TRAIN,1,87,42,120.0,0.0,54,2,0,1,7,1,0,1,1,1,3,1,1,0,1,2,False,0.87,0.42
165,165,55,CAR,1,117,182,0.0,0.0,55,2,0,1,7,1,0,1,1,1,3,1,1,0,1,2,False,1.17,1.82
166,166,55,SM,1,29,46,10.0,0.0,55,2,0,1,7,1,0,1,1,1,3,1,1,0,1,2,True,0.29,0.46
167,167,55,TRAIN,1,80,42,30.0,0.0,55,2,0,1,7,1,0,1,1,1,3,1,1,0,1,2,False,0.8,0.42
168,168,56,CAR,1,117,112,0.0,0.0,56,2,0,1,7,1,0,1,1,1,3,1,1,0,1,2,False,1.17,1.12
169,169,56,SM,1,36,56,30.0,0.0,56,2,0,1,7,1,0,1,1,1,3,1,1,0,1,2,True,0.36,0.56
170,170,56,TRAIN,1,101,42,60.0,0.0,56,2,0,1,7,1,0,1,1,1,3,1,1,0,1,2,False,1.01,0.42
171,171,57,CAR,1,72,112,0.0,0.0,57,2,0,1,7,1,0,1,1,1,3,1,1,0,1,2,False,0.72,1.12
172,172,57,SM,1,32,49,20.0,0.0,57,2,0,1,7,1,0,1,1,1,3,1,1,0,1,2,True,0.32,0.49
173,173,57,TRAIN,1,80,35,30.0,0.0,57,2,0,1,7,1,0,1,1,1,3,1,1,0,1,2,False,0.8,0.35
174,174,58,CAR,1,90,182,0.0,0.0,58,2,0,1,7,1,0,1,1,1,3,1,1,0,1,2,False,0.9,1.82
175,175,58,SM,1,32,38,20.0,0.0,58,2,0,1,7,1,0,1,1,1,3,1,1,0,1,2,True,0.32,0.38
176,176,58,TRAIN,1,101,31,60.0,0.0,58,2,0,1,7,1,0,1,1,1,3,1,1,0,1,2,False,1.01,0.31
177,177,59,CAR,1,90,112,0.0,0.0,59,2,0,1,7,1,0,1,1,1,3,1,1,0,1,2,False,0.9,1.12
178,178,59,SM,1,29,46,10.0,0.0,59,2,0,1,7,1,0,1,1,1,3,1,1,0,1,2,True,0.29,0.46
179,179,59,TRAIN,1,87,31,120.0,0.0,59,2,0,1,7,1,0,1,1,1,3,1,1,0,1,2,False,0.87,0.31
180,180,60,CAR,1,72,140,0.0,0.0,60,2,0,1,7,1,0,1,1,1,3,1,1,0,1,2,False,0.72,1.4
181,181,60,SM,1,36,56,10.0,0.0,60,2,0,1,7,1,0,1,1,1,3,1,1,0,1,2,False,0.36,0.56
182,182,60,TRAIN,1,80,42,120.0,0.0,60,2,0,1,7,1,0,1,1,1,3,1,1,0,1,2,True,0.8,0.42
183,183,61,CAR,1,90,140,0.0,0.0,61,2,0,1,7,1,0,1,1,1,3,1,1,0,1,2,False,0.9,1.4
184,184,61,SM,1,36,40,30.0,0.0,61,2,0,1,7,1,0,1,1,1,3,1,1,0,1,2,True,0.36,0.4
185,185,61,TRAIN,1,80,31,30.0,0.0,61,2,0,1,7,1,0,1,1,1,3,1,1,0,1,2,False,0.8,0.31
186,186,62,CAR,1,72,140,0.0,0.0,62,2,0,1,7,1,0,1,1,1,3,1,1,0,1,2,False,0.72,1.4
187,187,62,SM,1,29,43,10.0,0.0,62,2,0,1,7,1,0,1,1,1,3,1,1,0,1,2,True,0.29,0.43
188,188,62,TRAIN,1,101,35,60.0,0.0,62,2,0,1,7,1,0,1,1,1,3,1,1,0,1,2,False,1.01,0.35
189,189,63,CAR,1,130,30,0.0,0.0,63,2,0,1,8,1,0,1,1,1,4,1,3,0,1,17,False,1.3,0.3
190,190,63,SM,1,56,34,20.0,0.0,63,2,0,1,8,1,0,1,1,1,4,1,3,0,1,17,True,0.56,0.34
191,191,63,TRAIN,1,109,26,120.0,0.0,63,2,0,1,8,1,0,1,1,1,4,1,3,0,1,17,False,1.09,0.26
192,192,64,CAR,1,130,39,0.0,0.0,64,2,0,1,8,1,0,1,1,1,4,1,3,0,1,17,False,1.3,0.39
193,193,64,SM,1,53,32,10.0,0.0,64,2,0,1,8,1,0,1,1,1,4,1,3,0,1,17,True,0.53,0.32
194,194,64,TRAIN,1,100,26,30.0,0.0,64,2,0,1,8,1,0,1,1,1,4,1,3,0,1,17,False,1.0,0.26
195,195,65,CAR,1,130,24,0.0,0.0,65,2,0,1,8,1,0,1,1,1,4,1,3,0,1,17,False,1.3,0.24
196,196,65,SM,1,60,40,30.0,0.0,65,2,0,1,8,1,0,1,1,1,4,1,3,0,1,17,True,0.6,0.4
197,197,65,TRAIN,1,126,26,60.0,0.0,65,2,0,1,8,1,0,1,1,1,4,1,3,0,1,17,False,1.26,0.26
198,198,66,CAR,1,80,24,0.0,0.0,66,2,0,1,8,1,0,1,1,1,4,1,3,0,1,17,True,0.8,0.24
199,199,66,SM,1,56,35,20.0,0.0,66,2,0,1,8,1,0,1,1,1,4,1,3,0,1,17,False,0.56,0.35
200,200,66,TRAIN,1,100,22,30.0,0.0,66,2,0,1,8,1,0,1,1,1,4,1,3,0,1,17,False,1.0,0.22
201,201,67,CAR,1,100,39,0.0,0.0,67,2,0,1,8,1,0,1,1,1,4,1,3,0,1,17,False,1.0,0.39
202,202,67,SM,1,56,24,20.0,0.0,67,2,0,1,8,1,0,1,1,1,4,1,3,0,1,17,True,0.56,0.24
203,203,67,TRAIN,1,126,20,60.0,0.0,67,2,0,1,8,1,0,1,1,1,4,1,3,0,1,17,False,1.26,0.2
204,204,68,CAR,1,100,24,0.0,0.0,68,2,0,1,8,1,0,1,1,1,4,1,3,0,1,17,True,1.0,0.24
205,205,68,SM,1,53,32,10.0,0.0,68,2,0,1,8,1,0,1,1,1,4,1,3,0,1,17,False,0.53,0.32
