id,alt,ich,och,icca,occa,income,inc.cooling,inc.room,int.cooling,choice
10,5,19.82,2.24,0,0,60,0,0,0,6
10,6,27.51,4.27,0,0,60,0,0,0,6
10,7,6.88,5.14,0,0,60,0,60,0,6
11,1,9.63,1.85,23.66,1.83,70,70,0,1,6
11,2,12.87,1.28,23.66,1.83,70,70,0,1,6
11,3,8.7,3.66,23.66,1.83,70,70,0,1,6
11,4,9.24,3.46,23.66,1.83,70,70,70,1,6
11,5,23.72,1.85,0,0,70,0,0,0,6
11,6,27.29,3.66,0,0,70,0,0,0,6
11,7,9.42,3.46,0,0,70,0,70,0,6
12,1,7.41,2.61,21.24,2.47,50,50,0,1,6
12,2,10.94,1.38,21.24,2.47,50,50,0,1,6
12,3,9.97,4.03,21.24,2.47,50,50,0,1,6
12,4,9.16,4.76,21.24,2.47,50,50,50,1,6
12,5,23.89,2.61,0,0,50,0,0,0,6
12,6,27.68,4.03,0,0,50,0,0,0,6
12,7,6.77,4.76,0,0,50,0,50,0,6
13,1,5.84,2.29,29.06,1.82,70,70,0,1,6
13,2,8.38,1.7,29.06,1.82,70,70,0,1,6
13,3,8.17,3.64,29.06,1.82,70,70,0,1,6
13,4,7.21,4.08,29.06,1.82,70,70,70,1,6
13,5,21.87,2.29,0,0,70,0,0,0,6
13,6,22.93,3.64,0,0,70,0,0,0,6
13,7,5.93,4.08,0,0,70,0,70,0,6
14,1,8.02,2.14,18.06,2.55,50,50,0,1,6
14,2,11.31,1.61,18.06,2.55,50,50,0,1,6
14,3,11.19,5.21,18.06,2.55,50,50,0,1,6
14,4,7.87,3.8,18.06,2.55,50,50,50,1,6
14,5,25.88,2.14,0,0,50,0,0,0,6
14,6,25.59,5.21,0,0,50,0,0,0,6
14,7,9.3,3.8,0,0,50,0,50,0,6
15,1,9.28,1.95,20.8,2.81,50,50,0,1,6
15,2,12.67,1.75,20.8,2.81,50,50,0,1,6
15,3,9.54,4.2,20.8,2.81,50,50,0,1,6
15,4,6.97,4.43,20.8,2.81,50,50,50,1,6
15,5,26.44,1.95,0,0,50,0,0,0,6
15,6,30.49,4.2,0,0,50,0,0,0,6
15,7,8.21,4.43,0,0,50,0,50,0,6
16,1,8.33,2.32,24.98,1.89,60,60,0,1,6
16,2,10.12,1.18,24.98,1.89,60,60,0,1,6
16,3,9.2,3.75,24.98,1.89,60,60,0,1,6
16,4,7.09,4.18,24.98,1.89,60,60,60,1,6
16,5,22.86,2.32,0,0,60,0,0,0,6
16,6,25.13,3.75,0,0,60,0,0,0,6
16,7,9.84,4.18,0,0,60,0,60,0,6
17,1,6.12,2.05,25.63,2.61,60,60,0,1,6
17,2,9.57,1.46,25.63,2.61,60,60,0,1,6
17,3,6.57,4.71,25.63,2.61,60,60,0,1,6
17,4,7.88,4.44,25.63,2.61,60,60,60,1,6
17,5,17.73,2.05,0,0,60,0,0,0,6
17,6,25.91,4.71,0,0,60,0,0,0,6
17,7,6.79,4.44,0,0,60,0,60,0,6
18,1,5.63,2.3,22.9,2.63,20,20,0,1,5
18,2,8.25,1.71,22.9,2.63,20,20,0,1,5
18,3,6.22,4.05,22.9,2.63,20,20,0,1,5
18,4,6.56,3.68,22.9,2.63,20,20,20,1,5
18,5,17.16,2.3,0,0,20,0,0,0,5
18,6,16.64,4.05,0,0,20,0,0,0,5
18,7,7.69,3.68,0,0,20,0,20,0,5
19,1,6.92,2.1,25.5,2.23,30,30,0,1,6
19,2,11.09,1.42,25.5,2.23,30,30,0,1,6
19,3,8.33,3.7,25.5,2.23,30,30,0,1,6
19,4,7.3,5.27,25.5,2.23,30,30,30,1,6
19,5,21.72,2.1,0,0,30,0,0,0,6
19,6,25.55,3.7,0,0,30,0,0,0,6
19,7,8.59,5.27,0,0,30,0,30,0,6
20,1,8.29,2.26,20.8,2.84,30,30,0,1,6
20,2,11.19,1.5,20.8,2.84,30,30,0,1,6
20,3,11.37,3.78,20.8,2.84,30,30,0,1,6
20,4,9.09,4.85,20.8,2.84,30,30,30,1,6
20,5,26.95,2.26,0,0,30,0,0,0,6
20,6,28.08,3.78,0,0,30,0,0,0,6
20,7,10.61,4.85,0,0,30,0,30,0,6
21,1,9.81,2.16,25.21,2.25,30,30,0,1,6
21,2,10.68,1.38,25.21,2.25,30,30,0,1,6
21,3,8.33,2.84,25.21,2.25,30,30,0,1,6
21,4,7.34,3.5,25.21,2.25,30,30,30,1,6
21,5,32.54,2.16,0,0,30,0,0,0,6
21,6,27.89,2.84,0,0,30,0,0,0,6
21,7,7.33,3.5,0,0,30,0,30,0,6
22,1,6.67,2.74,25.65,2.1,40,40,0,1,7
22,2,8.81,1.26,25.65,2.1,40,40,0,1,7
22,3,9.08,3.16,25.65,2.1,40,40,0,1,7
22,4,8.52,4.73,25.65,2.1,40,40,40,1,7
22,5,22.04,2.74,0,0,40,0,0,0,7
22,6,26.42,3.16,0,0,40,0,0,0,7
22,7,8.34,4.73,0,0,40,0,40,0,7
23,1,8.95,2.42,25.21,2.83,50,50,0,1,5
23,2,9.52,1.37,25.21,2.83,50,50,0,1,5
23,3,8.06,4.07,25.21,2.83,50,50,0,1,5
23,4,6.34,3.33,25.21,2.83,50,50,50,1,5
23,5,14.5,2.42,0,0,50,0,0,0,5
23,6,25.92,4.07,0,0,50,0,0,0,5
23,7,6.94,3.33,0,0,50,0,50,0,5
24,1,9.82,2.38,24.28,2.54,30,30,0,1,6
24,2,12.88,1.39,24.28,2.54,30,30,0,1,6
24,3,9.18,4.29,24.28,2.54,30,30,0,1,6
24,4,8.06,3.82,24.28,2.54,30,30,30,1,6
24,5,25.94,2.38,0,0,30,0,0,0,6
24,6,29.64,4.29,0,0,30,0,0,0,6
24,7,6.37,3.82,0,0,30,0,30,0,6
25,1,6.6,2.19,20.04,2.84,20,20,0,1,6
25,2,10.83,0.96,20.04,2.84,20,20,0,1,6
25,3,9.59,2.89,20.04,2.84,20,20,0,1,6
25,4,10.7,4.54,20.04,2.84,20,20,20,1,6
25,5,22.04,2.19,0,0,20,0,0,0,6
25,6,29.4,2.89,0,0,20,0,0,0,6
25,7,8.43,4.54,0,0,20,0,20,0,6
26,1,8.94,2.41,30.59,2.03,30,30,0,1,7
26,2,9.81,1.65,30.59,2.03,30,30,0,1,7
26,3,8.38,3.63,30.59,2.03,30,30,0,1,7
26,4,8.09,3.78,30.59,2.03,30,30,30,1,7
26,5,25.41,2.41,0,0,30,0,0,0,7
26,6,20.63,3.63,0,0,30,0,0,0,7
26,7,9.17,3.78,0,0,30,0,30,0,7
27,1,6.21,2.2,27.79,2.85,70,70,0,1,6
27,2,7.85,1.37,27.79,2.85,70,70,0,1,6
27,3,10.16,4.85,27.79,2.85,70,70,0,1,6
27,4,7.67,4.37,27.79,2.85,70,70,70,1,6
27,5,26.04,2.2,0,0,70,0,0,0,6
27,6,26.77,4.85,0,0,70,0,0,0,6
27,7,9.15,4.37,0,0,70,0,70,0,6
28,1,6.63,1.53,25.58,2.65,60,60,0,1,6
28,2,10.41,1.52,25.58,2.65,60,60,0,1,6
28,3,7.85,3.3,25.58,2.65,60,60,0,1,6
28,4,7.57,4.6,25.58,2.65,60,60,60,1,6
28,5,23.98,1.53,0,0,60,0,0,0,6
28,6,25.89,3.3,0,0,60,0,0,0,6
28,7,5.75,4.6,0,0,60,0,60,0,6
29,1,6.06,1.54,22.52,2.3,20,20,0,1,5
29,2,13.31,1.44,22.52,2.3,20,20,0,1,5
29,3,7.01,4.61,22.52,2.3,20,20,0,1,5
29,4,6.29,4.43,22.52,2.3,20,20,20,1,5
29,5,23.11,1.54,0,0,20,0,0,0,5
29,6,18.5,4.61,0,0,20,0,0,0,5
29,7,6.22,4.43,0,0,20,0,20,0,5
30,1,9.73,2.29,29.06,2.5,40,40,0,1,6
30,2,13.12,1.49,29.06,2.5,40,40,0,1,6
30,3,7.55,5.08,29.06,2.5,40,40,0,1,6
30,4,8.2,4.3,29.06,2.5,40,40,40,1,6
30,5,26.53,2.29,0,0,40,0,0,0,6
30,6,25.58,5.08,0,0,40,0,0,0,6
30,7,5.8,4.3,0,0,40,0,40,0,6
31,1,6.56,1.95,22.56,2.58,70,70,0,1,6
31,2,11.26,1.45,22.56,2.58,70,70,0,1,6
31,3,8.81,4.06,22.56,2.58,70,70,0,1,6
31,4,4.5,4.21,22.56,2.58,70,70,70,1,6
31,5,21.15,1.95,0,0,70,0,0,0,6
31,6,18.37,4.06,0,0,70,0,0,0,6
31,7,7.55,4.21,0,0,70,0,70,0,6
32,1,8.41,2.38,25.72,2.81,20,20,0,1,3
32,2,10.85,1.27,25.72,2.81,20,20,0,1,3
32,3,9.09,4.2,25.72,2.81,20,20,0,1,3
32,4,7.38,4.02,25.72,2.81,20,20,20,1,3
32,5,26.43,2.38,0,0,20,0,0,0,3
32,6,25.96,4.2,0,0,20,0,0,0,3
32,7,6.11,4.02,0,0,20,0,20,0,3
33,1,8.22,1.77,26.09,2.46,60,60,0,1,6
33,2,10.7,1.07,26.09,2.46,60,60,0,1,6
33,3,7.97,4.32,26.09,2.46,60,60,0,1,6
33,4,8.56,3.17,26.09,2.46,60,60,60,1,6
33,5,20.42,1.77,0,0,60,0,0,0,6
33,6,20.58,4.32,0,0,60,0,0,0,6
33,7,7.78,3.17,0,0,60,0,60,0,6
34,1,11.16,2.12,26.17,2.53,50,50,0,1,6
34,2,9.54,1.53,26.17,2.53,50,50,0,1,6
34,3,8.08,3.33,26.17,2.53,50,50,0,1,6
34,4,8.17,4.83,26.17,2.53,50,50,50,1,6
34,5,24.66,2.12,0,0,50,0,0,0,6
34,6,24.48,3.33,0,0,50,0,0,0,6
34,7,7.39,4.83,0,0,50,0,50,0,6
35,1,8.83,2.2,23.07,2.65,60,60,0,1,7
35,2,11.1,1.67,23.07,2.65,60,60,0,1,7
35,3,8.62,3.17,23.07,2.65,60,60,0,1,7
35,4,9.8,3.44,23.07,2.65,60,60,60,1,7
35,5,22.72,2.2,0,0,60,0,0,0,7
35,6,25.63,3.17,0,0,60,0,0,0,7
35,7,8.62,3.44,0,0,60,0,60,0,7
36,1,8.37,2.35,31.17,1.99,30,30,0,1,6
36,2,12.28,1.75,31.17,1.99,30,30,0,1,6
36,3,7.04,4.31,31.17,1.99,30,30,0,1,6
36,4,7.37,3.54,31.17,1.99,30,30,30,1,6
36,5,28.43,2.35,0,0,30,0,0,0,6
36,6,25.55,4.31,0,0,30,0,0,0,6
36,7,9.58,3.54,0,0,30,0,30,0,6
37,1,9.93,3.03,25.8,2.45,30,30,0,1,6
37,2,15.02,1.95,25.8,2.45,30,30,0,1,6
37,3,9.65,4.46,25.8,2.45,30,30,0,1,6
37,4,9.28,4.56,25.8,2.45,30,30,30,1,6
37,5,26.45,3.03,0,0,30,0,0,0,6
37,6,27.15,4.46,0,0,30,0,0,0,6
37,7,9.31,4.56,0,0,30,0,30,0,6
38,1,8.52,2.17,28.3,2.55,30,30,0,1,6
38,2,6.86,1.84,28.3,2.55,30,30,0,1,6
38,3,7.59,3.81,28.3,2.55,30,30,0,1,6
38,4,9.33,4.23,28.3,2.55,30,30,30,1,6
38,5,26.67,2.17,0,0,30,0,0,0,6
38,6,21.94,3.81,0,0,30,0,0,0,6
38,7,8.33,4.23,0,0,30,0,30,0,6
39,1,7.13,1.93,24.96,2.42,40,40,0,1,6
39,2,12.73,1.51,24.96,2.42,40,40,0,1,6
39,3,10.14,4.17,24.96,2.42,40,40,0,1,6
39,4,6.9,5.01,24.96,2.42,40,40,40,1,6
39,5,25.51,1.93,0,0,40,0,0,0,6
39,6,29.13,4.17,0,0,40,0,0,0,6
39,7,9.16,5.01,0,0,40,0,40,0,6
40,1,4.99,1.91,29.19,2.07,40,40,0,1,6
40,2,9.88,1.1,29.19,2.07,40,40,0,1,6
40,3,7.71,2.33,29.19,2.07,40,40,0,1,6
40,4,6.82,3.33,29.19,2.07,40,40,40,1,6
40,5,13.53,1.91,0,0,40,0,0,0,6
40,6,21.83,2.33,0,0,40,0,0,0,6
40,7,7.1,3.33,0,0,40,0,40,0,6
41,1,5.94,2,24.54,2.51,70,70,0,1,6
41,2,11.62,1.29,24.54,2.51,70,70,0,1,6
41,3,6.98,3.72,24.54,2.51,70,70,0,1,6
41,4,5.97,4.19,24.54,2.51,70,70,70,1,6
41,5,20.49,2,0,0,70,0,0,0,6
41,6,20.1,3.72,0,0,70,0,0,0,6
41,7,7.22,4.19,0,0,70,0,70,0,6
42,1,7.17,1.95,24.42,2.04,70,70,0,1,6
42,2,9.38,1.53,24.42,2.04,70,70,0,1,6
42,3,7.68,3.93,24.42,2.04,70,70,0,1,6
42,4,7.05,3.7,24.42,2.04,70,70,70,1,6
42,5,16.25,1.95,0,0,70,0,0,0,6
42,6,17.33,3.93,0,0,70,0,0,0,6
42,7,7.16,3.7,0,0,70,0,70,0,6
43,1,6.75,2.47,24.41,2.14,30,30,0,1,6
43,2,9.67,1.51,24.41,2.14,30,30,0,1,6
43,3,7.22,3.95,24.41,2.14,30,30,0,1,6
43,4,6.96,4.61,24.41,2.14,30,30,30,1,6
43,5,24.14,2.47,0,0,30,0,0,0,6
43,6,20.53,3.95,0,0,30,0,0,0,6
43,7,5.42,4.61,0,0,30,0,30,0,6
44,1,8.41,2.31,27.19,2.08,40,40,0,1,6
44,2,11.7,1.44,27.19,2.08,40,40,0,1,6
44,3,9.77,4.27,27.19,2.08,40,40,0,1,6
44,4,7.49,3.81,27.19,2.08,40,40,40,1,6
44,5,22.5,2.31,0,0,40,0,0,0,6
44,6,24.37,4.27,0,0,40,0,0,0,6
44,7,8.49,3.81,0,0,40,0,40,0,6
45,1,9.27,2.72,22.54,3.37,20,20,0,1,3
45,2,10.37,1.46,22.54,3.37,20,20,0,1,3
45,3,9.82,4.15,22.54,3.37,20,20,0,1,3
45,4,9.11,4.41,22.54,3.37,20,20,20,1,3
45,5,28.22,2.72,0,0,20,0,0,0,3
45,6,25.75,4.15,0,0,20,0,0,0,3
45,7,9.5,4.41,0,0,20,0,20,0,3
46,1,7.64,2.26,22.23,2.92,50,50,0,1,6
46,2,11.37,1.85,22.23,2.92,50,50,0,1,6
46,3,8,5.04,22.23,2.92,50,50,0,1,6
46,4,10.23,4.79,22.23,2.92,50,50,50,1,6
46,5,24.43,2.26,0,0,50,0,0,0,6
46,6,26.28,5.04,0,0,50,0,0,0,6
46,7,7.47,4.79,0,0,50,0,50,0,6
47,1,8.94,2.42,24.75,2.59,60,60,0,1,6
47,2,10.51,1.4,24.75,2.59,60,60,0,1,6
47,3,7.56,4.73,24.75,2.59,60,60,0,1,6
47,4,8.82,4.57,24.75,2.59,60,60,60,1,6
47,5,23.91,2.42,0,0,60,0,0,0,6
47,6,28.08,4.73,0,0,60,0,0,0,6
47,7,8.17,4.57,0,0,60,0,60,0,6
48,1,6.34,1.98,24.42,2.48,20,20,0,1,6
48,2,8.37,1.39,24.42,2.48,20,20,0,1,6
48,3,5.54,3.55,24.42,2.48,20,20,0,1,6
48,4,9,4.29,24.42,2.48,20,20,20,1,6
48,5,25.95,1.98,0,0,20,0,0,0,6
48,6,22.81,3.55,0,0,20,0,0,0,6
48,7,6.49,4.29,0,0,20,0,20,0,6
49,1,6.22,1.72,21.28,3.3,60,60,0,1,6
49,2,11.48,1.45,21.28,3.3,60,60,0,1,6
49,3,6.13,4.05,21.28,3.3,60,60,0,1,6
49,4,8.92,3.96,21.28,3.3,60,60,60,1,6
49,5,23.21,1.72,0,0,60,0,0,0,6
49,6,21.4,4.05,0,0,60,0,0,0,6
49,7,6.26,3.96,0,0,60,0,60,0,6
50,1,8.81,2.77,30.87,2.48,30,30,0,1,7
50,2,10.17,1.53,30.87,2.48,30,30,0,1,7
50,3,9.16,3.93,30.87,2.48,30,30,0,1,7
50,4,7.52,3.87,30.87,2.48,30,30,30,1,7
50,5,24.69,2.77,0,0,30,0,0,0,7
50,6,30.09,3.93,0,0,30,0,0,0,7
50,7,9.05,3.87,0,0,30,0,30,0,7
51,1,8.77,2.22,25.77,2.65,30,30,0,1,6
51,2,9.81,1.56,25.77,2.65,30,30,0,1,6
51,3,7.57,3.29,25.77,2.65,30,30,0,1,6
51,4,4.92,4.66,25.77,2.65,30,30,30,1,6
51,5,23.96,2.22,0,0,30,0,0,0,6
51,6,21.84,3.29,0,0,30,0,0,0,6
51,7,8.75,4.66,0,0,30,0,30,0,6
52,1,8.89,2.22,24.11,2.53,70,70,0,1,6
52,2,12.24,1.66,24.11,2.53,70,70,0,1,6
52,3,9.18,3.15,24.11,2.53,70,70,0,1,6
52,4,7.99,4.3,24.11,2.53,70,70,70,1,6
52,5,24.25,2.22,0,0,70,0,0,0,6
52,6,28.69,3.15,0,0,70,0,0,0,6
52,7,8.2,4.3,0,0,70,0,70,0,6
53,1,9.26,2.8,26.39,2.72,70,70,0,1,7
53,2,11.16,1.54,26.39,2.72,70,70,0,1,7
53,3,9.19,4.1,26.39,2.72,70,70,0,1,7
53,4,8.41,4.68,26.39,2.72,70,70,70,1,7
53,5,27.67,2.8,0,0,70,0,0,0,7
53,6,28.72,4.1,0,0,70,0,0,0,7
53,7,8.19,4.68,0,0,70,0,70,0,7
54,1,7.65,2.24,22.44,2.58,50,50,0,1,6
54,2,12.25,1.55,22.44,2.58,50,50,0,1,6
54,3,9.95,5.03,22.44,2.58,50,50,0,1,6
54,4,8.43,4.92,22.44,2.58,50,50,50,1,6
54,5,29.49,2.24,0,0,50,0,0,0,6
54,6,28.43,5.03,0,0,50,0,0,0,6
54,7,8.33,4.92,0,0,50,0,50,0,6
55,1,8.28,2.06,22.33,2.59,30,30,0,1,6
55,2,9.02,1.69,22.33,2.59,30,30,0,1,6
55,3,10.13,4.56,22.33,2.59,30,30,0,1,6
55,4,8.21,3.36,22.33,2.59,30,30,30,1,6
55,5,25.79,2.06,0,0,30,0,0,0,6
55,6,19.96,4.56,0,0,30,0,0,0,6
55,7,6.98,3.36,0,0,30,0,30,0,6
56,1,8.91,1.96,22.03,2.47,70,70,0,1,6
56,2,12.3,1.83,22.03,2.47,70,70,0,1,6
56,3,8.49,4.61,22.03,2.47,70,70,0,1,6
56,4,9.23,4.13,22.03,2.47,70,70,70,1,6
56,5,34.09,1.96,0,0,70,0,0,0,6
56,6,28.72,4.61,0,0,70,0,0,0,6
56,7,8.38,4.13,0,0,70,0,70,0,6
57,1,5.37,2.7,25.65,2.41,40,40,0,1,6
57,2,9.86,1.58,25.65,2.41,40,40,0,1,6
57,3,9.26,3.78,25.65,2.41,40,40,0,1,6
57,4,7.5,4.42,25.65,2.41,40,40,40,1,6
57,5,31.13,2.7,0,0,40,0,0,0,6
57,6,23.89,3.78,0,0,40,0,0,0,6
57,7,9.16,4.42,0,0,40,0,40,0,6
58,1,8.65,2.46,29.95,2.53,70,70,0,1,6
58,2,10.14,1.46,29.95,2.53,70,70,0,1,6
58,3,9.55,4.11,29.95,2.53,70,70,0,1,6
58,4,7.93,3.6,29.95,2.53,70,70,70,1,6
58,5,25.28,2.46,0,0,70,0,0,0,6
58,6,29.61,4.11,0,0,70,0,0,0,6
58,7,9.07,3.6,0,0,70,0,70,0,6
59,1,8.76,2.2,28.72,2,70,70,0,1,6
59,2,10.49,1.73,28.72,2,70,70,0,1,6
59,3,9.3,4.79,28.72,2,70,70,0,1,6
59,4,8.25,4.35,28.72,2,70,70,70,1,6
59,5,22.75,2.2,0,0,70,0,0,0,6
59,6,28.3,4.79,0,0,70,0,0,0,6
59,7,7.14,4.35,0,0,70,0,70,0,6
60,1,7.53,2.84,26.13,2.97,30,30,0,1,6
60,2,9.32,1.55,26.13,2.97,30,30,0,1,6
60,3,8.76,5.92,26.13,2.97,30,30,0,1,6
60,4,7.89,4.82,26.13,2.97,30,30,30,1,6
60,5,31.86,2.84,0,0,30,0,0,0,6
60,6,29.79,5.92,0,0,30,0,0,0,6
60,7,8.43,4.82,0,0,30,0,30,0,6
61,1,5.28,1.53,26.64,2.33,40,40,0,1,6
61,2,9.3,1.05,26.64,2.33,40,40,0,1,6
61,3,9.47,3.81,26.64,2.33,40,40,0,1,6
61,4,5.46,3.64,26.64,2.33,40,40,40,1,6
61,5,16.77,1.53,0,0,40,0,0,0,6
61,6,20.83,3.81,0,0,40,0,0,0,6
61,7,5.66,3.64,0,0,40,0,40,0,6
62,1,7.98,1.97,19.1,3.1,60,60,0,1,6
62,2,11.28,1.41,19.1,3.1,60,60,0,1,6
62,3,10.06,3.21,19.1,3.1,60,60,0,1,6
62,4,6.09,4.64,19.1,3.1,60,60,60,1,6
62,5,24.07,1.97,0,0,60,0,0,0,6
62,6,28.07,3.21,0,0,60,0,0,0,6
62,7,8.01,4.64,0,0,60,0,60,0,6
63,1,6.12,2.38,27.19,2.6,60,60,0,1,6
63,2,9.83,1.44,27.19,2.6,60,60,0,1,6
63,3,9.02,4.65,27.19,2.6,60,60,0,1,6
63,4,7.75,4.39,27.19,2.6,60,60,60,1,6
63,5,18.49,2.38,0,0,60,0,0,0,6
63,6,22.11,4.65,0,0,60,0,0,0,6
63,7,6.96,4.39,0,0,60,0,60,0,6
64,1,7.65,2.61,28.94,2.17,30,30,0,1,5
64,2,9.8,1.49,28.94,2.17,30,30,0,1,5
64,3,9.15,4.5,28.94,2.17,30,30,0,1,5
64,4,7.45,3.79,28.94,2.17,30,30,30,1,5
64,5,23.05,2.61,0,0,30,0,0,0,5
64,6,27.91,4.5,0,0,30,0,0,0,5
64,7,7.68,3.79,0,0,30,0,30,0,5
65,1,7.93,2.24,22.18,2.89,30,30,0,1,7
65,2,9.96,1.26,22.18,2.89,30,30,0,1,7
65,3,10.13,3.39,22.18,2.89,30,30,0,1,7
65,4,8.08,3.56,22.18,2.89,30,30,30,1,7
65,5,29.71,2.24,0,0,30,0,0,0,7
65,6,29.03,3.39,0,0,30,0,0,0,7
65,7,8.13,3.56,0,0,30,0,30,0,7
66,1,9.27,2.08,22.41,2.34,60,60,0,1,6
66,2,9.82,1.51,22.41,2.34,60,60,0,1,6
66,3,8.22,4.1,22.41,2.34,60,60,0,1,6
66,4,8.11,4.66,22.41,2.34,60,60,60,1,6
66,5,25.97,2.08,0,0,60,0,0,0,6
66,6,22.79,4.1,0,0,60,0,0,0,6
66,7,6.94,4.66,0,0,60,0,60,0,6
67,1,8.13,1.86,22.78,2.42,20,20,0,1,3
67,2,9.81,1.19,22.78,2.42,20,20,0,1,3
67,3,9.72,3.53,22.78,2.42,20,20,0,1,3
67,4,10.37,3.35,22.78,2.42,20,20,20,1,3
67,5,25.39,1.86,0,0,20,0,0,0,3
67,6,30.72,3.53,0,0,20,0,0,0,3
67,7,8.52,3.35,0,0,20,0,20,0,3
68,1,9.43,2.36,27.65,2.25,40,40,0,1,6
68,2,13.25,1.5,27.65,2.25,40,40,0,1,6
68,3,12.06,4.57,27.65,2.25,40,40,0,1,6
68,4,10.31,4.91,27.65,2.25,40,40,40,1,6
68,5,28.95,2.36,0,0,40,0,0,0,6
68,6,33.1,4.57,0,0,40,0,0,0,6
68,7,10.53,4.91,0,0,40,0,40,0,6
69,1,6.68,1.82,25.65,2.9,60,60,0,1,6
69,2,9.4,1.76,25.65,2.9,60,60,0,1,6
69,3,7.89,3.98,25.65,2.9,60,60,0,1,6
69,4,7.33,3.64,25.65,2.9,60,60,60,1,6
69,5,31.84,1.82,0,0,60,0,0,0,6
69,6,28.2,3.98,0,0,60,0,0,0,6
69,7,8.3,3.64,0,0,60,0,60,0,6
70,1,6.6,1.95,26.01,2.2,70,70,0,1,6
70,2,11.2,1.32,26.01,2.2,70,70,0,1,6
70,3,8.47,3.27,26.01,2.2,70,70,0,1,6
70,4,7.48,3.73,26.01,2.2,70,70,70,1,6
70,5,26.21,1.95,0,0,70,0,0,0,6
70,6,20.65,3.27,0,0,70,0,0,0,6
70,7,6.98,3.73,0,0,70,0,70,0,6
71,1,9.89,2.78,18.32,2.53,50,50,0,1,6
71,2,11.98,1.66,18.32,2.53,50,50,0,1,6
