,ID,CHID,Choice,Age,Gender,Household,Education,Employment,WFH,Income,Follow-up,Residential,Technology,Disability,Driving,Bike,Scooter,Multimode,Public_Transit,D_walk,D_car,D_bike,Long_w_trips,Long_r_trips,Long_s_trips,PT_averse,PT_1,Ebike_1,Rideshare_1,Addon_1,PT_2,Ebike_2,Rideshare_2,Addon_2,PT_3,Ebike_3,Rideshare_3,Addon_3,PT_4,Ebike_4,Rideshare_4,Addon_4,Somerset,Lockyer_Valley,Scenic_Rim,Noosa,Redland,Toowoomba,Ipswich,Sunshine_coast,Logan,Moreton_bay,Gold_coast,Brisbane,LGA_1,LGA_2,LGA_3,Age_1,Age_2,Age_3,Live_alone,Live_housemate,Fam_nokid,Fam_kid,Fam_singl,Full_time,Part_time,Casual,Home_duties,Unemployed,Full_student,Part_student,Retired,Income_1,Income_2,Income_3,MaaS_1,MaaS_2,MaaS_3,MaaS_4,av_1,av_2,av_3,av_4,Price_1,Price_2,Price_3,Price_4
22,8,2,4,5,1,2,3,7,0,2,0,6,0,0,2,0,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,3,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,45,40,60,0
23,8,3,4,5,1,2,3,7,0,2,0,6,0,0,2,0,1,1,1,0,0,0,0,1,0,1,2,0,2,1,3,3,0,3,4,3,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,55,50,60,0
24,9,1,4,2,1,4,0,4,0,1,0,6,4,0,1,2,2,1,0,1,0,0,1,0,0,1,4,1,2,0,0,0,1,3,1,2,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,65,25,70,0
25,9,2,4,2,1,4,0,4,0,1,0,6,4,0,1,2,2,1,0,1,0,0,1,0,0,1,3,3,3,1,3,2,3,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,75,75,65,0
26,9,3,4,2,1,4,0,4,0,1,0,6,4,0,1,2,2,1,0,1,0,0,1,0,0,1,0,0,1,1,1,3,0,0,4,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,25,45,50,0
27,10,1,3,3,1,3,3,2,2,4,0,11,3,0,2,2,0,1,1,0,0,0,1,0,0,0,0,2,0,1,2,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,35,55,35,0
28,10,2,3,3,1,3,3,2,2,4,0,11,3,0,2,2,0,1,1,0,0,0,1,0,0,0,0,1,2,3,2,2,3,2,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,50,75,60,0
29,10,3,1,3,1,3,3,2,2,4,0,11,3,0,2,2,0,1,1,0,0,0,1,0,0,0,4,3,0,2,3,3,1,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,50,60,65,0
30,11,1,4,5,1,2,0,7,0,1,0,11,0,0,2,2,1,1,1,0,0,0,1,1,0,1,4,0,0,3,2,1,0,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,30,40,70,0
31,11,2,4,5,1,2,0,7,0,1,0,11,0,0,2,2,1,1,1,0,0,0,1,1,0,1,0,1,2,2,4,2,3,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,50,75,40,0
32,11,3,4,5,1,2,0,7,0,1,0,11,0,0,2,2,1,1,1,0,0,0,1,1,0,1,3,3,0,1,2,3,1,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,50,60,50,0
33,12,1,4,4,0,3,6,2,1,2,0,2,0,0,2,2,2,1,1,0,0,0,1,1,0,0,2,0,1,1,0,3,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,40,60,25,0
34,12,2,4,4,0,3,6,2,1,2,0,2,0,0,2,2,2,1,1,0,0,0,1,1,0,0,1,2,3,0,4,1,2,2,3,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,70,65,55,0
35,12,3,4,4,0,3,6,2,1,2,0,2,0,0,2,2,2,1,1,0,0,0,1,1,0,0,4,2,1,3,2,3,0,1,3,1,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,60,50,65,0
36,13,1,2,1,1,3,3,0,2,3,1,8,3,1,2,2,2,1,1,1,0,0,1,0,0,0,4,2,1,1,3,0,0,0,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,60,30,70,0
37,13,2,1,1,1,3,3,0,2,3,1,8,3,1,2,2,2,1,1,1,0,0,1,0,0,0,2,2,2,1,4,0,0,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,75,30,65,0
38,13,3,1,1,1,3,3,0,2,3,1,8,3,1,2,2,2,1,1,1,0,0,1,0,0,0,1,0,1,1,2,1,3,3,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,35,65,35,0
39,14,1,4,5,0,2,1,7,0,0,0,11,0,0,2,2,2,1,1,0,0,0,1,1,1,0,3,2,1,0,3,0,3,3,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,60,55,65,0
40,14,2,4,5,0,2,1,7,0,0,0,11,0,0,2,2,2,1,1,0,0,0,1,1,1,0,4,3,0,2,2,1,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,50,65,45,0
41,14,3,4,5,0,2,1,7,0,0,0,11,0,0,2,2,2,1,1,0,0,0,1,1,1,0,0,3,3,3,1,0,3,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,60,50,25,0
42,15,1,4,4,0,0,2,1,0,1,0,3,0,0,2,1,2,1,0,1,1,0,1,1,0,0,0,2,1,2,4,1,3,3,3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,45,65,40,0
43,15,2,4,4,0,0,2,1,0,1,0,3,0,0,2,1,2,1,0,1,1,0,1,1,0,0,3,2,2,0,2,3,0,2,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,75,50,25,0
44,15,3,4,4,0,0,2,1,0,1,0,3,0,0,2,1,2,1,0,1,1,0,1,1,0,0,1,0,3,0,4,3,2,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,50,75,35,0
45,16,1,4,5,0,2,0,7,0,2,0,3,0,0,2,2,2,1,0,0,0,0,1,1,0,0,2,3,2,3,2,2,2,0,4,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,75,75,30,0
46,16,2,4,5,0,2,0,7,0,2,0,3,0,0,2,2,2,1,0,0,0,0,1,1,0,0,1,0,3,0,3,2,1,1,1,1,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,50,60,60,0
47,16,3,4,5,0,2,0,7,0,2,0,3,0,0,2,2,2,1,0,0,0,0,1,1,0,0,0,1,0,0,4,3,3,1,3,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,25,75,40,0
48,17,1,1,3,0,3,1,0,0,3,0,10,4,0,2,2,2,1,0,1,1,0,1,0,1,1,4,1,2,3,3,3,3,0,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,65,75,75,0
49,17,2,3,3,0,3,1,0,0,3,0,10,4,0,2,2,2,1,0,1,1,0,1,0,1,1,2,2,0,3,0,0,2,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,50,40,50,0
50,17,3,2,3,0,3,1,0,0,3,0,10,4,0,2,2,2,1,0,1,1,0,1,0,1,1,0,0,1,3,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,25,45,70,0
51,18,1,4,4,0,3,1,0,5,5,0,11,1,0,2,2,1,0,0,0,0,0,1,1,0,1,0,3,1,2,1,1,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,45,60,15,0
52,18,2,4,4,0,3,1,0,5,5,0,11,1,0,2,2,1,0,0,0,0,0,1,1,0,1,3,2,2,0,2,1,0,2,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,75,40,75,0
53,18,3,4,4,0,3,1,0,5,5,0,11,1,0,2,2,1,0,0,0,0,0,1,1,0,1,3,0,1,0,1,2,3,0,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,40,70,60,0
54,19,1,4,2,1,2,4,0,5,5,0,11,4,0,1,2,1,1,0,0,0,0,1,1,0,1,0,0,3,0,2,2,3,3,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,40,75,40,0
55,19,2,4,2,1,2,4,0,5,5,0,11,4,0,1,2,1,1,0,0,0,0,1,1,0,1,2,3,1,1,4,1,2,2,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,60,65,50,0
56,19,3,4,2,1,2,4,0,5,5,0,11,4,0,1,2,1,1,0,0,0,0,1,1,0,1,1,0,1,3,1,2,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,35,55,55,0
57,20,1,2,1,0,3,3,0,2,2,1,11,3,0,2,2,2,1,1,0,0,0,1,1,1,1,2,2,0,1,3,3,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,50,50,30,0
58,20,2,4,1,0,3,3,0,2,2,1,11,3,0,2,2,2,1,1,0,0,0,1,1,1,1,2,3,2,0,4,3,3,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,75,75,35,0
59,20,3,4,1,0,3,3,0,2,2,1,11,3,0,2,2,2,1,1,0,0,0,1,1,1,1,4,1,3,2,0,2,2,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,65,60,35,0
60,21,1,4,3,1,4,2,3,0,0,1,2,0,0,2,2,2,1,1,0,0,0,0,0,1,1,0,0,2,2,0,2,3,2,1,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,40,60,50,0
61,21,2,4,3,1,4,2,3,0,0,1,2,0,0,2,2,2,1,1,0,0,0,0,0,1,1,4,3,2,3,1,2,1,3,4,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,75,55,65,0
62,21,3,4,3,1,4,2,3,0,0,1,2,0,0,2,2,2,1,1,0,0,0,0,0,1,1,3,0,0,1,3,1,0,1,2,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,30,40,60,0
63,22,1,1,2,0,4,2,1,1,2,1,11,4,0,2,2,2,1,1,0,1,0,1,1,0,0,1,0,1,1,4,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,35,50,35,0
64,22,2,1,2,0,4,2,1,1,2,1,11,4,0,2,2,2,1,1,0,1,0,1,1,0,0,2,1,3,2,0,3,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,65,60,75,0
65,22,3,1,2,0,4,2,1,1,2,1,11,4,0,2,2,2,1,1,0,1,0,1,1,0,0,3,0,2,2,2,2,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,55,60,25,0
66,23,1,1,4,1,3,3,0,1,3,1,10,4,1,2,2,2,1,1,0,0,0,0,0,0,0,3,0,1,3,2,3,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,40,50,65,0
67,23,2,1,4,1,3,3,0,1,3,1,10,4,1,2,2,2,1,1,0,0,0,0,0,0,0,4,1,3,3,4,2,2,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,65,75,35,0
68,23,3,1,4,1,3,3,0,1,3,1,10,4,1,2,2,2,1,1,0,0,0,0,0,0,0,3,3,1,3,1,2,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,60,70,15,0
69,24,1,4,1,1,0,3,0,0,2,0,9,1,0,2,2,2,1,0,0,1,0,1,0,0,0,3,1,1,0,0,2,3,1,1,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,50,60,70,0
70,24,2,4,1,1,0,3,0,0,2,0,9,1,0,2,2,2,1,0,0,1,0,1,0,0,0,4,1,2,1,1,2,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,65,45,30,0
71,24,3,4,1,1,0,3,0,0,2,0,9,1,0,2,2,2,1,0,0,1,0,1,0,0,0,2,3,1,2,0,3,2,0,3,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,60,60,55,0
72,25,1,4,4,1,0,4,7,0,0,0,11,4,0,2,2,2,0,0,0,0,0,1,0,0,0,0,1,2,0,1,3,3,2,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,50,70,45,0
