choice,attr1_1,attr2_1,attr3_1,attr4_1,attr5_1,attr1_2,attr2_2,attr3_2,attr4_2,attr5_2,attr1_3,attr2_3,attr3_3,attr4_3,attr5_3
3,831.5880446,109.913518,167.3662457,71.64659345,208.7139461,681.6241442,62.45385894,449.3711527,75.46955877,220.2396806,203.2266705,167.6650149,340.7892929,90.08937089,112.4453391
1,361.7106713,77.56983293,806.7559155,88.86684469,138.0153599,664.9102865,187.367745,486.7100603,81.70984709,134.5989644,125.9681452,199.8482312,785.7290036,83.83933112,155.2335484
2,369.4525504,173.1284665,782.8638685,89.06748322,248.8423439,647.8426831,72.99325137,145.8072978,89.30354135,212.0128713,46.19778043,75.69730058,580.5177663,70.91144792,117.3901027
3,559.1430758,167.8143965,570.5216522,75.4237281,234.4677666,263.0101136,110.6342669,652.4014094,84.17962248,263.5676078,662.6559967,148.5325841,86.94721057,78.37650163,139.557099
3,269.4184565,211.6736323,346.3002333,89.16958501,217.2596786,793.0924891,138.2866043,505.5087445,80.94548544,124.7019865,724.2995736,103.6715707,26.8702713,84.09397857,120.8517882
2,931.5614426,208.6964881,798.2420726,78.42678743,86.52630829,920.0197502,126.6705571,843.1017067,90.6428877,264.3715333,317.3907861,119.9482725,743.0426429,77.33093699,119.2342032
3,566.8129379,205.9234435,608.6927678,82.54167868,103.8786343,622.1501809,214.3327041,127.1457936,81.47681155,269.5448819,741.7133345,168.6132967,614.2833176,78.20720133,145.5852952
1,806.9252415,186.2586389,756.8457202,89.60585272,191.8222543,514.2527281,184.4147769,568.7916137,85.25689096,252.2221718,883.5948231,112.5993933,331.1293556,72.74182848,206.0357549
3,71.62484579,132.5078182,475.8341994,76.70556455,208.7012732,66.45103585,65.69286205,718.3253444,78.22159998,110.2241803,533.9581506,179.9991957,192.747387,83.62914323,101.3668689
2,86.58856358,142.7670756,474.0936071,83.92842995,237.4218522,965.2105448,140.4183268,285.5455542,87.17576347,140.7525435,454.7904217,72.10650637,27.76657044,90.62288858,260.7555394
3,699.1266465,123.6701308,155.9117675,74.02743519,136.3806185,559.6116595,171.3561327,577.6555804,76.56955548,285.9995086,738.9831672,146.355414,535.6662795,79.44451287,135.8472421
3,375.8823302,178.1039682,18.27565772,73.19655439,93.01242418,76.17546693,193.3336457,615.3000138,80.56788626,104.0182827,504.8402576,133.7362704,155.8316893,79.73787458,167.862405
3,622.9515107,158.9522964,45.04961379,78.51846901,216.138802,515.792851,193.494229,576.3530723,74.16118056,98.22876914,648.2112104,64.00210705,513.1931965,90.16142182,205.4399392
3,406.492714,160.2308017,402.7360837,82.03850347,283.1540643,404.5273134,209.8294934,790.0014908,74.83751928,97.97238102,133.2650996,62.70879288,87.61260096,84.86660681,98.36039838
3,340.708707,191.6821458,25.96595682,87.57267961,143.0930563,149.795004,168.5698337,550.5836522,88.86957544,239.3285958,801.3348273,103.868499,159.5022614,86.25828285,254.5668351
1,979.141421,124.2418974,328.0415529,86.78932594,155.6101847,922.3383171,193.7942389,377.3927544,86.26355899,243.4632269,135.4953493,200.6809258,443.4459138,87.81946678,151.2033117
1,888.8407569,120.5885652,15.19567641,89.44408791,102.6279958,341.0300554,208.0932249,829.2015959,82.61118672,217.4080158,463.7975853,105.6121944,290.4897504,84.6507101,243.0028026
1,790.0195334,183.0609975,84.80891203,80.98464972,95.46623999,559.8989821,128.752837,774.7165488,78.03066585,108.1021702,173.3982497,178.6757019,541.2941005,72.88881693,101.1034285
1,703.8753935,71.21823375,717.6839397,85.34489688,100.5177918,118.1104404,213.8000141,329.9927966,78.43673894,255.8334014,938.0167861,213.7003939,658.366574,78.55237107,100.974732
1,776.298703,146.9873203,373.2593461,89.46410445,106.8558386,505.7997462,61.63722864,411.7510298,71.96623224,108.4739548,149.1878961,161.1547571,652.0146393,82.8156088,287.5511273
3,393.8488349,104.4422597,758.1682063,75.40986504,287.7740815,49.00944486,211.1850244,43.1924474,89.15098812,195.2958483,981.4798493,71.37948812,485.5437306,90.75986029,194.3183951
2,635.8323016,168.415613,399.5209888,83.7252235,207.3170454,894.1978248,66.95633089,249.1719739,90.37099755,272.2820842,470.6534056,156.6180932,246.0693252,74.67963672,181.705571
2,373.3910303,150.9270815,73.14024946,90.86468214,292.6553765,701.2063416,143.5068746,273.9137989,87.55881672,228.6394723,192.0562626,201.9874693,718.2705,90.35840868,237.3428991
1,620.6366144,125.1195583,813.715524,88.63474497,92.84595628,62.52147176,118.6011511,707.8903212,91.12983763,115.183653,602.3025828,119.291922,845.925076,88.14184995,261.2542357
3,483.0473042,124.5854232,242.627045,71.96771887,266.8586444,810.290631,215.8404406,869.0714155,82.24053856,246.5303679,935.6563075,192.4266792,220.0553866,80.08148096,110.6698594
2,944.4839725,154.4403908,203.8533052,84.63387669,214.4970649,377.9644319,77.58294957,587.5090434,81.51752868,247.2376645,531.9808941,192.8220475,483.8568997,82.35388225,269.3921104
3,421.0509452,80.77472216,30.73922885,86.35137631,214.9602426,706.8327203,93.09222736,123.9300803,71.10665237,157.6877145,598.2971964,121.0632311,384.738703,89.41890727,157.1925202
2,526.1111726,182.130326,349.28426,83.61259791,266.3578071,940.176853,82.81205296,808.3964591,80.93722281,138.0796478,473.9609439,212.7691984,432.5024032,77.57444343,217.7400382
3,265.7638873,71.70194173,117.440902,73.44301662,115.4991469,169.438991,159.8542548,163.3485517,77.922644,273.6675175,488.056124,164.0172992,155.0677231,74.76542999,91.92226971
2,198.0629932,103.3311344,159.1306202,72.63315458,108.8599777,475.5229787,92.05775464,321.3302255,81.16984772,229.842088,74.82862565,184.588772,549.6807005,72.49022611,268.7391722
1,912.9405774,69.39514868,245.6331753,87.40250342,242.1290613,212.8807848,92.52824522,326.7024593,80.7809184,214.5239324,388.1854869,132.029886,653.2498575,71.56236296,136.8465003
1,715.6456687,199.5348022,449.0111559,81.76054478,106.0010737,462.8153499,142.9640702,215.8305275,76.34949353,163.3564477,56.53598676,110.1162019,188.9595809,77.54862516,108.6744486
1,884.0910379,152.477336,594.0305906,87.05194864,189.0830373,120.0903733,143.6644808,514.116139,86.15175238,174.9024682,158.746431,104.1401794,320.3015853,84.10313755,204.4428217
1,376.0002637,213.7806163,530.5160595,75.69045132,104.8566638,182.7793824,98.23983881,144.9867338,74.64764562,143.7811187,202.2827693,199.7779708,75.3049178,81.60405949,170.3875613
1,971.4154173,77.34600561,350.4213906,90.76331638,267.0252775,814.2561191,100.1034969,153.827113,84.57094033,280.5871351,566.7764596,149.0480831,248.3195735,86.64688067,122.9609673
1,345.1804926,126.2418632,445.4883626,75.79713953,107.6286133,617.979222,104.8975949,509.2630436,73.98473621,185.4091254,543.7944049,67.95128618,297.3669576,73.57411593,96.70124895
1,978.6233676,110.1590571,707.3022873,76.04890689,227.953946,760.2135144,152.7965949,414.2764067,79.28479473,157.3226415,921.1706675,189.4579591,841.6916513,73.36585327,238.4360138
1,929.5477085,88.14158501,63.40584179,86.06285156,205.227374,837.7926735,81.67294459,694.6499363,74.9576542,117.9948214,193.623856,186.9546888,581.986326,81.57429503,159.43801
2,871.4211156,121.0946005,713.1273163,79.8466278,163.284309,477.3303034,106.8864146,653.3697727,81.15550278,132.5521013,892.6924284,119.7600349,476.6208835,89.46652778,215.794405
2,148.5906516,206.4971786,549.5141033,77.70112049,112.8171721,792.345119,156.6087568,467.8796338,89.20758456,250.6942946,181.65349,108.5003016,221.0437266,86.121016,90.36451145
3,579.2562884,178.823616,765.2418412,77.84883758,257.6293098,142.633187,191.9281842,116.2359994,78.98521575,252.541253,179.9826548,95.63333942,631.4063072,85.62884576,219.3849823
1,697.200726,144.5409782,223.9106996,77.92323499,121.8045618,901.1309572,150.8858431,353.0162964,80.31741361,284.389566,183.2473847,151.3286298,443.9970673,83.393734,87.08976441
2,866.5946891,205.2936756,495.313244,85.14746269,279.1269623,709.8358996,83.66478251,504.9755919,83.29618019,173.3037936,737.6020826,205.6445197,807.5137284,80.08755825,107.28913
3,973.7566293,190.7495873,113.7882019,89.76232226,267.957284,530.7207755,152.115838,351.4149854,71.93449842,154.4197483,800.7382714,60.58853035,294.6773884,79.00335898,197.3543685
1,911.9739062,113.9022796,306.3309484,85.98834801,179.2678195,250.9890303,130.4548466,127.8153522,74.4380947,189.0672337,435.73243,202.5988621,319.705312,82.75837536,217.4987007
3,49.9030991,163.3900471,160.0188688,90.59040425,114.8111755,431.6430981,73.1819876,869.2770585,81.14468811,209.6677892,101.2245786,176.8736614,187.6235788,89.29325118,126.8034329
1,218.743556,65.56827791,414.7014883,82.43422687,97.19677814,774.7592121,130.5873561,460.0227036,79.88013603,168.341936,569.5120813,84.08622053,163.3901681,88.54667898,284.1415799
1,392.3645196,102.1070642,563.6254035,79.22084399,88.63478026,185.9105202,171.5708622,576.5525616,71.36501508,130.3776355,257.1401269,164.6936408,22.88115884,72.95028029,253.0977343
1,207.1989764,161.7064087,212.1166045,72.85420856,134.8792309,724.123517,193.370448,724.9250037,78.98307988,225.1048678,232.3355141,105.6023587,782.1930658,71.0748958,101.4010695
3,235.0944488,64.0053668,162.9634071,82.80887347,172.7291784,886.1297785,187.4022816,301.8823975,76.14735797,163.8678124,598.6558587,101.6887732,546.4312566,79.2347896,200.4654715
1,452.0857425,105.8079959,827.3359911,86.52569689,112.9957712,863.1189412,135.9142013,780.6481613,87.27187373,173.5337215,58.81590476,101.7845247,474.9589977,83.84708658,138.0039059
2,169.9418252,190.1305288,858.474048,81.62832434,119.698491,296.3404829,62.73513677,797.7521776,73.23110427,205.6612598,298.0022309,146.3279469,570.0531625,87.88707321,127.0755734
1,47.9079035,81.22255832,785.3830395,88.7958431,210.0984309,608.3739823,163.6239662,157.7107794,89.62996526,172.1656249,401.709292,140.8266833,46.4891613,74.23011684,239.9576658
1,116.17189,153.9688205,218.3239074,78.82071113,144.5452354,375.5971518,172.050413,263.1681037,82.46641087,184.3283831,668.4156835,206.0287507,640.3448369,75.23169678,89.86566325
1,286.7921909,152.7090981,50.35217413,81.02470596,209.9773438,355.2244607,180.1425223,98.14122526,72.35393102,237.867217,508.5246949,167.2694544,382.4454294,75.87931903,257.1717218
1,797.4701248,168.2514473,241.5339873,82.95685757,159.8931403,124.5223992,202.9838653,124.3173956,90.36741317,177.9487333,213.4625359,144.4124975,761.9332208,85.87973678,254.5087409
3,663.7687834,167.8738968,741.3613777,75.94654748,187.1683256,247.7609929,213.9604682,823.5300414,71.61883875,233.0654687,917.1008242,88.03896826,497.748972,89.65212142,90.45232298
1,700.5014375,106.2578363,806.4982949,90.79600069,283.7489706,488.296252,194.3605708,737.3369042,77.37577965,259.2554387,72.63769966,152.8950642,205.0365294,73.28906615,99.58443848
3,699.4257125,112.8926782,633.58405,72.152585,150.192734,550.3561017,183.2334016,281.9041757,83.69091525,271.3719912,622.9639557,96.21186895,26.94373614,88.71780309,87.76059186
1,869.0454059,142.389901,819.2064009,87.24980674,295.1447056,370.8807523,179.5615222,353.9513308,80.68525475,216.4882161,868.0713435,213.4012134,671.2684657,79.40677572,172.7148352
1,738.6840582,97.11953407,101.4984027,78.10697556,144.2363361,319.1583811,96.31301214,42.26847798,71.17518369,292.9763579,444.14405,119.8279694,594.502625,75.29990369,284.9581771
2,785.0434669,73.81563144,367.5068681,88.90346357,283.8478215,481.8193155,155.5694594,150.4891809,91.20996271,132.4372271,933.7225967,161.2228354,532.2154759,81.36069151,132.2244868
1,205.2817374,94.265807,167.2967365,86.85460993,157.5895502,92.44587201,211.0639232,771.3226127,89.90456936,294.5021063,202.7787131,121.6869895,662.5764417,85.13449022,115.922384
2,813.0782355,94.8827613,199.6738402,81.86060472,209.1486025,588.9502686,74.13950041,765.8440293,76.27450034,110.7453473,882.3995262,208.9652959,752.5627379,87.4707368,222.3777635
1,561.1619949,73.43740444,359.600791,78.47886243,138.4001515,725.2198635,137.2317064,76.00866014,75.33961764,228.3268223,109.8327092,192.6699939,434.6924716,80.69988944,209.0356062
1,821.4900044,114.1305682,593.089779,82.45256417,139.9448095,872.78011,184.2791722,576.1436335,88.31605253,267.4047434,710.904828,190.4555299,609.9415037,84.80761162,214.599654
1,753.0724898,84.61120131,768.7976003,88.7537159,89.45460615,822.5698111,79.97194994,296.0803188,86.11199924,117.3798774,815.1069639,189.6942915,445.364807,70.93870772,144.193686
3,623.9752592,212.9491819,553.0701669,76.15518311,217.8684712,550.8258376,181.5362667,98.47243863,86.4726323,198.176328,952.9842869,113.204279,553.7703543,89.992585,105.0110886
3,928.4905431,167.1888436,64.56720361,77.00244061,233.6168956,101.4851922,150.6952921,305.4040144,83.58848971,92.95708686,866.0365221,211.7482739,845.0272476,86.23846163,110.8666606
1,758.3456803,63.7018657,24.97125381,77.46861049,187.0023246,769.8913658,166.4726641,392.0386488,76.43972433,294.9727937,442.630673,130.2906383,147.535412,87.1680104,230.540131
2,247.3428412,72.71882715,595.2406239,84.28004014,141.267949,941.453604,83.43369532,380.2864529,90.23111431,172.3687893,644.5097653,121.8979858,243.3270283,91.06194006,170.161883
2,887.4869162,95.74305339,190.3945724,71.44813713,221.6186182,387.8172792,194.7218474,415.6914943,90.73702987,122.6385871,863.2664845,181.0294336,673.5624733,88.19669332,244.8394215
1,632.8106306,80.3424958,33.98176201,89.76244505,214.1832435,794.73341,134.992311,107.4179162,73.38414401,228.8165875,446.5519823,91.15144365,431.615831,72.12896628,206.819554
2,293.1898898,184.299935,274.6364866,80.17773434,85.71175919,106.3303046,121.1021595,421.5199313,83.15837733,145.1756367,698.1832337,194.0609754,681.2966851,71.62279126,185.2746819
1,137.2126337,97.62938272,860.4319634,73.74045647,189.1777309,625.1435121,169.4634781,490.5627009,71.00838573,152.5647679,529.6498778,73.57466016,309.5130451,71.49072698,99.92955228
1,414.8146491,80.57197993,497.3987057,84.9995455,253.2401318,227.7397125,85.9962532,96.38253013,83.90785262,233.2566916,67.48341165,205.9324102,50.82464738,81.94956911,233.8055442
1,865.4968183,171.2767207,700.2461022,77.79466833,256.2635041,113.6203425,199.4739265,480.119815,87.63091906,179.2891264,649.312534,141.9944759,639.4937535,72.48756968,96.05937192
2,272.3785916,84.7577925,760.9264909,75.31966685,290.4586246,357.7456609,88.27963803,689.8263705,84.36642423,189.0306995,565.446085,172.0747321,203.6904085,91.31628759,290.2309772
3,655.7279457,90.99819032,595.0058385,72.29342552,89.75298914,282.4368205,132.0436532,757.8852934,85.77566535,240.9499063,441.9766122,113.8381556,327.1932869,91.13752459,91.76101411
3,861.7532594,150.1499989,385.7265745,85.73631995,186.5831143,867.8299799,200.3921287,371.0929682,76.50561799,209.0234061,904.8508972,92.73307674,545.4071555,83.80760553,238.9128313
2,162.5372924,171.5478862,793.1906464,74.50594371,133.6840024,960.973225,88.10162653,745.8563484,80.94054851,135.7410906,865.2884003,129.3417689,451.7308726,78.20189502,209.1509205
2,192.918497,120.8818581,845.4901902,76.12080395,222.6951434,346.6168582,180.5420739,119.1680042,90.77053355,179.6015317,261.8705644,71.33271102,152.8486092,81.50654166,154.8032189
1,825.4852862,127.092334,221.2387312,83.51087524,233.3207098,196.2631435,86.01757066,37.57227646,85.96572086,224.1959271,488.6923757,191.5721742,703.6606291,82.85648135,267.6122156
2,233.1501951,77.32739528,239.45904,71.98236184,196.0323293,927.898443,66.00417414,111.5770559,80.1155461,281.5424548,338.0281439,139.0039337,41.81778004,73.86082755,292.744427
1,955.006164,60.63657753,830.245025,83.96321849,267.5372629,469.7816983,140.3084398,429.235608,84.53432129,112.8976873,65.95033259,107.9086593,616.1860283,74.96230901,226.2403081
3,959.5632701,74.51611043,588.4002716,79.94163164,267.5848183,205.8728511,167.9284078,731.7638325,90.25166379,228.3245428,510.1251728,156.2615348,758.4331317,82.55297085,89.69662531
2,922.5202552,167.4448747,591.7881183,75.24682172,223.1514189,411.9065371,161.4703321,98.13670138,84.3486707,295.4588858,83.28988697,212.3232361,358.2623303,88.73127721,249.375302
3,576.5244832,175.0776901,766.7575841,79.12628193,152.6861948,672.1445944,185.904874,666.0815612,87.22984828,175.7356378,814.9807015,78.62070181,477.4318295,70.92579689,152.1665305
1,385.8542358,121.6761731,608.2054658,78.8055298,178.5194689,263.2906155,118.1000855,202.663891,72.31395885,211.3800017,672.7334792,156.51789,407.2758457,78.62495601,266.5637634
1,530.9524912,134.6271535,28.01890695,77.83167174,163.9746637,416.6205354,150.3835527,468.0021585,83.32067669,245.6588956,810.3711846,171.9064344,833.4601934,71.18256627,124.8155875
3,44.64414532,160.883973,783.6610009,75.81921772,280.0899549,94.75108204,205.6552869,310.3755452,72.89495424,186.4138413,281.5751684,104.3113313,271.9755987,87.33713979,197.7292901
3,333.4186952,155.0892955,626.120992,76.41908497,171.0569125,153.3328646,88.12852365,595.7763988,74.54207441,194.7569899,711.5544368,76.54064066,497.2006731,76.08847294,287.7113004
2,497.167776,185.6157102,482.4014668,71.70088281,217.6870641,941.9667805,153.7285067,715.3702101,89.00820068,131.67452,239.0480748,155.1902716,361.831417,88.09537798,274.3543737
3,373.4567734,96.82207099,681.8809437,76.46400105,257.9174569,440.3080318,164.0160761,88.55877114,83.64908649,179.1722112,595.1510701,86.07919669,644.0708215,88.5674993,129.2666005
1,128.4512091,63.55390848,561.8687612,83.3039815,199.3295065,257.9694345,120.8544704,520.729582,81.03295235,292.989763,167.1692366,168.3213567,356.0196334,79.62153031,235.6183355
3,695.7629672,214.5202609,117.020432,72.95030226,237.0497243,587.3347285,102.6400229,74.59952415,72.57048953,273.1159592,219.8650224,110.3178399,202.1327301,78.11467721,97.98566111
1,530.931581,70.41466867,699.0580764,75.6181028,197.9099138,874.1577912,161.4148506,467.4436826,77.48350407,153.9535942,673.9448381,214.97012,579.0776798,82.28894735,238.3899436
1,479.7316429,69.24917495,492.85645,90.51948999,120.467935,693.4515331,91.21524934,469.9295198,72.79729361,178.8756282,756.3493066,114.0934851,581.739036,87.18119296,280.1203777
3,260.531596,122.1665747,137.8274762,91.23702877,280.0828252,550.7989805,191.2387382,457.0497341,83.64345382,102.1688667,755.5004059,79.7915325,721.3284373,86.90491049,233.7384829
1,71.83220297,107.1595224,233.7101929,78.2204836,101.854247,928.2332187,146.2693211,270.4462311,78.97892155,178.2028538,608.447637,140.3214516,802.163757,81.03699976,293.9182146
1,846.9159,92.39737539,811.8677375,73.20260123,256.8208082,399.3180223,196.8462082,757.6983594,87.39682458,250.9986243,327.1168283,72.49076495,354.8601793,74.37917217,230.8095603
1,366.4959733,212.0792256,561.0030847,87.73760425,111.3844352,856.9835125,203.8331707,427.6897768,83.28666792,245.643297,203.6755961,138.2755244,351.1207661,73.82029239,161.2861965
1,102.2664017,63.89298705,122.8861766,90.6324953,199.930877,955.6749579,127.3435794,275.8960576,81.22593207,176.5697852,137.9109389,159.8466988,192.9354815,83.5611625,221.3073858
2,181.9862147,69.43753383,682.0854226,80.27201698,95.59471269,983.2876526,68.88069299,607.8312969,91.05579101,134.0315547,172.6925218,78.80416164,268.4980596,72.8872347,230.2171878
1,96.67571554,139.3451963,869.1234006,87.56242415,213.8794125,328.6137106,157.2052286,462.3191051,79.57796876,110.9991892,880.3613234,130.0406378,174.3857384,78.37739804,171.1802074
2,824.2061283,174.3233667,672.1619089,71.03433078,171.610034,495.0747832,62.86020136,230.852365,86.45743931,112.3580171,546.3810122,93.44135191,16.30708708,75.77226781,290.4604293
3,799.4868113,209.5776919,428.3758967,73.06612194,199.5974947,469.4370444,191.6012925,90.76515301,80.85745468,115.1054641,346.1280605,174.9072972,418.1239098,78.54472804,167.0070063
1,474.2566276,182.3430623,778.5108388,90.47233918,250.3346293,337.31586,167.2276897,384.8497486,76.04952375,261.7941874,73.98649159,200.5575284,405.5291329,83.92372794,223.2508895
1,888.4552539,159.1981866,537.5829874,72.17925633,193.3225624,180.2218293,174.9192624,449.4827704,84.80940262,92.09305073,118.0669946,171.6256495,68.24609354,72.27404149,85.81536694
2,946.8135753,174.9309,311.7863047,76.91129276,157.4999369,773.9282065,163.051992,166.2203444,74.3912104,104.1375088,665.2132541,179.122232,235.385255,71.23839921,100.6925229
1,957.6123936,105.9607409,672.0911027,83.66564145,164.3449875,233.0038347,78.80439235,538.5179235,86.75270242,219.9703206,541.6198367,66.41102126,844.6902378,87.2483855,145.4218349
2,969.1258239,153.7705957,510.2889745,86.20596587,255.614739,661.5776157,79.85117261,298.8076058,89.91139018,130.9389433,391.2785258,127.2778963,386.4104816,83.42430912,283.4961488
1,266.2840165,78.82232796,176.852589,89.06415833,220.3751577,309.2696867,187.1687805,751.9065048,88.23232736,278.368307,277.2631584,177.6664636,404.7166879,88.13937219,237.9313266
3,775.6337074,162.2393262,159.4929289,82.02636128,292.3281609,928.6422574,66.60175598,148.5670231,73.51882797,237.3981925,814.9342246,93.17760151,443.9658971,88.11270446,238.8466924
3,552.9666806,151.9710925,446.1381404,76.93214218,203.2205316,692.387124,196.1205024,556.9487538,86.47455972,117.2337327,476.263306,61.32175506,219.4757093,85.76110481,293.8443071
3,131.74405,122.5064457,698.8107492,75.00722814,201.1105086,734.3953806,155.9710609,168.6709012,78.12266941,249.6739146,564.3650879,60.68176561,664.9604047,71.53412416,241.5927123
3,229.9551772,209.3431702,324.5098631,77.53697977,114.8590203,327.9963117,196.6397084,868.8093977,78.38872321,178.5018465,723.9371831,198.1289093,519.4892169,78.86661628,170.8600188
2,698.7881356,60.36795753,542.4818655,78.12490163,251.8834191,125.8615435,151.6363664,422.4156052,84.0292039,97.01521866,588.8528961,147.4679105,491.4387609,83.22974621,226.8848643
1,802.7685704,101.9629103,720.4464794,81.06359903,99.60675054,93.11921797,112.0132565,685.6673997,85.37451194,250.6980643,529.2291041,128.5450976,133.5282225,77.56293964,175.4035503
2,121.6877079,94.28542535,523.9768407,85.95051096,295.2324868,924.5782055,160.1179972,370.6833764,83.90264711,250.06883,149.9579216,123.818652,733.2250682,78.70826499,204.6751136
3,596.2547521,88.64758263,319.5680599,77.69300349,88.80684987,60.45346791,189.6260904,242.3357829,81.47164719,146.6753867,931.771228,100.3209762,377.9668433,88.77196864,262.0196889
3,214.3832923,185.0931664,402.6789128,80.74892777,111.5872827,114.0830241,173.4379494,435.8311687,79.79960858,238.1473926,765.2380767,84.65848469,534.3708292,73.59345311,242.7905816
2,662.0306776,209.115561,65.53815004,71.98170036,143.1636166,286.2613495,98.39914487,790.7844609,75.94404011,140.9898271,759.4248042,130.0336472,678.5765178,72.15278708,186.7746977
3,69.41094247,69.64091604,790.9428609,73.67355333,196.2979983,428.2884826,114.0578819,785.2225404,71.25648137,224.1927757,953.3668832,147.2625268,817.2616307,71.8829598,172.170465
2,284.7897457,173.8875418,855.7844929,76.08779939,222.1511172,225.7882654,148.0679061,407.6556144,90.81549594,212.458404,369.73472,77.66691766,136.8147564,75.44529284,136.5343018
2,846.1468673,147.4270648,459.1570836,73.16971697,265.8855616,724.6439108,70.42337424,618.9182376,81.99571711,100.5977513,473.1669884,135.4875042,149.3983135,90.27397589,263.7272786
3,673.5031193,131.9925733,362.469851,84.2072174,199.0607822,96.65794455,139.8258149,704.2959383,80.26047842,94.27667755,784.9799449,91.28235194,229.8195592,74.19765477,153.3618373
3,756.9084947,140.8997241,183.2716336,88.87694602,270.0138929,865.1253754,97.12250866,396.6611172,91.08277174,247.1727067,63.28246791,70.0389801,407.6546531,89.52309592,197.6317248
1,510.7314852,76.32171169,574.6956209,87.7298356,164.0223102,774.8392948,210.3421847,182.3060074,81.57973359,144.2148827,791.232051,149.9811801,555.4685138,87.23191725,167.3242821
3,907.4432316,143.0282876,142.6250609,85.13198921,251.6846738,338.60387,193.6017907,790.6880331,76.50719662,292.0843389,171.2304747,91.38405835,165.3795224,89.20958387,222.1761628
3,182.06173,128.5645095,538.7648331,72.52532376,270.615771,801.4513897,138.6875224,843.5103653,79.40665627,292.209374,672.4551103,158.8863976,149.5545328,88.96129469,174.0170442
1,191.6916317,61.83285655,490.6553818,81.66351229,235.9911725,883.8350793,72.2547558,639.4131719,74.66503787,265.4688164,816.1494124,144.2397548,621.0037311,77.27799589,183.2916367
2,818.5959652,131.5197801,315.7246836,80.98037108,259.1139738,356.1410981,86.97589594,622.5379211,87.80960159,104.6135368,265.5057626,82.01612524,307.1869121,80.07750494,242.2493825
3,656.5093364,156.7422793,311.0271343,88.12803014,183.3169621,968.3030839,158.8038427,115.1758684,84.72603095,152.2765616,689.9550967,70.73116567,157.2864904,88.4221765,131.4833692
1,833.2409847,103.438124,562.6573363,85.0959963,192.1009184,327.7172401,93.04233492,34.55618843,77.06384074,221.9362701,929.5138266,195.7899873,669.3553968,87.03704762,224.4465671
2,284.9124511,201.4051837,586.78069,82.34364475,106.8116693,462.4761131,131.69032,754.6727363,82.05973495,164.0181783,966.1120587,77.14032486,371.8097303,71.67231447,240.3548471
3,910.2825244,103.5568918,749.2834466,76.82242228,276.6363902,754.2563801,185.4463094,21.40521015,90.62622208,237.5449363,327.1852382,189.2668764,249.6553078,88.77245421,107.1494841
3,706.4583379,144.2248896,89.42421655,75.78651991,85.87812611,483.118423,106.8688448,524.0913408,76.92574774,146.9288215,744.0184183,67.37702824,787.8744682,88.35067864,225.0453166
3,601.4382455,199.081671,166.3369418,72.43279805,134.1016406,792.870949,65.2750563,510.6217394,91.29783565,264.9420117,533.1998885,69.79501656,725.9242676,83.13692746,107.6490345
3,126.6854753,201.7845881,585.4536657,87.87770717,269.8858621,581.046167,140.5971247,378.6343165,77.33144301,175.5259839,773.192472,153.7771238,778.8907445,79.93401116,212.1531253
3,637.6471344,152.1816352,614.4129747,75.69470565,192.0391329,136.542023,119.856783,428.2139431,84.23296433,285.0791825,608.501574,175.8803603,444.3239454,83.8599686,98.30594777
3,279.3077272,116.3216761,415.0708344,71.74691412,112.9768564,300.6253345,211.443058,292.8132347,80.72982919,124.883478,618.1313635,103.6576621,185.100395,81.4406441,84.41336058
