id,alt,chosen,FSG,FSO,TT
35,4,0,2121,41669,238
35,5,1,1792,2677,428
36,1,1,456,0,428
36,2,0,1556,434,222
36,3,0,148,3677,238
36,4,0,2121,41669,238
36,5,0,6438,77335,238
37,1,0,1556,434,222
37,2,1,456,0,428
37,3,0,148,3677,238
37,4,0,2121,41669,238
37,5,0,6438,77335,238
38,1,0,148,3677,238
38,2,0,513,104,0
38,3,0,2109,1759,408
38,4,0,1556,434,277
38,5,1,2932,2181,213
39,1,0,360,100,0
39,2,0,456,0,0
39,3,0,702,792,362
39,4,1,1792,2677,0
39,5,0,84,809,0
40,1,1,702,792,1200
40,2,0,456,0,0
40,3,0,1792,2677,0
40,4,0,360,100,0
40,5,0,388,252,1200
41,1,0,295,197,1508
41,2,0,799,148,1788
41,3,0,1850,1213,1508
41,4,1,1911,686,1852
41,5,0,148,3677,1720
42,1,0,217,216,0
42,2,1,2274,8347,801
42,3,0,1617,1259,0
42,4,0,233,1470,0
42,5,0,1816,3919,609
43,1,1,908,1905,0
43,2,0,73,1608,0
43,3,0,1399,1189,2300
43,4,0,663,1195,2600
43,5,0,233,1470,0
44,1,0,368,3797,573
44,2,0,483,884,570
44,3,1,1256,3675,573
44,4,0,1600,3585,573
44,5,0,1399,1189,876
45,1,0,483,884,570
45,2,0,16,4009,0
45,3,0,1172,726,660
45,4,0,508,4824,831
45,5,1,974,572,0
46,1,1,869,214,0
46,2,0,560,2100,0
46,3,0,1689,6187,0
46,4,0,3375,17328,1300
46,5,0,96,1841,2216
47,1,0,1689,6187,0
47,2,0,869,214,0
47,3,1,3375,17328,1300
47,4,0,96,1841,2216
47,5,0,635,5147,1500
48,1,0,96,1841,2216
48,2,0,560,2100,0
48,3,0,1689,6187,0
48,4,0,3375,17328,1300
48,5,1,869,214,0
49,1,0,96,1841,1500
49,2,0,468,728,0
49,3,0,3375,17328,1036
49,4,1,560,2100,1800
49,5,0,1689,6187,0
50,1,1,3375,17328,0
50,2,0,1394,1528,836
50,3,0,1689,6187,1300
50,4,0,96,1841,2100
50,5,0,635,5147,2100
51,1,1,3375,17328,1036
51,2,0,468,728,0
51,3,0,1394,1528,1152
51,4,0,96,1841,1500
51,5,0,1689,6187,1300
52,1,0,3400,17619,0
52,2,0,417,0,0
52,3,1,4409,19541,0
52,4,0,2701,4208,1400
52,5,0,96,1841,1500
53,1,0,1506,632,1436
53,2,0,2677,9375,1308
53,3,0,2199,9420,1308
53,4,1,36,276,0
53,5,0,1190,1597,0
54,1,0,933,1770,832
54,2,0,96,1841,0
54,3,0,635,5147,0
54,4,1,717,93,0
54,5,0,1190,1597,1952
55,1,0,1309,2066,285
55,2,0,106,327,0
55,3,0,7024,12895,0
55,4,0,772,1424,219
55,5,1,20452,83361,490
56,1,0,1190,1597,568
56,2,1,1188,3200,1388
56,3,0,1463,2508,788
56,4,0,842,956,1424
56,5,0,67,2329,1424
57,1,0,3830,7566,0
57,2,0,895,0,0
57,3,1,5190,59651,787
57,4,0,619,1542,157
57,5,0,620,1827,157
58,1,0,620,1827,157
58,2,0,895,0,0
58,3,0,3830,7566,0
58,4,0,619,1542,157
58,5,1,5190,59651,787
59,1,0,379,225,1176
59,2,0,309,33,0
59,3,0,5190,59651,588
59,4,1,4054,2456,588
59,5,0,3418,6650,1176
60,1,0,2287,1420,1500
60,2,1,294,1043,0
60,3,0,570,3478,1500
60,4,0,1959,858,2392
60,5,0,262,5344,2392
61,1,0,7024,12895,788
61,2,0,106,327,788
61,3,1,20452,83361,1756
61,4,0,772,1424,892
61,5,0,2287,1420,1500
62,1,1,5190,59651,2460
62,2,0,82,0,0
62,3,0,1424,1132,0
62,4,0,625,577,700
62,5,0,7024,12895,788
63,1,0,3830,7566,1048
63,2,0,82,0,0
63,3,0,1424,1132,0
63,4,0,625,577,700
63,5,1,5190,59651,2460
64,1,0,67,2329,1424
64,2,0,1190,1597,568
64,3,0,1188,3200,1388
64,4,0,842,956,1424
64,5,1,1463,2508,788
65,1,0,4358,16200,1424
65,2,0,1199,13735,0
65,3,1,889,480,0
65,4,0,267,3670,2544
65,5,0,2939,2361,2544
66,1,0,2939,2361,2544
66,2,0,1199,13735,0
66,3,0,4358,16200,1424
66,4,0,267,3670,2544
66,5,1,889,480,0
67,1,1,1335,5049,484
67,2,0,1324,2309,484
67,3,0,1651,22007,484
67,4,0,1309,2066,829
67,5,0,1199,13735,0
68,1,1,1614,1645,1140
68,2,0,1314,6220,0
68,3,0,898,56296,600
68,4,0,6617,95932,600
68,5,0,1324,2309,1100
69,1,0,2725,3107,425
69,2,1,946,236,0
69,3,0,63,1050,651
69,4,0,0,5333,651
69,5,0,267,3670,665
70,1,0,384,551,290
70,2,0,45,111,290
70,3,0,1325,30295,360
70,4,1,2209,2410,280
70,5,0,10325,37322,360
71,1,0,45,111,1160
71,2,0,2209,2410,800
71,3,1,1325,30295,1200
71,4,0,384,551,1000
71,5,0,10325,37322,1200
72,1,1,2209,2410,0
72,2,0,45,111,1196
72,3,0,1325,30295,1428
72,4,0,384,551,1196
72,5,0,10325,37322,1200
73,1,0,2209,2410,0
73,2,1,1325,30295,388
73,3,0,45,111,318
73,4,0,384,551,318
73,5,0,10325,37322,388
74,1,0,1325,30295,0
74,2,1,1469,3123,1431
74,3,0,10325,37322,0
74,4,0,384,551,276
74,5,0,2209,2410,0
75,1,0,106,327,285
75,2,1,1309,2066,0
75,3,0,7024,12895,285
75,4,0,772,1424,356
75,5,0,483,884,0
76,1,0,384,551,276
76,2,0,10325,37322,0
76,3,0,45,111,276
76,4,1,1325,30295,0
76,5,0,1331,9861,337
77,1,0,231,2347,570
77,2,0,332,450,490
77,3,0,0,142,0
77,4,1,526,3918,571
77,5,0,2063,3878,570
78,1,0,231,2347,570
78,2,0,106,327,0
78,3,0,1309,2066,285
78,4,0,772,1424,219
78,5,1,7024,12895,0
79,1,0,3400,17619,600
79,2,0,1395,527,0
79,3,0,0,34996,0
79,4,1,4409,19541,600
79,5,0,772,1424,668
80,1,1,2304,8249,0
80,2,0,324,6322,0
80,3,0,0,40,2128
80,4,0,666,1355,1600
80,5,0,3400,17619,600
81,1,0,3610,5189,646
81,2,0,585,781,0
81,3,0,258,813,493
81,4,1,350,1083,0
81,5,0,2304,8249,0
82,1,0,1447,2000,896
82,2,0,552,3932,0
82,3,1,401,4547,984
82,4,0,2705,89841,600
82,5,0,350,1083,0
83,1,0,106,327,836
83,2,1,1309,2066,0
83,3,0,7024,12895,836
83,4,0,772,1424,1008
83,5,0,552,3932,0
84,1,0,1190,1597,1776
84,2,0,552,3932,900
84,3,0,1447,2000,1156
84,4,0,20452,83361,1300
84,5,1,2705,89841,1300
85,1,0,1309,2066,0
85,2,1,7024,12895,285
85,3,0,2469,17977,495
85,4,0,772,1424,356
85,5,0,2322,867,480
86,1,0,1309,2066,0
86,2,0,889,480,0
86,3,0,1199,13735,0
86,4,0,267,3670,829
86,5,1,4358,16200,476
87,1,1,4358,16200,476
87,2,0,889,480,0
87,3,0,1199,13735,0
87,4,0,267,3670,829
87,5,0,2939,2361,829
88,1,0,267,3670,808
88,2,0,91,401,0
88,3,0,1199,13735,268
88,4,0,4358,16200,276
88,5,1,889,480,268
89,1,0,267,3670,808
89,2,0,91,401,0
89,3,0,889,480,476
89,4,0,1199,13735,476
89,5,1,4358,16200,0
90,1,0,889,480,268
90,2,0,91,401,0
90,3,1,4358,16200,276
90,4,0,1199,13735,268
90,5,0,267,3670,808
91,1,0,267,3670,829
91,2,0,91,401,169
91,3,0,889,480,560
91,4,0,1199,13735,560
91,5,1,4358,16200,169
92,1,0,1381,1629,743
92,2,0,91,401,169
92,3,0,889,480,560
92,4,0,1199,13735,560
92,5,1,4358,16200,169
93,1,0,1199,13735,560
93,2,0,91,401,169
93,3,0,4358,16200,169
93,4,0,889,480,560
93,5,1,898,56296,1296
94,1,0,889,480,560
94,2,0,91,401,169
94,3,0,4358,16200,169
94,4,1,898,56296,1296
94,5,0,1199,13735,560
95,1,1,1617,1259,0
95,2,0,217,216,0
95,3,0,1816,3919,609
95,4,0,233,1470,0
95,5,0,889,480,310
96,1,0,1816,3919,1884
96,2,0,217,216,0
96,3,1,1617,1259,0
96,4,0,233,1470,0
96,5,0,163,1310,2200
97,1,1,1617,1259,0
97,2,0,217,216,0
97,3,0,1816,3919,609
97,4,0,233,1470,0
97,5,0,163,1310,759
98,1,1,3418,6650,1075
98,2,0,217,216,0
98,3,0,1617,1259,0
98,4,0,233,1470,0
98,5,0,1816,3919,609
99,1,0,217,216,0
99,2,1,1617,1259,0
99,3,0,1816,3919,1884
99,4,0,233,1470,0
99,5,0,163,1310,2200
100,1,0,233,1470,0
100,2,0,217,216,0
100,3,0,1816,3919,609
100,4,1,1617,1259,0
100,5,0,163,1310,759
101,1,0,233,1470,0
101,2,0,217,216,0
101,3,0,1617,1259,0
101,4,1,1223,42422,919
101,5,0,1816,3919,609
102,1,0,1617,1259,0
102,2,0,217,216,0
102,3,1,1223,42422,919
102,4,0,233,1470,0
102,5,0,1816,3919,609
103,1,0,217,216,0
103,2,1,1617,1259,0
103,3,0,1816,3919,1884
103,4,0,233,1470,0
103,5,0,163,1310,2200
104,1,1,1617,1259,0
104,2,0,217,216,0
104,3,0,1816,3919,609
104,4,0,233,1470,0
104,5,0,163,1310,759
105,1,0,217,216,0
105,2,1,1617,1259,0
105,3,0,1816,3919,609
105,4,0,233,1470,0
105,5,0,163,1310,759
106,1,0,1816,3919,1884
106,2,0,217,216,0
106,3,1,1617,1259,0
106,4,0,233,1470,0
106,5,0,163,1310,2200
107,1,0,1816,3919,1884
107,2,0,217,216,0
107,3,1,1617,1259,0
107,4,0,233,1470,0
107,5,0,163,1310,2200
108,1,0,1730,15564,1180
108,2,0,1184,228,972
108,3,0,3153,6816,1180
108,4,1,526,3918,0
108,5,0,233,1470,0
109,1,0,834,1250,0
109,2,1,629,779,0
109,3,0,1044,4743,0
109,4,0,1622,7598,708
109,5,0,526,3918,0
110,1,0,1817,1498,882
110,2,0,834,1250,0
110,3,0,1044,4743,0
110,4,0,1622,7598,708
110,5,1,629,779,0
111,1,0,1622,7598,708
111,2,0,629,779,0
111,3,0,834,1250,0
111,4,0,1044,4743,0
111,5,1,898,56296,1109
112,1,0,1044,4743,0
112,2,0,629,779,0
112,3,0,834,1250,0
112,4,1,898,56296,1109
112,5,0,1622,7598,708
113,1,0,1044,4743,0
113,2,0,629,779,0
113,3,1,834,1250,0
113,4,0,1622,7598,708
113,5,0,1817,1498,882
114,1,0,1044,4743,0
114,2,0,629,779,0
114,3,1,834,1250,0
114,4,0,1622,7598,708
114,5,0,1817,1498,882
115,1,1,834,1250,0
115,2,0,629,779,0
115,3,0,1044,4743,0
115,4,0,1622,7598,708
115,5,0,1817,1498,882
116,1,0,629,779,0
116,2,1,834,1250,0
116,3,0,1044,4743,0
116,4,0,1622,7598,708
116,5,0,1817,1498,882
117,1,0,1184,228,740
117,2,1,3153,6816,1372
117,3,0,526,3918,1328
117,4,0,1730,15564,1372
117,5,0,1190,1597,1368
118,1,1,1730,15564,1372
118,2,0,1184,228,740
118,3,0,526,3918,1328
118,4,0,3153,6816,1372
118,5,0,1190,1597,2964
119,1,0,1622,7598,740
119,2,0,403,40,740
119,3,1,3708,6001,552
119,4,0,347,431,2100
119,5,0,526,3918,1328
120,1,0,2473,1131,857
120,2,0,403,40,261
120,3,0,1622,7598,261
120,4,0,347,431,724
120,5,1,3708,6001,173
121,1,0,1622,7598,740
121,2,0,629,779,1120
121,3,0,1044,4743,1120
121,4,0,575,104,2000
121,5,1,834,1250,1120
122,1,0,834,1250,393
122,2,0,629,779,393
122,3,1,4160,19515,1290
122,4,0,1044,4743,393
122,5,0,575,104,762
123,1,0,1548,12008,0
123,2,1,1028,4333,0
123,3,0,1491,690,888
123,4,0,2932,2181,1412
123,5,0,629,779,1120
124,1,1,1028,4333,265
124,2,0,81,491,0
124,3,0,1491,690,0
124,4,0,1548,12008,265
124,5,0,1556,434,511
125,1,0,1491,690,265
125,2,0,1548,12008,0
125,3,1,1028,4333,0
125,4,0,2932,2181,407
125,5,0,1556,434,511
126,1,1,1124,2413,482
126,2,0,1028,4333,0
126,3,0,1548,12008,0
126,4,0,1491,690,265
126,5,0,2932,2181,407
127,1,1,834,1250,0
127,2,0,629,779,0
127,3,0,1044,4743,0
127,4,0,1622,7598,708
127,5,0,1817,1498,882
128,1,0,629,779,0
128,2,1,834,1250,0
128,3,0,1044,4743,0
128,4,0,1622,7598,708
128,5,0,1817,1498,882
129,1,0,1622,7598,708
129,2,0,629,779,0
129,3,0,834,1250,0
129,4,0,1044,4743,0
129,5,1,898,56296,1109
130,1,0,629,779,0
130,2,1,898,56296,1109
130,3,0,834,1250,0
130,4,0,1044,4743,0
130,5,0,1622,7598,708
131,1,0,1044,4743,0
131,2,0,629,779,0
131,3,1,834,1250,0
131,4,0,1622,7598,708
131,5,0,1817,1498,882
132,1,0,1817,1498,882
132,2,0,629,779,0
132,3,0,1044,4743,0
132,4,0,1622,7598,708
132,5,1,834,1250,0
133,1,0,1044,4743,0
133,2,0,629,779,0
133,3,1,834,1250,0
133,4,0,1622,7598,708
133,5,0,1817,1498,882
134,1,0,1817,1498,882
134,2,0,629,779,0
134,3,0,1044,4743,0
134,4,0,1622,7598,708
134,5,1,834,1250,0
135,1,0,1817,1498,2996
135,2,0,629,779,0
135,3,0,1044,4743,0
135,4,0,1622,7598,2392
135,5,1,834,1250,0
136,1,0,1622,7598,2392
136,2,0,629,779,0
136,3,0,1044,4743,0
136,4,1,834,1250,0
136,5,0,1817,1498,2996
137,1,0,1044,4743,0
137,2,0,834,1250,0
137,3,1,629,779,0
137,4,0,1622,7598,2392
137,5,0,1817,1498,2996
138,1,0,1044,4743,0
138,2,0,834,1250,0
138,3,1,629,779,0
138,4,0,1622,7598,2392
138,5,0,1817,1498,2996
139,1,0,1044,4743,0
139,2,0,629,779,0
139,3,0,834,1250,0
139,4,1,898,56296,1109
139,5,0,1622,7598,708
140,1,0,834,1250,0
140,2,0,629,779,0
140,3,1,898,56296,1109
140,4,0,1044,4743,0
140,5,0,1622,7598,708
141,1,0,1622,7598,708
141,2,0,629,779,0
141,3,0,1044,4743,0
141,4,1,834,1250,0
141,5,0,1817,1498,882
142,1,0,629,779,0
142,2,1,834,1250,0
142,3,0,1044,4743,0
142,4,0,1622,7598,708
142,5,0,1817,1498,882
143,1,1,4054,2456,1466
143,2,0,646,194,397
143,3,0,2274,8347,397
143,4,0,1760,14651,397
143,5,0,1813,2566,689
144,1,0,646,194,397
144,2,1,4054,2456,1466
144,3,0,2274,8347,397
144,4,0,1760,14651,397
144,5,0,1813,2566,689
145,1,1,2725,3107,425
145,2,0,946,236,0
145,3,0,63,1050,651
145,4,0,0,5333,651
145,5,0,646,194,397
146,1,0,0,5333,488
146,2,0,854,263,0
146,3,0,63,1050,488
146,4,1,2725,3107,549
146,5,0,3610,5189,631
147,1,0,1184,228,1188
147,2,0,3153,6816,900
147,3,1,1730,15564,900
147,4,0,526,3918,1528
147,5,0,946,236,0
148,1,0,1184,228,1188
148,2,0,3153,6816,900
148,3,1,1730,15564,900
148,4,0,526,3918,1528
148,5,0,1188,3200,2492
149,1,0,1730,15564,900
149,2,1,3153,6816,900
149,3,0,1184,228,1188
149,4,0,526,3918,1528
149,5,0,1188,3200,2492
150,1,0,1188,3200,2492
150,2,0,1730,15564,900
150,3,0,1184,228,1188
150,4,0,526,3918,1528
150,5,1,3153,6816,900
151,1,0,1730,15564,290
151,2,1,3153,6816,290
151,3,0,1184,228,399
151,4,0,526,3918,505
151,5,0,1188,3200,859
152,1,0,1188,3200,859
152,2,0,1730,15564,290
152,3,0,1184,228,399
152,4,0,526,3918,505
152,5,1,3153,6816,290
153,1,0,2701,4208,1400
153,2,0,417,0,0
153,3,0,3400,17619,0
153,4,1,4409,19541,0
153,5,0,1668,10866,1400
154,1,1,7024,12895,672
154,2,0,106,327,672
154,3,0,2469,17977,1004
154,4,0,2705,89841,1208
154,5,0,20452,83361,1208
155,1,1,1239,12395,731
155,2,0,1504,198,0
155,3,0,671,1492,507
155,4,0,527,106,731
155,5,0,2477,10492,731
156,1,0,671,1492,1600
156,2,0,106,327,672
156,3,0,7024,12895,672
156,4,0,2469,17977,1004
156,5,1,843,153,980
157,1,0,106,327,672
157,2,1,7024,12895,672
157,3,0,2469,17977,1004
157,4,0,2705,89841,1208
157,5,0,20452,83361,1208
158,1,0,1556,434,1896
158,2,0,2932,2181,876
158,3,0,1028,4333,1976
158,4,1,2109,1759,0
158,5,0,2469,17977,1004
159,1,0,1817,1498,2996
159,2,0,629,779,0
159,3,0,1044,4743,0
159,4,0,1622,7598,2392
159,5,1,834,1250,0
160,1,0,629,779,0
160,2,1,834,1250,0
160,3,0,1044,4743,0
160,4,0,1622,7598,2392
160,5,0,1817,1498,2996
161,1,1,834,1250,0
161,2,0,629,779,0
161,3,0,1044,4743,0
161,4,0,1622,7598,2392
161,5,0,1817,1498,2996
162,1,0,1817,1498,2996
162,2,0,629,779,0
162,3,0,1044,4743,0
162,4,0,1622,7598,2392
162,5,1,834,1250,0
163,1,0,1314,6220,249
163,2,0,898,56296,0
163,3,0,6617,95932,0
163,4,1,2725,3107,976
163,5,0,946,236,425
164,1,1,4358,16200,1109
164,2,0,898,56296,0
164,3,0,6617,95932,0
164,4,0,1314,6220,249
164,5,0,63,1050,335
165,1,0,0,5333,488
165,2,0,854,263,0
165,3,0,63,1050,488
165,4,1,2725,3107,549
165,5,0,3610,5189,631
166,1,1,4054,2456,0
166,2,0,5190,59651,0
166,3,0,163,1310,1264
166,4,0,54,1601,1264
166,5,0,1247,4727,1264
167,1,0,5190,59651,0
167,2,1,4054,2456,0
167,3,0,163,1310,1264
167,4,0,54,1601,1264
167,5,0,1247,4727,1264
168,1,0,1247,4727,1264
168,2,0,5190,59651,0
168,3,0,163,1310,1264
168,4,0,54,1601,1264
168,5,1,4054,2456,0
169,1,0,280,5127,1296
169,2,0,1481,1372,0
169,3,1,177,907,0
169,4,0,1856,3751,1296
169,5,0,231,2347,2100
170,1,0,1481,1372,0
170,2,1,177,907,0
170,3,0,280,5127,1296
170,4,0,1856,3751,1296
170,5,0,231,2347,2100
171,1,1,803,1587,771
171,2,0,442,125,0
171,3,0,231,2347,0
171,4,0,2063,3878,0
171,5,0,177,907,618
172,1,0,233,1470,0
172,2,0,403,40,740
172,3,0,1622,7598,740
172,4,0,347,431,2100
172,5,1,3708,6001,552
173,1,1,889,480,268
173,2,0,91,401,0
173,3,0,1199,13735,268
173,4,0,4358,16200,276
173,5,0,60,26,0
174,1,0,889,480,268
174,2,0,1031,7272,345
174,3,0,135,409,594
174,4,0,900,5818,874
174,5,1,3403,12516,345
175,1,1,2001,4634,0
175,2,0,322,1712,0
175,3,0,591,423,1708
175,4,0,36,276,2296
175,5,0,1506,632,2000
176,1,0,995,1513,882
176,2,0,329,1285,0
176,3,0,817,1505,747
176,4,0,0,281,747
176,5,1,413,4402,506
177,1,0,110,0,2340
177,2,1,699,2341,0
177,3,0,0,30,2268
177,4,0,681,6536,2800
177,5,0,2304,8249,1900
178,1,0,699,2341,0
178,2,1,2304,8249,1067
178,3,0,0,30,676
178,4,0,681,6536,811
178,5,0,2449,6044,1197
179,1,0,280,5127,1296
179,2,0,1481,1372,0
179,3,1,177,907,0
179,4,0,1856,3751,1296
179,5,0,699,2341,0
180,1,0,1481,1372,0
180,2,1,177,907,0
180,3,0,280,5127,1296
180,4,0,1856,3751,1296
180,5,0,231,2347,2100
181,1,0,177,907,0
181,2,0,3210,3884,1564
181,3,0,1491,8362,1564
181,4,0,900,5818,2388
181,5,1,165,437,0
182,1,0,3479,27106,0
182,2,0,4160,19515,0
182,3,1,2473,1131,247
182,4,0,1817,1498,369
182,5,0,1622,7598,687
183,1,0,60,26,0
183,2,1,959,5877,0
183,3,0,309,2546,0
183,4,0,1991,10068,0
183,5,0,130,324,1300
184,1,1,2952,4534,0
184,2,0,456,0,0
184,3,0,176,4754,0
184,4,0,625,577,1144
184,5,0,60,26,0
185,1,0,2952,4534,0
185,2,0,435,100,0
185,3,0,176,4754,0
185,4,1,456,0,0
185,5,0,625,577,1144
186,1,0,547,0,0
186,2,1,260,128,0
186,3,0,275,4672,0
186,4,0,2578,3929,0
186,5,0,176,4754,0
187,1,1,1192,2578,0
187,2,0,2201,30672,0
187,3,0,903,735,267
187,4,0,1324,2309,630
187,5,0,260,128,0
188,1,1,2109,1759,1720
188,2,0,3289,9748,0
188,3,0,3401,21946,0
188,4,0,2287,1420,837
188,5,0,570,3478,837
189,1,1,350,1083,0
189,2,0,585,781,0
189,3,0,258,813,1780
189,4,0,3610,5189,2336
189,5,0,3289,9748,0
190,1,0,322,1712,0
190,2,1,2001,4634,0
190,3,0,591,423,1708
190,4,0,36,276,2296
190,5,0,1506,632,2000
191,1,0,60,26,0
191,2,1,959,5877,0
191,3,0,309,2546,0
191,4,0,1991,10068,0
191,5,0,3289,9748,0
192,1,0,1028,4333,578
192,2,0,2932,2181,289
192,3,1,2109,1759,0
192,4,0,1556,434,557
192,5,0,678,1653,0
193,1,0,578,105,692
193,2,1,2932,2181,0
193,3,0,2109,1759,876
193,4,0,1556,434,1332
193,5,0,1028,4333,1976
194,1,0,1184,228,308
194,2,0,526,3918,0
194,3,1,3153,6816,405
194,4,0,1730,15564,405
194,5,0,96,1841,469
195,1,0,526,3918,0
195,2,0,417,0,0
195,3,0,3400,17619,0
195,4,0,2701,4208,748
195,5,1,4409,19541,0
196,1,0,1023,194,136
196,2,1,1556,434,0
196,3,0,1101,460,184
196,4,0,148,3677,317
196,5,0,3400,17619,0
197,1,0,3400,17619,600
197,2,0,1395,527,0
197,3,0,0,34996,0
197,4,1,4409,19541,600
197,5,0,2701,4208,1400
198,1,0,1190,1597,0
198,2,1,2705,89841,489
198,3,0,1463,2508,123
198,4,0,1188,3200,334
198,5,0,3400,17619,295
199,1,1,1792,2677,0
199,2,0,456,0,0
199,3,0,702,792,1200
199,4,0,360,100,0
199,5,0,842,956,0
200,1,0,2469,17977,743
200,2,0,1031,402,183
200,3,1,7024,12895,609
200,4,0,772,1424,519
200,5,0,360,100,0
201,1,0,106,327,0
201,2,1,7024,12895,0
201,3,0,1309,2066,836
201,4,0,772,1424,668
201,5,0,1447,2000,0
202,1,0,4054,2456,0
202,2,1,1223,42422,1700
202,3,0,5190,59651,0
202,4,0,163,1310,1264
202,5,0,646,194,0
203,1,1,1265,315,0
203,2,0,143,65,0
203,3,0,1148,1063,0
203,4,0,442,457,0
203,5,0,92,2307,0
204,1,0,384,551,230
204,2,0,1331,9861,0
204,3,0,45,111,230
204,4,1,1325,30295,337
204,5,0,2701,4208,0
205,1,1,1911,686,434
205,2,0,303,180,0
205,3,0,1850,1213,0
205,4,0,295,197,0
205,5,0,1331,9861,0
206,1,1,1911,686,434
206,2,0,303,180,0
206,3,0,1850,1213,0
206,4,0,295,197,0
206,5,0,66,1777,434
207,1,0,295,197,0
207,2,0,388,252,0
207,3,0,702,792,0
207,4,0,148,3677,836
207,5,1,1792,2677,1200
208,1,0,1028,4333,220
